acrE_b3265_at	4.6	24.25146506	0.000032
bioF_b0776_at	4.4	21.11212657	0.000065
yjiP_b4338_at	4.3	19.69831061	0.000003
b2971_at	4.2	18.37917368	0.000022
b0967_at	4.1	17.1483754	0.000611
ybcJ_b0528_at	4.1	17.1483754	0.000012
yfjR_b2634_at	4	16	0.004413
focB_b2492_at	3.8	13.92880901	0.000002
pflD_b3951_at	3.8	13.92880901	0.00001
b2374_at	3.6	12.12573253	0.000002
citG_b0613_at	3.6	12.12573253	0.000269
ybfG_b0690_at	3.6	12.12573253	0.000001
yihN_b3874_at	3.6	12.12573253	0.000332
ttdA_b3061_at	3.5	11.3137085	0.000009
yafX_b0248_at	3.5	11.3137085	0.000002
yceO_b1058_at	3.5	11.3137085	0.000001
yihR_b3879_at	3.5	11.3137085	0.000003
yjhQ_b4307_at	3.5	11.3137085	0.000005
nth_b1633_at	3.4	10.55606329	0.000087
yihP_b3877_at	3.4	10.55606329	0.000001
b2451_at	3.3	9.849155307	0.000002
gutM_b2706_at	3.3	9.849155307	0.000003
fumB_b4122_at	3.2	9.18958684	0.000009
gutQ_b2708_at	3.2	9.18958684	0.007398
uraA_b2497_at	3.1	8.5741877	0.000008
yieL_b3719_at	3.1	8.5741877	0.000063
ylbE_b0519_at	3.1	8.5741877	0.000029
thiD_b2103_at	3	8	0.000024
yagH_b0271_at	3	8	0.000121
b1742_at	2.9	7.464263932	0.000031
mhpB_b0348_at	2.9	7.464263932	0.003858
yhfM_b3370_at	2.9	7.464263932	0.00001
yjbE_b4026_at	2.9	7.464263932	0.006987
napA_b2206_at	2.8	6.964404506	0.000716
thiF_b3992_at	2.8	6.964404506	0.013593
wcaC_b2057_at	2.8	6.964404506	0.000289
ybfP_b0689_at	2.8	6.964404506	0.00002
alpA_b2624_at	2.7	6.498019171	0.000001
dcuB_b4123_at	2.7	6.498019171	0.000004
flgI_b1080_at	2.7	6.498019171	0.000557
hyfA_b2481_at	2.7	6.498019171	0.00008
hyfD_b2484_at	2.7	6.498019171	0.000386
ybjW_b0873_at	2.7	6.498019171	0.000006
citC_b0618_at	2.6	6.062866266	0.000006
malK_b4035_at	2.6	6.062866266	0.000001
purC_b2476_at	2.6	6.062866266	0.000611
ybfE_b0685_at	2.6	6.062866266	0.000123
yjgI_b4249_at	2.6	6.062866266	0.003366
acrF_b3266_at	2.5	5.656854249	0.000001
wcaA_b2059_at	2.5	5.656854249	0.000003
artJ_b0860_at	2.4	5.278031643	0.000135
b1337_at	2.4	5.278031643	0.005222
lysA_b2838_at	2.4	5.278031643	0.000003
yijI_b3948_at	2.4	5.278031643	0.000024
argF_b0273_at	2.3	4.924577653	0.000005
arp_b4017_at	2.3	4.924577653	0.000001
b0844_at	2.3	4.924577653	0.000025
b1470_at	2.3	4.924577653	0.000004
envR_b3264_at	2.3	4.924577653	0.000019
pheP_b0576_at	2.3	4.924577653	0.000045
treC_b4239_at	2.3	4.924577653	0.000415
yjbL_b4047_at	2.3	4.924577653	0.000001
agaW_b3134_at	2.2	4.59479342	0.000002
b0309_at	2.2	4.59479342	0.000002
cspB_b1557_at	2.2	4.59479342	0.000006
intE_b1140_at	2.2	4.59479342	0.000002
metR_b3828_at	2.2	4.59479342	0.01526
uhpB_b3668_at	2.2	4.59479342	0.000775
ybhM_b0787_at	2.2	4.59479342	0.000017
yecT_b1877_at	2.2	4.59479342	0.000001
yjfM_b4185_at	2.2	4.59479342	0.000004
ampC_b4150_at	2.1	4.28709385	0.000003
b1228_f_at	2.1	4.28709385	0.009502
b1500_at	2.1	4.28709385	0.000002
fhiA_b0229_at	2.1	4.28709385	0.000004
hybC_b2994_at	2.1	4.28709385	0.000038
torT_b0994_at	2.1	4.28709385	0.000005
ycfT_b1115_at	2.1	4.28709385	0.000002
ygbD_b2711_at	2.1	4.28709385	0.000016
agaD_b3140_at	2	4	0.000194
b0370_at	2	4	0.000002
b1157_at	2	4	0.000054
b2373_at	2	4	0.000001
csgE_b1039_at	2	4	0.000007
fimZ_b0535_at	2	4	0.000001
hycA_b2725_at	2	4	0.000009
hyfC_b2483_at	2	4	0.000001
ibpB_b3686_at	2	4	0.000001
pphB_b2734_at	2	4	0.000001
sfmD_b0532_at	2	4	0.000481
wza_b2062_at	2	4	0.000003
yadS_b0157_at	2	4	0.000001
yfaA_b2230_at	2	4	0.000008
yfaE_b2236_at	2	4	0.000599
ygfF_b2902_at	2	4	0.000007
yhaC_b3121_at	2	4	0.000001
yjcF_b4066_at	2	4	0.000001
yjgN_b4257_at	2	4	0.000001
yoaG_b1796_at	2	4	0.000002
