1	4054.785	2620.832	-0.6060	0.77	0.131	0.657
2	3220.434	336.148	-3.2379	0.49	0.021	0.106
3	1067.579	6306.94	2.5866	0.8	1.194	6.007
4	469.738	26735.783	5.8547	0.81	11.507	57.87
5	7382.295	1186.632	-2.6171	0.84	0.032	0.163
6	10331.68	5995.942	-0.7612	0.9	0.117	0.59
7	6602.436	2449.166	-1.4074	0.83	0.075	0.377
8	19380.227	1710.432	-3.4739	0.74	0.018	0.09
9	2996.357	2940.437	-0.0029	0.87	0.198	0.998
10	7892.087	10863.598	0.4854	0.81	0.278	1.4
11	9741.064	1833.295	-2.3884	0.83	0.038	0.191
12	14972.905	1067.14	-3.7959	0.72	0.014	0.072
13	3067.368	4259.75	0.4977	0.58	0.281	1.412
14	4082.564	725.512	-2.4659	0.79	0.036	0.181
15	4328.305	5811.548	0.4489	0.89	0.271	1.365
16	1170.688	16636.689	3.8529	0.86	2.873	14.449
17	3210.747	3414.707	0.1124	0.91	0.215	1.081
18	4670.239	8266.016	0.8480	0.89	0.358	1.8
19	11204.782	891.343	-3.6259	0.53	0.016	0.081
20	398.554	13871.103	5.1451	0.78	7.036	35.387
21	4505.126	6328.348	0.5140	0.88	0.284	1.428
22	7491.114	3258.545	-1.1779	0.85	0.088	0.442
23	2001.892	2747.277	0.4803	0.92	0.277	1.395
24	9011.594	3621.249	-1.2898	0.9	0.081	0.409
25	8677.95	9553.461	0.1622	0.82	0.223	1.119
26	8601.125	3706.715	-1.1910	0.87	0.087	0.438
27	3123.8	16726.771	2.4447	0.82	1.083	5.444
28	5721.236	2915.503	-0.9490	0.86	0.103	0.518
29	5714.863	5228.939	-0.1047	0.9	0.185	0.93
30	6328.332	5484.83	-0.1828	0.94	0.175	0.881
31	13368.162	12534.351	-0.0695	0.8	0.19	0.953
32	657.225	33024.133	5.6750	0.79	10.159	51.09
33	5577.588	17242.344	1.6521	0.81	0.625	3.143
34	4789.796	29239.904	2.6339	0.81	1.234	6.207
35	11434.659	12597.754	0.1635	0.83	0.223	1.12
36	7752.905	3462.643	-1.1392	0.67	0.09	0.454
37	14763.867	9572.903	-0.6016	0.82	0.131	0.659
38	1532.655	4806.036	1.6727	0.8	0.634	3.188
39	10696.055	11183.296	0.0881	0.81	0.211	1.063
40	7095.257	1982.406	-1.8160	0.8	0.056	0.284
41	6211.461	750.828	-3.0233	0.76	0.024	0.123
42	21441.605	1004.761	-4.3808	0.61	0.009	0.048
43	4.329	151.534	5.1535	0.01	7.077	35.593
44	5.754	29.575	2.3857	0.01	1.039	5.226
45	2147.097	65655.508	4.9584	0.84	6.182	31.091
46	9488.46	7224.265	-0.3696	0.75	0.154	0.774
47	13309.799	17349.92	0.4060	0.82	0.264	1.325
48	8081.371	6378.066	-0.3183	0.81	0.16	0.802
49	13848.934	6858.156	-0.9885	0.72	0.1	0.504
50	10588.337	2103.551	-2.3076	0.86	0.04	0.202
51	892.184	14966.051	4.0922	0.76	3.391	17.056
52	10433.543	7885.441	-0.3808	0.65	0.153	0.768
53	18136.008	3614.334	-2.3004	0.75	0.04	0.203
54	15112.185	3829.505	-1.9546	0.7	0.051	0.258
55	3835.151	5953.822	0.6581	0.72	0.314	1.578
56	4652.033	1992.622	-1.1976	0.75	0.087	0.436
57	9233.082	7093.075	-0.3566	0.76	0.155	0.781
58	6052.314	8814.17	0.5666	0.82	0.294	1.481
59	9108.927	12280.989	0.4552	0.68	0.273	1.371
60	5658.748	11671.144	1.0683	0.72	0.417	2.097
61	14239.991	6559.262	-1.0954	0.6	0.093	0.468
62	4918.365	9284.285	0.9404	0.68	0.382	1.919
63	10580.407	5143.416	-1.0174	0.84	0.098	0.494
64	8939.585	12922.02	0.5558	0.8	0.292	1.47
65	11194.734	4022.694	-1.4540	0.87	0.073	0.365
66	10051.865	1242.179	-2.9885	0.87	0.025	0.126
67	6073.955	8833.693	0.5646	0.72	0.294	1.479
68	4289.671	340.471	-3.6259	0.48	0.016	0.081
69	6094.831	6973.709	0.2179	0.81	0.231	1.163
70	14402.181	3639.594	-1.9602	0.77	0.051	0.257
71	10972.112	905.834	-3.5735	0.66	0.017	0.084
72	606.582	10098.053	4.0812	0.81	3.366	16.926
73	6335.659	2455.985	-1.3437	0.84	0.078	0.394
74	19835.293	7514.617	-1.3771	0.7	0.077	0.385
75	10989.48	11100.456	0.0384	0.76	0.204	1.027
76	10341.787	613.961	-4.0589	0.68	0.012	0.06
77	8037.069	1368.57	-2.5312	0.83	0.034	0.173
78	9695.548	12722.391	0.4158	0.81	0.265	1.334
79	13669.413	7526.024	-0.8365	0.76	0.111	0.56
80	11912.985	2363.86	-2.3076	0.76	0.04	0.202
81	15633.807	17604.531	0.1953	0.69	0.228	1.145
82	7224.515	7476.939	0.0731	0.83	0.209	1.052
83	7087.578	28075.98	2.0101	0.77	0.801	4.028
84	10662.75	13174.512	0.3288	0.85	0.25	1.256
85	10766.258	11523.53	0.1217	0.82	0.216	1.088
86	8826.509	10667.04	0.2975	0.75	0.244	1.229
87	12743.353	5154.647	-1.2828	0.73	0.082	0.411
88	10690.636	15694.62	0.5782	0.73	0.297	1.493
89	14750.11	2497.63	-2.5395	0.8	0.034	0.172
90	25507.605	10005.196	-1.3255	0.35	0.079	0.399
91	11160.167	2271.243	-2.2723	0.74	0.041	0.207
92	17171.955	2574.348	-2.7179	0.82	0.03	0.152
93	16142.796	11263.416	-0.4961	0.77	0.141	0.709
94	16028.828	10119.531	-0.6394	0.86	0.128	0.642
95	8665.611	7191.474	-0.2447	0.75	0.168	0.844
96	10361.656	6724.886	-0.5995	0.83	0.131	0.66
97	1599.297	24145.059	3.9402	0.86	3.052	15.35
98	23524.422	828.915	-4.7959	0.36	0.007	0.036
99	7500.543	5259.963	-0.4880	0.8	0.142	0.713
100	7667.164	4165.981	-0.8573	0.76	0.11	0.552
101	10320.797	3708.9	-1.4540	0.79	0.073	0.365
102	16229.431	2766.538	-2.5312	0.86	0.034	0.173
103	16020.468	9415.734	-0.7418	0.66	0.119	0.598
104	5589.75	2431.269	-1.1779	0.72	0.088	0.442
105	3257.045	9725.915	1.6022	0.79	0.604	3.036
106	3508.172	34739.59	3.3317	0.81	2.002	10.068
107	8398.762	4018.375	-1.0410	0.89	0.097	0.486
108	13183.966	10526.39	-0.3004	0.66	0.161	0.812
109	10305.403	6562.119	-0.6282	0.76	0.129	0.647
110	3770.596	2205.499	-0.7490	0.87	0.118	0.595
111	1015.738	43276.207	5.4370	0.82	8.614	43.32
112	21251.887	2242.679	-3.2243	0.74	0.021	0.107
113	7502.299	16565.82	1.1667	0.86	0.446	2.245
114	14091.857	6904.014	-1.0058	0.83	0.099	0.498
115	8197.212	15889.672	0.9789	0.72	0.392	1.971
116	16341.852	4035.594	-1.9942	0.59	0.05	0.251
117	13031.222	12471.691	-0.0395	0.81	0.193	0.973
118	14050.152	10747.868	-0.3622	0.76	0.155	0.778
119	4853.953	924.892	-2.3659	0.87	0.039	0.194
120	3611.652	1151.477	-1.6259	0.86	0.064	0.324
121	16388.617	4666.105	-1.7909	0.33	0.058	0.289
122	10426.562	7180.944	-0.5146	0.75	0.139	0.7
123	14250.392	1153.281	-3.6082	0.75	0.016	0.082
124	3940.023	6372.479	0.7172	0.67	0.327	1.644
125	11426.382	2364.829	-2.2515	0.86	0.042	0.21
126	21350.814	2648.819	-2.9885	0.82	0.025	0.126
127	16278.932	5841.145	-1.4540	0.69	0.073	0.365
128	22142.451	3217.866	-2.7563	0.34	0.029	0.148
129	1513.574	3058.219	1.0384	0.87	0.409	2.054
130	20068.836	1784.979	-3.4739	0.7	0.018	0.09
131	8854.204	1466.273	-2.5735	0.81	0.033	0.168
132	25194.299	6723.82	-1.8836	0.35	0.054	0.271
133	7156.471	27879.957	1.9859	0.71	0.788	3.961
134	15713.018	915.164	-4.0831	0.73	0.012	0.059
135	12020.175	14067.12	0.2510	0.66	0.237	1.19
136	17079.441	6388.129	-1.3959	0.77	0.076	0.38
137	4818.565	1317.641	-1.8468	0.84	0.055	0.278
138	11641.474	2969.129	-1.9490	0.88	0.052	0.259
139	10633.549	21191.555	1.0186	0.76	0.403	2.026
140	13193.523	16663.381	0.3606	0.76	0.255	1.284
141	18967.635	1117.658	-4.0589	0.69	0.012	0.06
142	13214.091	43873.848	1.7553	0.82	0.671	3.376
143	3486.932	10191.93	1.5714	0.8	0.591	2.972
144	1516.378	1395.054	-0.0970	0.93	0.186	0.935
145	13643.99	3751.977	-1.8365	0.81	0.056	0.28
146	4741.594	11958.001	1.3584	0.9	0.51	2.564
147	5387.719	16349.807	1.6253	0.63	0.614	3.085
148	10198.663	10030.571	0.0000	0.8	0.199	1
149	11110.46	2852.662	-1.9379	0.79	0.052	0.261
150	1597.148	22510.037	3.8410	0.83	2.849	14.33
151	20838.604	4504.51	-2.1844	0.73	0.044	0.22
152	3698.886	50225.012	3.7872	0.69	2.745	13.806
153	14078.229	2946.478	-2.2311	0.8	0.042	0.213
154	18306.514	1788.167	-3.3364	0.81	0.02	0.099
155	11996.707	1626.384	-2.8573	0.79	0.027	0.138
156	10993.177	1606.018	-2.7466	0.82	0.03	0.149
157	8974.481	43839.285	2.3124	0.88	0.988	4.967
158	14156.077	11892.282	-0.2277	0.82	0.17	0.854
159	25616.977	2030.124	-3.6259	0.41	0.016	0.081
160	10129.729	3073.298	-1.6990	0.81	0.061	0.308
161	12839.485	60428.66	2.2585	0.67	0.952	4.785
162	7579.127	6753.194	-0.1424	0.93	0.18	0.906
163	22304.395	13003.401	-0.7539	0.71	0.118	0.593
164	8522.56	2721.01	-1.6215	0.8	0.065	0.325
165	10245.009	3781.707	-1.4150	0.86	0.075	0.375
166	21251.689	17488.299	-0.2567	0.69	0.166	0.837
