1	2798.411	1752.299	-0.6689	0.73	0.137	0.629
2	1059.755	174.794	-2.5907	0.34	0.036	0.166
3	906.044	4668.15	2.3727	0.93	1.126	5.179
4	638.659	18083.848	4.8311	0.95	6.19	28.465
5	5406.161	615.157	-3.1329	0.79	0.025	0.114
6	7854.628	1058.171	-2.8890	0.91	0.029	0.135
7	4161.536	1495.47	-1.4699	0.92	0.079	0.361
8	12706.089	810.846	-3.9658	0.8	0.014	0.064
9	2557.735	1001.717	-1.3437	0.89	0.086	0.394
10	5197	7699.558	0.5743	0.93	0.324	1.489
11	6725.221	1247.334	-2.4266	0.91	0.041	0.186
12	11666.103	750.514	-3.9434	0.78	0.014	0.065
13	3311.773	2681.109	-0.2969	0.8	0.177	0.814
14	2950.094	612.811	-2.2584	0.72	0.045	0.209
15	3673.231	3025.283	-0.2723	0.93	0.18	0.828
16	769.369	12769.603	4.0605	0.91	3.628	16.685
17	2209.677	2837.849	0.3685	0.93	0.281	1.291
18	3236.611	5900.084	0.8742	0.93	0.399	1.833
19	7827.529	609.294	-3.6804	0.69	0.017	0.078
20	486.402	10060.456	4.3780	0.91	4.522	20.792
21	2254.135	6148.562	1.4552	0.95	0.596	2.742
22	5615.777	1812.531	-1.6259	0.94	0.071	0.324
23	2312.709	1065.134	-1.1109	0.87	0.101	0.463
24	7088.864	2283.062	-1.6259	0.95	0.07	0.324
25	6961.101	5335.48	-0.3752	0.94	0.168	0.771
26	5610.579	2297.19	-1.2793	0.94	0.09	0.412
27	2964.439	11562.317	1.9712	0.89	0.853	3.921
28	3815.826	2191.309	-0.7934	0.97	0.126	0.577
29	3940.107	2184.01	-0.8443	0.95	0.121	0.557
30	4710.745	2764.58	-0.7612	0.96	0.128	0.59
31	10129.216	6556.273	-0.6193	0.9	0.141	0.651
32	1039.433	20415.186	4.3033	0.88	4.294	19.744
33	4770.477	9825.473	1.0496	0.87	0.45	2.07
34	4547.783	15547.474	1.7811	0.92	0.747	3.437
35	7277.137	8340.116	0.2041	0.89	0.251	1.152
36	8964.181	3810.147	-1.2277	0.92	0.093	0.427
37	11290.153	6610.509	-0.7637	0.85	0.128	0.589
38	1023.76	1930.26	0.9222	0.92	0.412	1.895
39	10030.323	7190.71	-0.4719	0.9	0.157	0.721
40	5276.73	1348.515	-1.9602	0.94	0.056	0.257
41	4259.145	628.361	-2.7563	0.77	0.032	0.148
42	15536.912	749.86	-4.3511	0.72	0.011	0.049
43	0.671	62.949	6.5590	0.01	20.505	94.291
44	0.898	49.173	5.7833	0.01	11.976	55.073
45	4118.94	29335.773	2.8400	0.87	1.557	7.16
46	6856.866	3521.678	-0.9546	0.93	0.112	0.516
47	9945.006	12133.885	0.2951	0.88	0.267	1.227
48	6320.192	5365.092	-0.2294	0.92	0.186	0.853
49	11111.683	4853.67	-1.1877	0.86	0.095	0.439
50	6693.6	741.968	-3.1714	0.86	0.024	0.111
51	1388.06	3461.525	1.3260	0.81	0.545	2.507
52	5498.47	3928.459	-0.4779	0.8	0.156	0.718
53	13154.05	1497.516	-3.1329	0.88	0.025	0.114
54	8811.577	2777.848	-1.6574	0.94	0.069	0.317
55	2832.813	6509.805	1.2079	0.82	0.502	2.31
56	3081.675	1449.713	-1.0801	0.88	0.103	0.473
57	6127.596	3677.551	-0.7298	0.91	0.131	0.603
58	4452.239	5953.968	0.4265	0.9	0.292	1.344
59	6564.579	7252.265	0.1519	0.87	0.242	1.111
60	2026.909	15530.638	2.9454	0.86	1.675	7.703
61	11460.785	3877.173	-1.5564	0.92	0.074	0.34
62	3986.329	6285.719	0.6645	0.83	0.345	1.585
63	9003.847	4245.504	-1.0770	0.88	0.103	0.474
64	6326.828	5809.059	-0.1156	0.94	0.201	0.923
65	7254.583	1811.003	-1.9942	0.92	0.055	0.251
66	7270.595	879.95	-3.0350	0.87	0.026	0.122
67	6860.888	6202.627	-0.1376	0.93	0.198	0.909
68	3006.94	300.656	-3.3076	0.49	0.022	0.101
69	3922.046	5848.425	0.5840	0.92	0.326	1.499
70	10689.832	2137.347	-2.3147	0.95	0.044	0.201
71	9448.562	667.631	-3.8160	0.73	0.015	0.071
72	1058.04	2034.709	0.9508	0.9	0.42	1.933
