1	2718.775	2122.176	-0.3529	0.61	0.147	0.783
2	1830.639	247.163	-2.8890	0.49	0.025	0.135
3	752.251	2656.505	1.8250	0.79	0.667	3.543
4	726.045	20193.059	4.8025	0.81	5.251	27.905
5	5044.83	645.732	-2.9658	0.73	0.024	0.128
6	7907.682	1669.103	-2.2379	0.88	0.04	0.212
7	4059.585	1459.645	-1.4699	0.81	0.068	0.361
8	13469.456	970.018	-3.7959	0.85	0.014	0.072
9	2217.84	2054.486	-0.1062	0.65	0.175	0.929
10	6408.859	6502.694	0.0257	0.75	0.192	1.018
11	6822.234	1157.274	-2.5564	0.85	0.032	0.17
12	11444.026	694.867	-4.0350	0.76	0.011	0.061
13	2798.65	2554.529	-0.1266	0.6	0.172	0.916
14	2824.411	489.237	-2.5228	0.68	0.033	0.174
15	3729.96	3856.135	0.0524	0.76	0.195	1.037
16	834.279	11213.309	3.7533	0.86	2.537	13.485
17	2431.71	3476.181	0.5200	0.85	0.27	1.434
18	3149.942	5240.975	0.7390	0.79	0.314	1.669
19	7779.505	918.397	-3.0831	0.65	0.022	0.118
20	299.893	11639.447	5.2832	0.78	7.327	38.941
21	2569.341	4640.867	0.8576	0.84	0.341	1.812
22	4802.05	1934.612	-1.3076	0.88	0.076	0.404
23	2272.758	1320.125	-0.7784	0.84	0.11	0.583
24	5110.666	1831.61	-1.4739	0.86	0.068	0.36
25	6982.91	5717.959	-0.2828	0.55	0.155	0.822
26	6315.499	2584.05	-1.2828	0.86	0.077	0.411
27	2607.747	11924.761	2.1979	0.79	0.863	4.588
28	4094.944	1974.575	-1.0469	0.87	0.091	0.484
29	4843.451	3281.607	-0.5564	0.81	0.128	0.68
30	4973.236	3189.495	-0.6371	0.9	0.121	0.643
31	10869.08	8283.019	-0.3865	0.66	0.144	0.765
32	991.708	24408.465	4.6261	0.72	4.646	24.694
33	5110.796	10479.348	1.0405	0.69	0.387	2.057
34	3767.869	21102.475	2.4903	0.79	1.057	5.619
35	8194.666	7664.038	-0.0923	0.7	0.177	0.938
36	7598.117	2568.274	-1.5606	0.8	0.064	0.339
37	11258.854	6358.744	-0.8186	0.67	0.107	0.567
