262	CPE1881	-1.123309431
263	CPE1861	0.861412902
264	CPE1855	2.919149363
265	PCP01	-0.795414667
266	IGR37	null
267	CPE0689	-0.703559477
268	IGR13	null
269	CPE0949	null
270	CPE0843	-0.945871219
271	CPE0613	-0.306094983
272	CPE0579	-0.421503372
273	CPE0335	2.056461058
274	CPE0272	null
275	CPE0024	null
276	CPE2655	null
289	CPE0695	0.080284798
290	CPE0687	-0.559654289
291	CPE0665	0.575629079
292	CPE0659	0.122915588
293	CPE0310	-1.497222636
294	CPE0303	-0.373421524
295	CPE0282	-2.356191594
296	CPE0276	-0.29451149
297	CPE0254	-1.330713203
298	CPE0248	null
299	CPE0228	1.236293718
300	CPE0222	null
301	CPE1211	0.760752186
302	CPE1205	0.692365173
303	CPE1185	-0.741708769
304	CPE1178	1.085894588
305	CPE1156	0.063287032
306	CPE1150	1.176864639
307	CPE1128	-1.81344865
308	CPE1122	1.177389568
309	CPE0750	-0.397124657
310	CPE0742	-0.318627233
311	CPE0722	2.21887743
312	CPE0715	1.495702738
313	CPE2032	0.658011801
314	CPE2026	-0.231625782
315	CPE2008	-0.258591939
316	CPE2001	-0.664868319
317	CPE1662	-0.059324784
318	CPE1656	0.034888537
319	CPE1636	0.046123465
320	CPE1629	0.157693678
321	CPE1605	1.728206085
322	CPE1597	-0.210915682
323	CPE1576	0.883523901
324	CPE1570	-0.028668819
325	CPE2514	0.887526957
326	CPE2508	-1.045338251
327	CPE2489	-0.83653098
328	CPE2481	-0.828919631
329	CPE2462	1.354475188
330	CPE2456	0.197147779
331	CPE2433	0.335424256
332	CPE2427	0.67204459
333	CPE2085	1.061701351
334	CPE2079	2.780725839
335	CPE2057	-0.014230058
336	CPE2050	-2.709929902
337	PCP37	-0.632970192
338	IGR73	-0.375099133
339	PCP13	-1.870140293
340	IGR49	0.285162929
341	CPE1213	0.528346117
342	CPE1115	1.236169355
343	CPE0675	-1.477524484
344	CPE0359	0.263078222
345	CPE2526	0.483617762
346	CPE2439	1.602426971
347	CPE2240	0.655477598
348	CPE2103	0.276122376
361	CPE0695	0.595360518
362	CPE0687	-0.466883874
363	CPE0665	0.846876268
364	CPE0659	0.270759084
365	CPE0310	-0.030649635
366	CPE0303	-0.507714968
367	CPE0282	-2.367290392
368	CPE0276	0.779432115
369	CPE0254	-1.857607711
370	CPE0248	null
371	CPE0228	null
372	CPE0222	null
373	CPE1211	0.851156881
374	CPE1205	0.895136233
375	CPE1185	-0.419514508
376	CPE1178	0.72802862
377	CPE1156	1.280649952
378	CPE1150	0.288312156
379	CPE1128	null
380	CPE1122	null
381	CPE0750	0.318847525
382	CPE0742	0.080084614
383	CPE0722	0.545491298
384	CPE0715	1.479256663
385	CPE2032	0.885316033
386	CPE2026	0.487827714
387	CPE2008	-0.083698751
388	CPE2001	-0.422064961
389	CPE1662	1.37164931
390	CPE1656	-0.345857653
391	CPE1636	0.594606549
392	CPE1629	0.543868859
393	CPE1605	1.98644649
394	CPE1597	0.303173551
395	CPE1576	0.628338955
396	CPE1570	0.072168888
397	CPE2514	1.162821495
398	CPE2508	-0.017370203
399	CPE2489	-0.694969036
400	CPE2481	-0.063765838
401	CPE2462	0.687541535
402	CPE2456	0.410569434
403	CPE2433	0.683470878
404	CPE2427	0.891051931
405	CPE2085	0.768334848
406	CPE2079	3.043024039
407	CPE2057	0.065192327
408	CPE2050	-3.463912812
409	PCP37	0.768613951
410	IGR73	-0.35040165
411	PCP13	-2.273612225
412	IGR49	0.165842751
413	CPE1213	1.327224097
414	CPE1115	-0.041549789
415	CPE0675	-1.322282494
416	CPE0359	0.884619945
417	CPE2526	0.356785895
418	CPE2439	1.214908287
419	CPE2240	null
420	CPE2103	0.346065523
433	CPE0469	0.177525441
434	CPE0463	-1.298485158
435	CPE0439	-0.219418647
436	CPE0433	0.672803921
437	CPE0096	-0.491313759
438	CPE0089	-0.455542001
439	CPE0067	-4.581270188
440	CPE0059	0.282895382
441	CPE0039	-0.75794946
442	CPE0030	-0.02940982
443	CPE0008	-0.559987133
444	CPE0001	-0.091293348
445	CPE0984	0.077051097
446	CPE0977	-0.056047492
447	CPE0955	-0.932858843
448	CPE0946	-2.375761724
449	CPE0923	0.238689652
450	CPE0916	-0.290913117
451	CPE0897	1.286620841
452	CPE0891	0.063293334
453	CPE0526	0.043316201
454	CPE0520	-0.251464576
455	CPE0499	-0.335555417
456	CPE0490	-1.0023191
457	CPE1819	-0.427605042
458	CPE1813	-0.653426411
459	CPE1795	0.070529169
460	CPE1788	1.047623281
461	CPE1436	-0.518444718
462	CPE1430	0.239389579
463	CPE1410	-0.534996884
464	CPE1404	-0.625854824
465	CPE1381	-0.48860528
466	CPE1375	-1.164737093
467	CPE1357	0.717394425
468	CPE1350	0.749182585
469	CPE2297	-0.234949788
470	CPE2289	1.993448686
471	CPE2271	1.622073242
472	CPE2264	-0.268611024
473	CPE2245	-0.151303595
474	CPE2236	1.34525738
475	CPE2217	-0.331581332
476	CPE2211	-0.999934674
477	CPE1873	0.174192789
478	CPE1867	-0.099903568
479	CPE1849	-0.733088568
480	CPE1843	-1.013997151
481	CPE1387	-0.367767512
482	IGR25	0.190735776
483	CPE0082	0.053973642
484	IGR01	0.385763244
485	CPE0816	-1.934221389
486	CPE0716	0.008232097
487	CPE0492	1.371641536
488	CPE0455	2.811462169
489	CPE0202	3.206150793
490	CPE0083	-0.072494812
491	CPE2649	-3.306726903
492	CPE2643	0.269623183
505	CPE0469	-0.307300131
506	CPE0463	-1.461443197
507	CPE0439	-1.354020727
508	CPE0433	0.908217682
509	CPE0096	-0.806196239
510	CPE0089	-0.088031567
511	CPE0067	-5.751593668
512	CPE0059	2.529121288
513	CPE0039	-2.38543616
514	CPE0030	0.033689827
515	CPE0008	-0.56190094
516	CPE0001	-0.82258291
517	CPE0984	0.729350972
518	CPE0977	-0.372752173
519	CPE0955	-0.255616742
520	CPE0946	-3.627346334
521	CPE0923	0.31078269
522	CPE0916	-0.160872027
523	CPE0897	1.73418495
524	CPE0891	null
525	CPE0526	-0.580736836
526	CPE0520	0.276530214
527	CPE0499	0.459694515
528	CPE0490	-1.595167757
529	CPE1819	-0.452601376
530	CPE1813	-1.30073642
531	CPE1795	0.452145048
532	CPE1788	-0.198714961
533	CPE1436	-1.024259039
534	CPE1430	-0.015644778
535	CPE1410	-0.122434848
536	CPE1404	-0.343955548
537	CPE1381	-1.541182442
538	CPE1375	-0.979014014
539	CPE1357	1.136925727
540	CPE1350	0.770273469
541	CPE2297	-0.70723423
542	CPE2289	1.728944311
543	CPE2271	1.341448801
544	CPE2264	-0.035896501
545	CPE2245	0.398747921
546	CPE2236	1.17016546
547	CPE2217	-0.035314147
548	CPE2211	-0.268380773
549	CPE1873	0.752342176
550	CPE1867	-0.674983554
551	CPE1849	-0.210678502
552	CPE1843	-0.845345846
553	CPE1387	-0.407025207
554	IGR25	1.325437943
555	CPE0082	0.083155462
556	IGR01	0.331840057
557	CPE0816	-1.061616187
558	CPE0716	0.258426234
559	CPE0492	0.869767317
560	CPE0455	3.56197546
561	CPE0202	2.735550714
562	CPE0083	-0.198581449
563	CPE2649	-3.755951719
564	CPE2643	0.697802208
577	CPE0825	-0.322426728
578	CPE0815	-3.645562171
579	CPE0794	-0.055063566
580	CPE0788	-0.356502417
581	CPE0426	-0.111695444
582	CPE0420	-1.322825216
583	CPE0400	0.142648931
584	CPE0394	0.223959275
585	CPE0374	null
586	CPE0368	-0.407206268
587	CPE0348	0.479052964
588	CPE0342	0.362525014
589	CPE1344	0.430227638
590	CPE1338	-1.163301265
591	CPE1316	-3.011970931
592	CPE1307	0.221162304
593	CPE1287	null
594	CPE1280	null
595	CPE1258	0.85494144
596	CPE1249	-1.352348684
597	CPE0885	-1.394623701
598	CPE0879	0.081708983
599	CPE0857	-0.108214834
600	CPE0851	2.20570886
601	CPE2153	-1.609577183
602	CPE2146	null
603	CPE2127	null
604	CPE2121	null
605	CPE1782	-1.528224838
606	CPE1776	-1.199168971
607	CPE1755	1.976900444
608	CPE1749	null
609	CPE1731	-0.370553205
610	CPE1724	2.109457091
611	CPE1701	-0.852080374
612	CPE1695	0.152456772
613	CPE2636	-0.756726245
614	CPE2630	-1.187316407
615	CPE2608	-1.333929368
616	CPE2601	1.068100794
617	CPE2580	0.12913724
618	CPE2574	-0.280650506
619	CPE2555	1.516324819
620	CPE2548	0.190370383
621	CPE2205	-0.441562042
622	CPE2198	1.046115182
623	CPE2179	-1.833323465
624	CPE2173	-0.798743897
625	PCP50	-0.522743771
626	IGR86	-1.482573208
627	PCP26	-1.594074417
628	IGR62	0.217618358
630	PCP61	-0.233044582
631	IGR127	null
632	IGR121	-0.898108557
633	IGR103	-0.344174918
634	IGR97	-0.166855399
635	CPE0867	0.266263611
636	CPE0017	0.766245088
649	CPE0825	-0.461128012
650	CPE0815	-1.272920056
651	CPE0794	-0.168034636
652	CPE0788	-0.536311817
653	CPE0426	0.26404334
654	CPE0420	-0.876533678
655	CPE0400	null
656	CPE0394	-2.373132772
657	CPE0374	null
658	CPE0368	null
659	CPE0348	0.14090642
660	CPE0342	null
661	CPE1344	-0.145761028
662	CPE1338	-0.808369248
663	CPE1316	-0.967102105
664	CPE1307	3.789745877
665	CPE1287	-1.143524213
666	CPE1280	null
667	CPE1258	0.203824615
668	CPE1249	-1.355521619
669	CPE0885	-0.719639287
670	CPE0879	0.196614545
671	CPE0857	-0.413454792
672	CPE0851	-0.009827507
673	CPE2153	-1.020448672
674	CPE2146	-2.556868577
675	CPE2127	0.462148654
676	CPE2121	0.059544691
677	CPE1782	-1.396296896
678	CPE1776	-0.006027309
679	CPE1755	0.249446307
680	CPE1749	0.490915758
681	CPE1731	-0.833271723
682	CPE1724	2.026897871
683	CPE1701	-1.155081233
684	CPE1695	-0.179443342
685	CPE2636	-0.152752904
686	CPE2630	-1.929133417
687	CPE2608	-1.53461375
688	CPE2601	1.618169175
689	CPE2580	0.229061349
690	CPE2574	-0.60439114
691	CPE2555	1.555814722
692	CPE2548	0.510614492
693	CPE2205	0.226794913
694	CPE2198	0.976698504
695	CPE2179	-2.381719418
696	CPE2173	-1.669776509
697	PCP50	null
698	IGR86	null
699	PCP26	null
700	IGR62	null
702	PCP61	-0.586762401
703	IGR127	-0.695622098
704	IGR121	-0.094666341
705	IGR103	0.011888662
706	IGR97	-0.020137875
707	CPE0867	-0.301246452
708	CPE0017	0.21253658
721	CPE0595	-0.132562252
722	CPE0588	0.185605376
723	CPE0568	null
724	CPE0561	null
725	CPE0215	0.082948509
726	CPE0209	-0.713867404
727	CPE0188	1.401999969
728	CPE0182	-0.772223675
729	CPE0164	-0.350775025
730	CPE0157	null
731	CPE0137	-0.501740766
732	CPE0130	-1.571173648
733	CPE1113	0.421317289
734	CPE1103	-0.028526991
735	CPE1083	-0.282189374
736	CPE1076	0.068963478
737	CPE1056	-0.367229311
738	CPE1048	-0.393065037
739	CPE1028	0.367444201
740	CPE1020	0.392220459
741	CPE0653	null
742	CPE0647	-1.766090431
743	CPE0626	0.124456267
744	CPE0619	-0.18192079
745	CPE1941	-0.018984066
746	CPE1935	null
747	CPE1915	-2.413859419
748	CPE1909	-0.910493281
749	CPE1561	-0.565131182
750	CPE1554	0.005635574
751	CPE1534	1.050721505
752	CPE1526	-1.50350326
753	CPE1505	0.870044433
754	CPE1498	1.065085917
755	CPE1476	0.85497384
756	CPE1470	0.765045422
757	CPE2420	-1.966326626
758	CPE2414	-0.733970531
759	CPE2395	-1.068613581
760	CPE2389	-0.591064932
761	CPE2368	0.049391504
762	CPE2360	-0.171871006
763	CPE2340	-2.748169688
764	CPE2333	-1.420899081
765	CPE1994	-1.186214414
766	CPE1988	-1.246938552
767	CPE1969	0.135593924
768	CPE1962	0.400019597
769	PCP02	-0.455929511
770	IGR38	-0.165740466
771	CPE0767	0.868237983
772	IGR14	0.367176031
773	CPE2067	1.285152956
774	CPE1960	0.343169657
775	CPE1711	-0.144423053
776	CPE1679	null
777	CPE1492	-1.410515786
778	CPE1336	-1.216383837
779	CPE1193	-0.56263031
780	CPE1104	-0.806159296
793	CPE0595	-0.469876982
794	CPE0588	0.291734571
795	CPE0568	null
796	CPE0561	-1.087490675
797	CPE0215	null
798	CPE0209	0.583154614
799	CPE0188	null
800	CPE0182	null
801	CPE0164	0.232540192
802	CPE0157	null
803	CPE0137	0.749350452
804	CPE0130	-1.311797541
805	CPE1113	0.466250824
806	CPE1103	0.318017757
807	CPE1083	1.432826937
808	CPE1076	0.059567425
809	CPE1056	0.766779717
810	CPE1048	0.157078279
811	CPE1028	0.701539821
812	CPE1020	null
813	CPE0653	null
814	CPE0647	null
815	CPE0626	0.500992502
816	CPE0619	0.78598559
817	CPE1941	0.481456179
818	CPE1935	-1.612888433
819	CPE1915	null
820	CPE1909	-0.597600804
821	CPE1561	0.015021061
822	CPE1554	-0.34274118
823	CPE1534	1.424197657
824	CPE1526	-0.899292119
825	CPE1505	1.144337012
826	CPE1498	1.72862149
827	CPE1476	-0.261437333
828	CPE1470	1.224093152
829	CPE2420	-1.606826888
830	CPE2414	-0.612134128
831	CPE2395	-0.361079275
832	CPE2389	0.545474496
833	CPE2368	0.688080145
834	CPE2360	0.994341127
835	CPE2340	-2.803534892
836	CPE2333	-0.831050362
837	CPE1994	-0.710359165
838	CPE1988	-0.164817522
839	CPE1969	0.415837569
840	CPE1962	-0.346072987
841	PCP02	0.012726265
842	IGR38	0.522675019
843	CPE0767	0.82925697
844	IGR14	0.786958012
845	CPE2067	0.890937392
846	CPE1960	-0.290470816
847	CPE1711	0.76893695
848	CPE1679	-0.540088194
849	CPE1492	-0.115888498
850	CPE1336	-1.175356914
851	CPE1193	1.713971674
852	CPE1104	-0.111803122
865	CPE0808	-2.439764845
866	CPE0802	null
867	CPE0782	0.837102241
868	CPE0771	0.621349963
869	CPE0414	null
870	CPE0407	2.486729173
871	CPE0387	1.085831096
872	CPE0380	0.869450519
873	CPE0361	1.8373458
874	CPE0354	-0.232907928
875	CPE0336	0.72628828
876	CPE0329	-1.673740313
877	CPE1331	-2.690938573
878	CPE1322	1.572222575
879	CPE1301	1.739578275
880	CPE1294	0.909982586
881	CPE1274	-0.817094734
882	CPE1267	null
883	CPE1241	0.13113723
884	CPE1234	-2.736340394
885	CPE0871	-1.622123763
886	CPE0863	0.13137317
887	CPE0839	1.192541029
888	CPE0832	0.49245644
889	CPE2139	-1.666261239
890	CPE2133	1.933548325
891	CPE2114	0.777790504
892	CPE2108	null
893	CPE1769	null
894	CPE1762	-1.826148106
895	CPE1743	0.892714713
896	CPE1737	1.249503309
897	CPE1718	null
898	CPE1708	0.114180374
899	CPE1688	-0.226947765
900	CPE1681	0.273277011
901	CPE2623	1.516107932
902	CPE2614	null
903	CPE2592	1.113995846
904	CPE2586	-3.884476796
905	CPE2568	2.576622636
906	CPE2561	null
907	CPE2541	0.009721206
908	CPE2535	-0.658365825
909	CPE2191	1.805955735
910	CPE2185	-0.558469837
911	CPE2167	1.32139628
912	CPE2159	-0.389465946
913	PCP38	null
914	IGR74	0.606653586
915	PCP14	-4.313325041
916	IGR50	1.324639965
917	IGR139	-0.71870072
918	IGR133	1.20284925
919	IGR115	0.906488272
920	IGR109	0.418025091
921	CPE2241	null
922	CPE1216	0.168141921
923	CPE2436	-1.69506514
924	CPE1615	-0.605672382
937	CPE0808	-4.117631958
938	CPE0802	-2.559296014
939	CPE0782	1.561248676
940	CPE0771	null
941	CPE0414	null
942	CPE0407	null
943	CPE0387	2.024871658
944	CPE0380	null
945	CPE0361	4.21822758
946	CPE0354	-0.438375534
947	CPE0336	0.605894872
948	CPE0329	-1.254624589
949	CPE1331	-4.025571032
950	CPE1322	null
951	CPE1301	1.782392048
952	CPE1294	0.832893635
953	CPE1274	-0.574028425
954	CPE1267	null
955	CPE1241	1.069731055
956	CPE1234	-2.811448597
957	CPE0871	-0.855081015
958	CPE0863	2.404269991
959	CPE0839	2.396323921
960	CPE0832	0.681155768
961	CPE2139	null
962	CPE2133	null
963	CPE2114	0.423157525
964	CPE2108	0.069575035
965	CPE1769	null
966	CPE1762	-1.036003386
967	CPE1743	2.223811344
968	CPE1737	0.453632857
969	CPE1718	1.638145879
970	CPE1708	-0.037101221
971	CPE1688	null
972	CPE1681	0.185297417
973	CPE2623	0.960219822
974	CPE2614	1.42128719
975	CPE2592	0.668927468
976	CPE2586	-1.371710511
977	CPE2568	3.454143015
978	CPE2561	null
979	CPE2541	1.486306402
980	CPE2535	-0.444913504
981	CPE2191	1.525928945
982	CPE2185	null
983	CPE2167	2.158522263
984	CPE2159	0.714495067
985	PCP38	null
986	IGR74	0.197543235
987	PCP14	-4.502869213
988	IGR50	0.188507812
989	IGR139	0.159331082
990	IGR133	1.69557773
991	IGR115	1.165350313
992	IGR109	1.307209292
993	CPE2241	1.563672257
994	CPE1216	0.495366407
995	CPE2436	-0.051413716
996	CPE1615	-0.909602367
1009	CPE0582	0.790545699
1010	CPE0575	-0.930979783
1011	CPE0555	-0.410381568
1012	CPE0548	1.815838248
1013	CPE0201	-1.052027624
1014	CPE0194	0.027469058
1015	CPE0176	1.292915024
1016	CPE0170	-2.138421931
1017	CPE0151	-0.516476282
1018	CPE0145	-0.072822097
1019	CPE0124	-0.189493548
1020	CPE0114	-2.088933536
1021	CPE1097	1.419074877
1022	CPE1091	0.108600207
1023	CPE1070	0.114512282
1024	CPE1063	-0.319832043
1025	CPE1042	0.390344562
1026	CPE1036	-0.207433959
1027	CPE1012	0.43332099
1028	CPE1005	0.069349914
1029	CPE0640	-1.99044669
1030	CPE0632	-0.333184785
1031	CPE0611	0.455758945
1032	CPE0604	0.217051716
1033	CPE1928	-0.126083032
1034	CPE1922	-0.483799351
1035	CPE1903	-1.039800126
1036	CPE1895	-0.557747152
1037	CPE1548	0.58197394
1038	CPE1540	1.538258924
1039	CPE1519	0.481085265
1040	CPE1513	0.019288842
1041	CPE1490	0.358444988
1042	CPE1483	-0.582578922
1043	CPE1464	-1.786988772
1044	CPE1457	-1.11767326
1045	CPE2408	-0.580332101
1046	CPE2401	-0.181530052
1047	CPE2381	-0.015895413
1048	CPE2374	-0.091711683
1049	CPE2352	-1.967276299
1050	CPE2346	0.303370908
1051	CPE2326	1.340069343
1052	CPE2320	0.9209318
1053	CPE1982	-0.318335735
1054	CPE1976	0.640940079
1055	CPE1955	-1.09236017
1056	CPE1947	0.29264218
1057	CPE1423	-1.983084947
1058	IGR26	-1.834797973
1059	CPE0121	-0.272781265
1060	IGR02	0.392502789
1061	CPE1880	-0.111383031
1062	CPE1824	-0.04950798
1063	CPE1610	-0.340126251
1064	CPE1567	0.008851814
1065	CPE1308	0.520867185
1066	CPE1259	-0.163506253
1067	CPE1030	-0.84538035
1068	CPE0989	0.060008332
1081	CPE0582	0.569720133
1082	CPE0575	-0.685094419
1083	CPE0555	-0.293512972
1084	CPE0548	1.105319918
1085	CPE0201	-0.676765984
1086	CPE0194	0.119616028
1087	CPE0176	1.154475414
1088	CPE0170	-2.347027893
1089	CPE0151	-0.481183448
1090	CPE0145	-0.659716309
1091	CPE0124	-0.362867383
1092	CPE0114	-1.479581618
1093	CPE1097	0.551857481
1094	CPE1091	0.010771408
1095	CPE1070	0.474341286
1096	CPE1063	0.149883248
1097	CPE1042	0.571537989
1098	CPE1036	0.985109669
1099	CPE1012	0.429970411
1100	CPE1005	-0.207196551
1101	CPE0640	-0.545172099
1102	CPE0632	-0.252245133
1103	CPE0611	0.190003872
1104	CPE0604	-0.313605363
1105	CPE1928	-0.362087284
1106	CPE1922	0.729090043
1107	CPE1903	-0.231786993
1108	CPE1895	-1.18541116
1109	CPE1548	0.663435703
1110	CPE1540	1.323204561
1111	CPE1519	0.405161687
1112	CPE1513	-0.686672862
1113	CPE1490	-0.054778018
1114	CPE1483	0.006838377
1115	CPE1464	-1.857104453
1116	CPE1457	-1.110061786
1117	CPE2408	-0.940245171
1118	CPE2401	-0.692067029
1119	CPE2381	-0.600982795
1120	CPE2374	0.384704523
1121	CPE2352	-1.389277603
1122	CPE2346	0.366023529
1123	CPE2326	1.742205186
1124	CPE2320	0.565797825
1125	CPE1982	-0.130632722
1126	CPE1976	0.922392107
1127	CPE1955	-0.037634731
1128	CPE1947	0.296070119
1129	CPE1423	-1.976516932
1130	IGR26	-2.390966368
1131	CPE0121	0.07755032
1132	IGR02	0.318266286
1133	CPE1880	-0.234952234
1134	CPE1824	-0.236836829
1135	CPE1610	1.143914637
1136	CPE1567	0.170232257
1137	CPE1308	0.248166686
1138	CPE1259	0.583427785
1139	CPE1030	-1.227870591
1140	CPE0989	0.981445622
1153	CPE0709	1.633045734
1154	CPE0703	0.133510562
1155	CPE0682	-0.188237755
1156	CPE0676	-0.075187064
1157	CPE0324	-0.842294966
1158	CPE0318	-1.307639368
1159	CPE0297	-0.408212048
1160	CPE0291	-2.155105142
1161	CPE0268	-0.888594952
1162	CPE0261	-1.171249196
1163	CPE0243	-0.020908002
1164	CPE0235	null
1165	CPE1228	0.508883867
1166	CPE1221	null
1167	CPE1200	0.588980269
1168	CPE1194	null
1169	CPE1173	1.552268967
1170	CPE1165	0.540966245
1171	CPE1145	0.893433262
1172	CPE1136	0.659280061
1173	CPE0764	2.950244434
1174	CPE0758	0.274956172
1175	CPE0736	0.43380148
1176	CPE0729	-0.225603492
1177	CPE2045	-0.294113635
1178	CPE2039	0.219352864
1179	CPE2021	-0.549819223
1180	CPE2015	0.747346277
1181	CPE1675	0.36490561
1182	CPE1669	0.446875562
1183	CPE1650	-0.832867364
1184	CPE1643	-0.669292878
1185	CPE1623	0.313941039
1186	CPE1616	-0.040157987
1187	CPE1591	0.94309127
1188	CPE1583	0.802243023
1189	CPE2529	1.221385274
1190	CPE2521	0.53182079
1191	CPE2503	-0.860543447
1192	CPE2496	-2.074055915
1193	CPE2476	-1.109994398
