E100000001	1.176616294	13.21270164	12.03608534
E100000002	2.432671972	11.91620365	9.48353168
E100000003	1.627779186	13.04204697	11.41426778
E100000004	2.096759753	13.16054145	11.0637817
E100000005	0.515713797	9.134209945	8.618496148
E100000006	0.800747369	9.666984298	8.866236929
E100000007	-1.511363333	8.860933302	10.37229664
E100000008	-0.162048162	5.746680719	5.908728881
E100000009	-1.321132567	10.85677227	12.17790484
E100000010	0.661982212	10.37619191	9.714209697
E100000011	0.499142802	10.27497735	9.775834549
E100000012	0.483539691	10.93404987	10.45051018
E100000013	1.524037972	13.86941278	12.34537481
E100000014	1.447380524	11.92280743	10.4754269
E100000015	2.840467335	12.67947125	9.839003915
E100000016	-2.009393326	10.05415974	12.06355307
E100000017	0.800975115	10.51873205	9.717756934
E100000018	1.351280191	15.41170401	14.06042382
E100000019	1.21845802	11.69869938	10.48024136
E100000020	0.905255754	10.76674106	9.86148531
E100000021	0.770457423	9.263684706	8.493227283
E100000022	1.672903123	10.27727542	8.604372297
E100000023	5.416318631	15.13749672	9.721178088
E100000024	-1.616699159	9.733073139	11.3497723
E100000025	1.752339347	12.0969406	10.34460125
E100000026	2.289115535	11.87786874	9.588753203
E100000027	1.973083007	12.25055858	10.27747557
E100000028	0.743533247	11.38890727	10.64537403
E100000029	2.501983521	11.67365512	9.171671596
E100000030	-0.253329725	9.277353211	9.530682936
E100000031	2.123403158	13.87495954	11.75155639
E100000032	2.534726296	14.02194919	11.4872229
E100000033	1.251595339	13.24282897	11.99123363
E100000034	-0.979264384	10.79349288	11.77275726
E100000035	0.447286122	9.975471097	9.528184975
E100000036	-4.380425492	8.305462722	12.68588821
E100000037	-0.298033455	9.096710928	9.394744383
E100000038	-0.008181016	9.219182413	9.227363429
E100000039	-0.030949473	8.569538914	8.600488387
E100000040	0.701235423	9.721347837	9.020112414
E100000041	-0.180620268	9.679789404	9.860409672
E100000042	1.169541307	9.700125673	8.530584367
E100000043	0.188931773	7.94029792	7.751366147
E100000044	0.054668746	9.52741722	9.472748474
E100000045	-0.570119495	8.571985191	9.142104686
E100000046	0.086780234	10.15550904	10.06872881
E100000047	0.032456223	10.79895923	10.766503
E100000048	-4.093147003	11.54268772	15.63583473
E100000049	0.190955444	12.19331782	12.00236238
E100000050	-0.361784031	11.76631503	12.12809906
E100000051	-0.061074228	12.14955794	12.21063217
E100000052	0.821003137	11.47218828	10.65118514
E100000053	-0.102304821	12.88612102	12.98842584
E100000054	-0.922748759	11.92462653	12.84737529
E100000055	0.55888727	10.06763291	9.50874564
E100000056	-1.942134527	11.28611233	13.22824686
E100000057	-4.233346093	9.055543998	13.28889009
E100000058	0.674946247	11.01199051	10.33704426
E100000059	0.806355465	10.53308174	9.726726271
E100000060	0.605188718	11.85764552	11.2524568
E100000061	0.179601531	10.41869572	10.23909418
E100000062	-1.913598535	8.785387634	10.69898617
E100000063	-1.921770795	7.974567179	9.896337973
E100000064	-1.801015146	10.2653451	12.06636025
E100000065	-1.265843057	13.37678717	14.64263022
E100000066	1.487303283	10.32444736	8.837144081
E100000067	1.590657239	10.74459916	9.153941923
E100000068	2.020420293	11.20965227	9.189231982
E100000069	0.262742914	8.663518538	8.400775624
E100000070	-0.564443858	7.369558473	7.934002331
E100000071	2.986912975	13.07456481	10.08765183
E100000072	1.639398328	14.01285337	12.37345504
E100000073	2.802320878	13.26492999	10.46260911
E100000074	3.240780777	12.66696407	9.426183292
E100000075	0.671087952	12.27226111	11.60117316
E100000076	0.665598413	9.574326485	8.908728072
E100000077	0.548000474	11.04038671	10.49238624
E100000078	1.971417705	12.61935136	10.64793366
E100000079	1.160216663	10.0391941	8.878977436
E100000080	0.261811473	11.93843287	11.6766214
E100000081	0.01823656	12.08039791	12.06216135
E100000082	0.010684738	11.70832907	11.69764433
E100000083	2.524678798	13.50294703	10.97826823
E100000084	-0.923432533	10.43761987	11.36105241
E100000085	0.968785784	11.14886512	10.18007934
E100000086	1.604888841	11.76438875	10.15949991
E100000087	-0.362498181	10.91857962	11.2810778
E100000088	0.841113851	12.06270384	11.22158999
E100000089	-0.131200796	11.25584061	11.3870414
E100000090	-0.428967795	10.66288266	11.09185046
E100000091	-0.325324555	11.83446368	12.15978824
E100000092	-0.696047936	11.72117833	12.41722626
E100000093	-0.832129719	11.78035712	12.61248683
E100000094	-1.384793708	12.96721763	14.35201134
E100000095	0.022968963	13.69433735	13.67136839
E100000096	-0.266539654	13.0154534	13.28199306
E100000097	0.593689045	11.41705145	10.82336241
E100000098	1.407937787	11.41938371	10.01144592
E100000099	-0.281103304	9.801386092	10.0824894
E100000100	0.284015207	9.86760747	9.583592263
E100000101	-0.884104161	11.31079999	12.19490415
E100000102	0.40989467	10.67692271	10.26702804
E100000103	0.168583134	10.38405887	10.21547573
E100000104	0.662532849	11.38222439	10.71969154
E100000105	0.028792059	10.77321425	10.74442219
E100000106	-0.372789959	8.517059893	8.889849852
E100000107	-1.997072994	12.06779454	14.06486753
E100000108	0.787189937	10.64273504	9.855545108
E100000109	0.928810976	12.98593477	12.05712379
E100000110	-0.310605944	11.15427451	11.46488045
E100000111	0.680454528	9.76132195	9.080867421
E100000112	-0.182196011	13.99216964	14.17436565
E100000113	1.317397715	12.34782123	11.03042351
E100000114	2.61659389	13.09970813	10.48311424
E100000115	2.161494209	14.48646793	12.32497372
E100000116	2.072520913	14.78819001	12.7156691
E100000117	0.979000628	10.38103492	9.402034293
E100000118	2.027521368	12.42068865	10.39316728
E100000119	-3.580309984	11.02057795	14.60088794
E100000120	1.316209027	13.33036259	12.01415356
E100000121	2.848895903	12.89069701	10.04180111
E100000122	-1.117216961	10.37476413	11.49198109
E100000123	-0.199549617	10.75330375	10.95285336
