1	null	1	1	HI
2	null	1	1	HI
3	null	1	1	HI
4	null	1	1	HI
5	null	1	1	HI
6	-0.291034087	944	1155	HI
7	null	1	1	HI
8	null	1	1	HI
9	null	1	1	HI
10	-0.012022528	239	241	HI
11	null	1	1	HI
12	null	1	1	HI
13	null	1	1	HI
14	null	1	1	HI
15	-0.016582884	173	175	HI
16	null	1	1	HI
17	null	1	1	HI
18	null	1	1	HI
19	null	1	1	HI
20	null	1	1	HI
21	null	1	1	HI
22	null	1	1	HI
23	null	1	1	HI
24	null	1	1	HI
25	null	1	1	HI
26	null	1	1	HI
27	null	1	1	HI
28	null	1	1	HI
29	null	1	1	HI
30	null	1	1	HI
31	null	1	1	HI
32	null	1	1	HI
33	null	1	1	HI
34	0.189717728	422	370	HI
35	null	1	1	HI
36	null	1	1	HI
37	-0.356556588	3713	4754	HI
38	null	1	1	HI
39	null	1	1	HI
40	null	1	1	HI
41	null	1	1	HI
42	null	1	1	HI
43	null	1	1	HI
44	null	1	1	HI
45	null	1	1	HI
46	null	1	1	HI
47	null	1	1	HI
48	null	1	1	HI
49	null	1	1	HI
50	-0.225066556	847	990	HI
51	null	1	1	HI
52	null	1	1	HI
53	null	1	1	HI
54	null	1	1	HI
55	-0.141211378	1731	1909	HI
56	null	1	1	HI
57	null	1	1	HI
58	null	1	1	HI
59	null	1	1	HI
60	null	1	1	HI
61	null	1	1	HI
62	null	1	1	HI
63	null	1	1	HI
64	null	1	1	HI
65	-0.076621282	275	290	HI
66	-0.446765207	13312	18144	HI
67	null	1	1	HI
68	null	1	1	HI
69	null	1	1	HI
70	null	1	1	HI
71	null	1	1	HI
72	null	1	1	HI
73	-0.085807154	359	381	HI
74	null	1	1	HI
75	null	1	1	HI
76	null	1	1	HI
77	null	1	1	HI
78	null	1	1	HI
79	null	1	1	HI
80	null	1	1	HI
81	null	1	1	HI
82	null	1	1	HI
83	null	1	1	HI
84	null	1	1	HI
85	null	1	1	HI
86	null	1	1	HI
87	null	1	1	HI
88	null	1	1	HI
89	null	1	1	HI
90	null	1	1	HI
91	null	1	1	HI
92	null	1	1	HI
93	null	1	1	HI
94	null	1	1	HI
95	null	1	1	HI
96	null	1	1	HI
97	null	1	1	HI
98	null	1	1	HI
99	null	1	1	HI
100	-0.087096474	2780	2953	HI
101	-0.079538765	247	261	HI
102	null	1	1	HI
103	null	1	1	HI
104	null	1	1	HI
105	null	1	1	HI
106	null	1	1	HI
107	-0.021283558	471	478	HI
108	-0.176176016	870	983	HI
109	0.141596278	353	320	HI
110	0.208678487	349	302	HI
111	-0.162592612	4778	5348	LI
112	null	1	1	HI
