aas	-0.699094146	-0.791714786	-0.09262064
aat	-0.972296669	-1.127728072	-0.155431403
abc	2.010499143	1.067627914	-0.942871229
abrB	-0.095593267	-0.024825269	0.070767998
accA	0.689010225	0.510344915	-0.17866531
accB	-1.300163104	-1.273751848	0.026411256
accC	-1.32390534	-1.339106525	-0.015201185
accD	1.792942272	1.575293522	-0.21764875
aceA	-0.859327184	-0.813528845	0.045798339
aceB	-0.607748831	-0.929008954	-0.321260123
aceE	-0.136835809	-0.015208465	0.121627344
aceF	0.290817343	0.259347568	-0.031469775
aceK	-0.724631616	-0.532977001	0.191654615
ackA	2.195004771	0.965509099	-1.229495672
acnA	0.326115608	0.217338855	-0.108776753
acnB	-0.261303808	-0.27759761	-0.016293802
acpD	2.137960536	2.223522794	0.085562258
acpP	-0.037292556	-0.490623383	-0.453330827
acpS	-0.937970543	-1.032486414	-0.094515871
acrA	-1.015292626	-1.707629581	-0.692336955
acrB	0.56020692	0.389242611	-0.170964309
acrD	-0.334790885	-0.30996405	0.024826835
acrE	-0.938567799	-0.881098127	0.057469672
acrF_1	-0.046362043	-0.286043022	-0.239680979
acrF_2	-0.744546933	-0.764002117	-0.019455184
acrR	-0.86978921	-1.026756968	-0.156967758
acs	-0.760349179	-0.525627715	0.234721464
ada	-0.477276857	-0.508056038	-0.030779181
add	2.107529419	2.088256371	-0.019273048
adhC	3.384866539	3.426538369	0.04167183
adhE	3.445483203	3.406145759	-0.039337444
adhP	1.310343344	1.300032038	-0.010311306
adiA	-0.30702272	-0.368098671	-0.061075951
adiY	-0.657337859	-0.808258299	-0.15092044
adk	1.402016813	1.25849834	-0.143518473
aefA	2.048444177	1.986081849	-0.062362328
aer	-0.69348701	-0.618527033	0.074959977
afuA	2.872332852	2.869245862	-0.00308699
afuB	2.971047309	2.945518594	-0.025528715
afuC	3.215201555	3.172002919	-0.043198636
agaB	-1.266137752	-1.414656604	-0.148518852
agaC	-0.835332248	-0.892943896	-0.057611648
agaD	-1.052956693	-1.099211805	-0.046255112
agaI_1	-1.239013303	-1.209354315	0.029658988
agaI_2	-1.155690722	-1.567399342	-0.41170862
agaR	-0.699244252	-0.900849873	-0.201605621
agaS	-0.777815622	-0.5717616	0.206054022
agaV	-1.034725115	-1.1395725	-0.104847385
agaY	-1.259333243	-1.076174953	0.18315829
agaZ	-0.733853569	-0.851104046	-0.117250477
agp	0.787905285	0.468033444	-0.319871841
ahpC	-1.127799738	-1.254967619	-0.127167881
ahpF	0.1089087	0.019276713	-0.089631987
aidB	-1.003060478	-0.990937449	0.012123029
ais	-0.162711496	-0.575033009	-0.412321513
alaS	0.352380397	-0.305370586	-0.657750983
aldA	1.562505706	1.457578755	-0.104926951
aldB	-0.506778691	-0.441456293	0.065322398
aldH	0.752831351	1.025961044	0.273129693
alkA	-1.125707174	-0.857351576	0.268355598
alkB	0.732306028	0.736650488	0.00434446
alr	-0.934810484	-0.8918206	0.042989884
amiA	-0.058788362	-0.118130023	-0.059341661
amiB	-0.123084129	-0.162914025	-0.039829896
amn	1.115185182	0.987694737	-0.127490445
ampC	0.100364098	0.04826454	-0.052099558
ampD	0.408793641	0.386585141	-0.0222085
ampE	0.195599744	0.168003925	-0.027595819
ampG	-1.021359716	-1.053950588	-0.032590872
amtB	-1.608905921	-1.043536709	0.565369212
amyA	-0.173372999	-0.162849469	0.01052353
ansA	0.159551172	0.091883041	-0.067668131
ansB	2.163579126	0.464634024	-1.698945102
ansP	1.92626332	1.805399188	-0.120864132
apaG	-0.155259727	-0.46298168	-0.307721953
apaH	-0.415544518	-0.540239116	-0.124694598
apbA	0.597960341	0.743370343	0.145410002
aphA	-0.381502727	-0.653053989	-0.271551262
appA	1.800577397	1.774665514	-0.025911883
appB	1.012505162	1.055742355	0.043237193
appC	0.64743061	0.574486978	-0.072943632
apt	0.778061512	0.703857652	-0.07420386
aqpZ	-1.044090931	-1.332422025	-0.288331094
araA	-0.05667116	-0.017453434	0.039217726
araB	-0.227041164	-0.140261572	0.086779592
araC	0.537273388	0.681773758	0.14450037
araD	0.154274483	0.171887712	0.017613229
araE	-0.350973174	-0.175730631	0.175242543
araF	-0.242610619	-0.32006824	-0.077457621
araG	0.356710277	0.228081703	-0.128628574
araH_A	0.208641331	0.083006453	-0.125634878
araH_B	-0.481144053	-0.404627353	0.0765167
araJ	-0.532710518	-0.40527115	0.127439368
arcA	-1.583141836	-1.808070195	-0.224928359
arcB	0.879226076	1.147272514	0.268046438
arcC	-0.237664885	-0.39525765	-0.157592765
argA	-0.096748195	0.146922619	0.243670814
argB	-1.347172075	-1.417277769	-0.070105694
argC	-1.276579518	-1.169535763	0.107043755
argD	-1.089214216	-1.034170597	0.055043619
argE	-0.475252073	-0.557145274	-0.081893201
argG	-0.433692618	-0.23691981	0.196772808
argH	-0.558556461	-0.308653086	0.249903375
argI	-0.471738234	-0.22561086	0.246127374
argR	-0.567905826	-0.489041999	0.078863827
argS	0.240732415	-0.057394315	-0.29812673
argT	1.332129575	1.329432601	-0.002696974
aroA	-0.765682465	-0.780026106	-0.014343641
aroB	-0.805048851	-0.645864941	0.15918391
aroC	1.76130581	1.681171538	-0.080134272
aroD	0.905232866	0.974130547	0.068897681
aroE	-0.436007134	-1.100235927	-0.664228793
aroF	-0.57032387	-0.617460993	-0.047137123
aroG	-0.489233979	-0.447576901	0.041657078
aroH	0.922419005	0.799483003	-0.122936002
aroK	-0.149004201	0.19832267	0.347326871
aroL	-1.22858484	-0.778877589	0.449707251
aroM	-0.927129543	-1.11537562	-0.188246077
aroP	-0.194375282	-0.253692223	-0.059316941
arp	-0.892394644	-0.835988248	0.056406396
arsB	-0.973224736	-1.082542968	-0.109318232
arsC	-1.03969068	-1.022391317	0.017299363
arsR	-0.938841791	-1.032172679	-0.093330888
artI	-1.209280942	-1.390572947	-0.181292005
artJ	-1.066125024	-0.976214127	0.089910897
artM	-1.397456016	-1.380851486	0.01660453
artP	-1.293464187	-1.641879551	-0.348415364
artQ	-1.298431978	-1.629740276	-0.331308298
ascB	-0.499476166	-0.438237627	0.061238539
ascF	-0.637795733	-0.593258069	0.044537664
ascG	-0.595528566	-0.960059544	-0.364530978
asd	0.585992489	0.806822701	0.220830212
aslA	-0.280169729	-0.254282	0.025887729
aslB	-0.435354338	-0.173375941	0.261978397
asmA	-1.009620624	-0.776095847	0.233524777
asnA	-0.806911064	-0.245455365	0.561455699
asnB	1.130510615	1.205869527	0.075358912
asnC	-0.417552222	-0.341453802	0.07609842
asnS	-1.0437659	-1.303287643	-0.259521743
aspA	2.548904626	1.518859238	-1.030045388
aspC	-1.143587512	-1.178814786	-0.035227274
aspS	0.541682847	0.36541289	-0.176269957
asr	2.342837071	2.36056051	0.017723439
atpA	0.920701233	0.501479263	-0.41922197
atpB	-0.038482	-0.056607987	-0.018125987
atpC	-0.228947249	-0.093986956	0.134960293
atpD	0.406550215	0.145722755	-0.26082746
atpE	0.18581341	0.051505545	-0.134307865
atpF	0.109639402	0.087928719	-0.021710683
atpG	0.583532016	0.201442242	-0.382089774
