1	2290	2940	478.476746	135.411758	865.389954	232.352417	190.32518	17200	27.642735	0.966025	0.986687	0.992905	2.059272	0.549139	301.388885	131.529419	244.925583	216.041977	187.460449	12600	27.642735	0.960808	0.993057	0.994797	1.395048	0.372013	1434.085693	480.926483	540.363525	340.666168	152.226685	3500	27.642735	0.901279	0.977058	0.990646	4.209651	0.83896	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	343.064988	169.859466	953.15921	0.029046257	0.014778976	0.025953699	1.965376791	1.119156748	0.569436229	0.293445823	0.048890918	-0.244554906
2	2540	2940	370.858093	128.470581	374.781769	216.386093	190.492355	14800	27.642735	0.96654	0.987976	0.993195	1.713872	0.457033	442.842987	102.014709	722.828735	225.080048	186.609512	12100	27.642735	0.953474	0.983665	0.993111	1.967491	0.524664	1177.113647	481.441162	294.7323	329.74588	164.100647	4400	27.642735	0.89237	0.988358	0.990295	3.56976	0.820459	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	242.387512	340.828278	695.672485	0.020522205	0.029654474	0.018942559	0.692044148	1.083391398	1.565494631	-0.1598662	0.034785383	0.194651582
3	2790	2940	343.942871	149.882355	292.073273	264.882446	192.321655	14000	27.642735	0.970768	0.99086	0.995827	1.298474	0.34626	307.801666	92.941177	273.309662	179.237839	187.460449	12100	27.642735	0.959526	0.992561	0.995262	1.717281	0.457942	1189.680908	448.661774	236.214996	348.262909	175.534622	4700	27.642735	0.917878	0.993454	0.989502	3.416043	0.815363	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	194.060516	214.860489	741.019134	0.016430507	0.018694384	0.020177309	0.878900683	0.814306175	0.926505339	-0.056060198	-0.089212272	-0.033152074
4	3040	2940	1057.763672	159.161758	5678.290527	271.351105	191.990341	16500	27.642735	0.973803	0.979126	0.991348	3.898137	0.830455	729.472839	63.64706	3030.446289	142.753082	184.033096	12900	27.642735	0.965155	0.977509	0.996437	5.110032	0.847213	4226.927734	511.588226	11683.29297	350.795013	172.608841	6900	27.642735	0.917004	0.529198	0.991325	12.049566	0.604797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	898.601914	665.825779	3715.339508	0.07608186	0.057931558	0.101165474	1.313305954	0.752053613	0.572641592	0.118365913	-0.123751198	-0.242117111
5	3290	2940	281.597229	121.044121	265.813354	252.815689	190.157852	14400	27.642735	0.965923	0.990318	0.992233	1.113844	0.297025	247.844666	121.779411	213.997467	192.809387	182.295258	10300	27.642735	0.948481	0.994125	0.995193	1.285439	0.342784	1160.291626	428.867645	313.215973	303.003876	158.977386	4800	27.642735	0.889913	0.98661	0.991592	3.829296	0.828453	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	160.553108	126.065255	731.423981	0.013593538	0.01096857	0.019916041	1.239317238	0.682542172	0.550740482	0.09318249	-0.16587051	-0.259053
6	3530	2940	314.524139	144.5	267.780914	292.579651	191.824478	14500	20.013538	0.970802	0.991653	0.990883	1.075003	0.286668	234.220337	53.720589	223.387177	144.389175	188.813965	11800	20.013538	0.960912	0.993355	0.995567	1.622146	0.432572	1146.25293	464.852936	308.601135	393.466553	174.989761	8700	20.013538	0.926244	0.990608	0.989189	2.913216	0.776857	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	170.024139	180.499748	681.399994	0.014395421	0.015704756	0.018553931	0.916628095	0.775869049	0.846438216	-0.037806836	-0.110211573	-0.072404737
7	3780	2930	262.31012	100.352943	247.9207	188.655869	191.990341	15800	14.11759	0.971366	0.992348	0.995407	1.390416	0.370778	299.942871	106.088234	257.042542	237.446533	185.583237	10500	14.11759	0.954002	0.991547	0.994171	1.263202	0.336854	1166.166626	401.705872	290.540894	283.951538	162.932648	6000	14.11759	0.871152	0.991722	0.993027	4.106921	0.836251	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	161.957177	193.854637	764.460754	0.013712416	0.016866726	0.020815604	0.81298622	0.658756589	0.810292442	-0.089916816	-0.181275028	-0.091358212
8	4030	2930	376.440948	167.264709	534.84967	231.140503	190.492355	12700	14.11759	0.970601	0.988037	0.993713	1.628624	0.4343	272.29126	94.558823	225.701202	162.390671	190.32518	10300	14.11759	0.965064	0.994301	0.995285	1.676767	0.447138	1072.915283	439.661774	238.551102	345.191284	171.49881	5900	14.11759	0.92697	0.993828	0.988968	3.108176	0.804235	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	209.176239	177.732437	633.253509	0.017710309	0.015463981	0.017242944	1.145261956	1.027104693	0.896829488	0.058904834	0.011614714	-0.04729012
9	4290	2930	549.797974	201.073532	309.01416	236.823975	181.068848	9900	23.725206	0.941315	0.990898	0.994492	2.321547	0.619079	300.43219	79.455879	364.972534	163.251144	183.860046	11800	23.725206	0.947847	0.992195	0.99543	1.840307	0.490748	1181.323486	455.955872	170.642059	326.742889	161.756226	3400	23.725206	0.864754	0.995323	0.990547	3.615453	0.82192	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	348.724442	220.976311	725.367614	0.029525426	0.019226504	0.019751131	1.535662746	1.494872647	0.973438114	0.186295849	0.174604195	-0.011691654
10	4550	2940	426.078003	221.573532	298.683075	380.297729	191.824478	14100	36.437618	0.966442	0.990761	0.991386	1.12038	0.298768	276.026154	112.058823	256.970581	194.502411	190.492355	15300	36.437618	0.974357	0.992371	0.995399	1.41914	0.378437	1240.058838	480.029419	296.544983	332.599854	179.656982	6800	36.437618	0.933653	0.991013	0.990158	3.728381	0.825431	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	204.504471	163.967331	760.029419	0.017314765	0.014266319	0.020694942	1.213681298	0.836666485	0.689362592	0.08410466	-0.077447627	-0.161552287
