1	2000	2920	14226.01758	238.352936	20992.47461	316.430939	188.476501	28700	3.619547	0.968815	0.501884	0.991058	44.957733	0.573582	1164.71875	450.5	155.632782	338.39566	144.942947	3200	3.619547	0.82076	0.995979	0.989746	3.441884	0.81624	1972.398682	71.970589	2976.969238	145.456863	187.799744	15800	3.619547	0.962559	0.918282	0.995567	13.560025	0.840364	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13987.66464	714.21875	1900.428093	0.839864501	0.017992485	0.055704636	46.67862794	15.07710244	0.322997978	1.669118082	1.178317886	-0.490800196
2	2250	2900	552.801514	262	286.019012	321.959991	187.290573	13100	23.349533	0.960397	0.992378	0.99173	1.716988	0.457864	1184.585327	466.441162	271.090942	378.08432	171.869614	4100	23.349533	0.945608	0.990578	0.990273	3.133125	0.805187	2451.684326	107.838234	2558.603516	242.449112	188.645309	17100	23.349533	0.966528	0.936729	0.993446	10.11216	0.838827	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	290.801514	718.144165	2343.846092	0.017460661	0.018091373	0.068701938	0.965137399	0.254150922	0.263331337	-0.015410855	-0.594908311	-0.579497456
3	2510	2910	522.686279	247.926468	251.465485	330.053192	191.990341	10200	17.572132	0.974683	0.992844	0.99054	1.583643	0.422305	1157.400024	459.117645	224.100754	345.131653	152.435654	3000	17.572132	0.900053	0.993034	0.99054	3.353503	0.813206	696.914063	38.5	937.279053	98.823753	180.187729	12800	17.572132	0.952787	0.968636	0.997131	7.052091	0.854204	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	274.759811	698.282379	658.414063	0.016497465	0.017591018	0.019299186	0.937834584	0.854826991	0.911490156	-0.027873756	-0.068121773	-0.040248017
4	2750	2920	594.869568	882.676453	299.543701	3917.627441	189.319046	13800	3.619547	0.961411	0.990746	0.890472	0.151844	0.040492	1202.675049	589.882324	229.080933	657.327881	171.684311	4000	3.619547	0.908274	0.993607	0.981155	1.829643	0.487905	2021.869507	260	1704.284302	1168.854858	186.779999	18400	3.619547	0.955995	0.949608	0.961212	1.729787	0.461276	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	-287.806885	612.792725	1761.869507	-0.017280854	0.015437377	0.051643259	-1.11941648	-0.334619739	0.298923363			-0.52444014
5	3000	2910	436.375	221.867645	242.474289	286.546295	189.822784	12800	13.384727	0.96448	0.992622	0.992996	1.522878	0.406101	1341.764648	507.014709	189.759567	329.482758	148.843445	1700	13.384727	0.868414	0.994888	0.98954	4.072336	0.791054	1014.509644	65.470589	1395.822754	169.632919	180.187729	10400	13.384727	0.945426	0.961769	0.994637	5.980618	0.854204	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	214.507355	834.749939	949.039055	0.012879713	0.021028887	0.027817877	0.612477177	0.463001309	0.755948673	-0.21291009	-0.334417781	-0.121507691
6	3250	2930	491.07019	210.705887	224.372589	312.691681	186.779999	11400	6.859396	0.952044	0.993492	0.990364	1.570461	0.41879	1429.384644	550.220581	213.268814	330.995728	130.375427	1300	6.859396	0.726065	0.994453	0.989349	4.318438	0.777472	674.707886	63.308823	661.480591	129.089615	187.630173	17800	6.859396	0.957975	0.978836	0.996597	5.226663	0.840672	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	280.364303	879.164063	611.399063	0.016833977	0.022147761	0.0179211	0.760075804	0.939338373	1.235848278	-0.119143093	-0.027177936	0.091965157
7	3490	2910	683.454529	258.573517	294.210999	313.691528	176.97937	5500	15.796266	0.939025	0.991447	0.991562	2.178747	0.580999	1143.888916	434.382355	187.662125	317.082703	173.711777	3600	15.796266	0.940247	0.995392	0.990379	3.607541	0.821669	685.162781	63.39706	815.894287	136.626099	176.43898	12900	15.796266	0.951774	0.976898	0.996185	5.014875	0.857446	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	424.881012	709.506561	621.765721	0.025511226	0.017873776	0.018224964	1.427299208	1.399795728	0.980730403	0.154515025	0.146064664	-0.008450361
8	3740	2910	626.878784	209.073532	299.605682	283.239105	182.12056	9900	15.796266	0.954067	0.989212	0.991776	2.213249	0.5902	1032.745728	383.529419	202.973206	301.09375	178.768906	5900	15.796266	0.940376	0.994675	0.991585	3.429981	0.815837	2125.626465	58.588234	1762.235718	165.670258	182.64415	18200	15.796266	0.956902	0.949173	0.996269	12.830465	0.849738	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	417.805252	649.216309	2067.038231	0.025086375	0.016354954	0.06058825	1.533870135	0.414046866	0.269936063	0.185788592	-0.382950498	-0.56873909
9	3990	2920	425.700012	193.426468	279.192413	314.10144	190.826248	15000	9.136313	0.971849	0.992043	0.991821	1.355295	0.361412	1018.526306	397.705872	174.107727	266.644318	170.194611	3800	9.136313	0.919344	0.993279	0.991898	3.819794	0.828173	511.137939	76.529411	526.775208	208.279907	188.813965	11600	9.136313	0.965188	0.984535	0.991959	2.454091	0.654424	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	232.273544	620.820434	434.608528	0.013946453	0.015639609	0.012739082	0.891739206	1.094776883	1.227687283	-0.049762139	0.039325618	0.089087757
10	4240	2920	505.786163	171.264709	449.328613	226.9478	185.411636	15900	9.136313	0.968218	0.988739	0.994011	2.228645	0.594305	1297.333374	563.426453	290.493591	381.804108	136.808716	2100	9.136313	0.82691	0.990204	0.988777	3.397903	0.804635	1489.167603	40.382355	1816.117554	111.903351	179.834061	17900	9.136313	0.932823	0.947136	0.996552	13.307623	0.854847	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	334.521454	733.906921	1448.785248	0.020085747	0.018488466	0.04246625	1.08639338	0.472981415	0.435368463	0.03598711	-0.325155923	-0.361143034
11	4500	2920	555.595764	168.720581	327.291931	243.248093	187.460449	14100	3.619547	0.964018	0.991722	0.993515	2.28407	0.609085	1216.423096	480.882355	161.82341	332.25769	143.39743	2600	3.619547	0.828716	0.995644	0.988838	3.661083	0.821611	854.598938	56.573528	756.038391	167.198456	185.754669	18700	3.619547	0.963969	0.978546	0.996399	5.111285	0.844082	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	386.875183	735.540741	798.02541	0.023229234	0.018529625	0.023391422	1.253626768	0.993066354	0.792154714	0.098168257	-0.003021732	-0.101189989
