CC2794	1.392866916	P
CC2795	2.331705216	P
CC2792	0.581110175	P
CC2793	-0.120294234	P
CC2798	0.115033243	P
CC2799	2.766595162	P
CC2796	0.644317778	P
CC2797	0.915329676	P
CC2800	0.754459974	P
CC2785	-1.756330919	P
CC2786	-3.058893689	P
CC2783	1.113033665	P
CC2784	-1.590744853	P
CC2789	2.167036722	P
CC2790	1.595503661	P
CC2787	-1.265344567	P
CC2788	-0.657445255	P
CC2791	0.078609835	P
CC2812	-0.02620507	P
CC2813	-0.475936324	P
CC2810	-0.184424571	P
CC2811	-0.780908942	P
CC2816	1.175045486	P
CC2817	0.084064265	P
CC2814	0.129612738	P
CC2815	0.494671612	P
CC2818	-1.171368418	P
CC2803	0.818032475	P
CC2804	0.980390956	P
CC2801	0.155749233	P
CC2802	0.074505436	P
CC2807	-0.054392297	P
CC2808	0.004321606	P
CC2805	0.753604536	P
CC2806	-0.307572802	P
CC2809	1.634128558	P
CC2758	-0.12973393	P
CC2759	-0.15682011	P
CC2756	0.732920382	P
CC2757	-0.011587974	P
CC2762	-0.279283757	P
CC2763	0.336854639	P
CC2760	-3.224317298	P
CC2761	-1.932361283	P
CC2764	0.257010618	P
CC2749	0.374065718	P
CC2750	4.919340082	P
CC2747	2.218161187	P
CC2748	0.029982866	P
CC2753	-0.454031631	P
CC2754	-0.123433941	P
CC2751	0.496717988	P
CC2752	0.626672753	P
CC2755	-0.03209363	P
CC2776	4.873321063	P
CC2777	-0.520769439	P
CC2774	-0.492078535	P
CC2775	0.24610401	P
CC2780	0.482332021	P
CC2781	-0.597277823	P
CC2778	-0.438307279	P
CC2779	1.073134705	P
CC2782	0.250961574	P
CC2767	-1.117161344	P
CC2768	0.168642036	P
CC2765	0.365132593	P
CC2766	2.909965067	P
CC2771	-0.77102743	P
CC2772	-0.722610301	P
CC2769	-0.706041021	P
CC2770	-1.377069649	P
CC2865	-0.234465254	P
CC2866	1.23572706	P
CC2863	-0.98279071	P
CC2864	-2.514573173	P
CC2869	-2.54793177	P
CC2870	1.992768431	P
CC2867	0.548929769	P
CC2868	-0.586405918	P
CC2871	2.311503115	P
CC2856	0.863145543	P
CC2857	0.629473197	P
CC2854	1.8871353	P
CC2855	1.069014678	P
CC2860	-0.033569533	P
CC2861	0.180147861	P
CC2858	-1.190997225	P
CC2859	-0.438307279	P
CC2862	0.081339627	P
CC2883	-0.098505545	P
CC2884	1.018634174	P
CC2881	-0.60164963	P
CC2882	-0.516635639	P
CC2887	1.211635253	P
CC2888	-1.438307279	P
CC2885	1.133563526	P
CC2886	0.515005916	P
CC2889	-0.621488377	P
