CC2794	1.2880632	P
CC2795	2.275603079	P
CC2792	0.630405471	P
CC2793	-0.20756107	P
CC2798	0.182692298	P
CC2799	2.922007507	P
CC2796	0.781569545	P
CC2797	0.919149363	P
CC2800	0.833497337	P
CC2785	-2.077041036	P
CC2786	-2.954557029	P
CC2783	0.768925336	P
CC2784	-1.560642822	P
CC2789	2.270827916	P
CC2790	1.611644543	P
CC2787	-1.258425153	P
CC2788	-0.652901329	P
CC2791	0.121678557	P
CC2812	0.049630768	P
CC2813	-0.450084446	P
CC2810	-0.13289427	P
CC2811	-1.02620507	P
CC2816	1.301002256	P
CC2817	0.25821739	P
CC2814	0.310340121	P
CC2815	0.7031007	P
CC2818	-1.110915901	P
CC2803	0.722466024	P
CC2804	0.925999419	P
CC2801	0.259423152	P
CC2802	-0.015957574	P
CC2807	0.070389328	P
CC2808	0.09895848	P
CC2805	0.764685853	P
CC2806	-0.279283757	P
CC2809	1.690193578	P
CC2758	0.371837617	P
CC2759	0.049630768	P
CC2756	0.534061602	P
CC2757	0.310340121	P
CC2762	-0.543719518	P
CC2763	0.310340121	P
CC2760	-3.023269779	P
CC2761	-1.905088353	P
CC2764	0.313826296	P
CC2749	0.525066592	P
CC2750	4.6622055	P
CC2747	2.121678557	P
CC2748	0.010063683	P
CC2753	-0.390245038	P
CC2754	0.137503524	P
CC2751	0.548929769	P
CC2752	0.759581973	P
CC2755	0.03562391	P
CC2776	4.555816155	P
CC2777	-0.603840511	P
CC2774	-0.275786313	P
CC2775	0.206643224	P
CC2780	0.709290636	P
CC2781	-0.74178261	P
CC2778	-0.231074664	P
CC2779	1.140124224	P
CC2782	0.085424656	P
CC2767	-1.272297327	P
CC2768	0.221567789	P
CC2765	0.266636643	P
CC2766	2.965876614	P
CC2771	-0.77102743	P
CC2772	-0.531156057	P
CC2769	-0.612637459	P
CC2770	-1.224317298	P
CC2865	-0.179514657	P
CC2866	1.347098671	P
CC2863	-1.148800661	P
CC2864	-2.826232932	P
CC2869	-2.465938398	P
CC2870	2.183327706	P
CC2867	0.666302128	P
CC2868	-0.678071905	P
CC2871	2.276496666	P
CC2856	0.733788169	P
CC2857	0.733788169	P
CC2854	1.89917563	P
CC2855	1.183962835	P
CC2860	0.082702589	P
CC2861	-0.139235797	P
CC2858	-1.067938829	P
CC2859	-0.446148032	P
CC2862	-0.045431429	P
CC2883	-0.261880711	P
CC2884	0.931304844	P
CC2881	-0.59946207	P
CC2882	-0.305788392	P
CC2887	1.126972856	P
CC2888	-1.518701058	P
CC2885	1.142740172	P
CC2886	0.498761466	P
CC2889	-0.632628934	P
CC2874	0.620117165	P
CC2875	0.989865623	P
CC2872	1.872237774	P
CC2873	2.234807853	P
CC2878	1.695548468	P
CC2879	2.359240026	P
CC2876	2.99095486	P
CC2877	-1.407363571	P
CC2880	2.388189537	P
CC2829	0.273814245	P
CC2830	1.187134291	P
CC2827	0.457331625	P
CC2828	-1.373327247	P
CC2833	0.486456956	P
CC2834	0.890641244	P
CC2831	1.22342255	P
CC2832	1.589763487	P
CC2835	1.018634174	P
CC2820	-0.720231578	P
CC2821	-0.03209363	P
CC2773	1.183327706	P
CC2819	1.172487516	P
CC2824	-1.457989644	P
CC2825	0.206643224	P
CC2822	-0.336427665	P
CC2823	-1.905088353	P
CC2826	-0.637109357	P
CC2847	-0.390245038	P
CC2848	-0.713118852	P
CC2845	-0.086201035	P
CC2846	2.228664795	P
CC2851	-0.008682243	P
CC2852	2.913990393	P
CC2849	-0.378944497	P
CC2850	0.337996464	P
CC2853	0.934327778	P
CC2838	0.253384236	P
CC2839	-0.209227962	P
CC2836	-0.452056689	P
CC2837	0.456280482	P
CC2842	-0.210896782	P
CC2843	0.494671612	P
CC2840	-2.54793177	P
CC2841	-0.415037499	P
CC2844	0.23511432	P
CC2651	-0.595096878	P
CC2652	-0.623709617	P
CC2649	-1.117161344	P
CC2650	-2.426625474	P
CC2655	2.577489254	P
CC2656	2.510961919	P
CC2653	1.320195821	P
CC2654	-0.365871442	P
CC2657	-1.168122759	P
CC2642	-1.671163536	P
CC2643	-1.214240226	P
CC2640	-0.66428809	P
CC2641	-1.187707155	P
CC2646	-0.562772261	P
CC2647	-2.114035243	P
CC2644	-0.54793177	P
CC2645	-0.852042119	P
CC2648	-0.924125133	P
CC2669	-0.399730246	P
CC2670	-0.189351252	P
CC2667	0.696884091	P
CC2668	0.795766948	P
CC2673	-0.685013515	P
CC2674	-0.426625474	P
CC2671	0.224040274	P
CC2672	0.074505436	P
CC2675	-2.217591435	P
CC2660	1.20851726	P
CC2661	-1.074000581	P
CC2658	0.99566541	P
CC2659	-0.467932448	P
CC2664	-0.069451881	P
CC2665	-0.083141235	P
