1	869	7495	-2.154648285	0.899554635
2	145	3786	-3.262331589	-0.208128669
3	713	5653	-2.070460236	0.983742684
4	83	8654	-4.646936313	-1.592733393
5	631	6186	-2.282738091	0.771464829
6				
7	765	3577	-1.542403905	1.511799015
8	380	10850	-3.351749106	-0.297546186
9	220	7542	-3.534615131	-0.480412211
10	1022	6253	-1.811299857	1.242903063
11	121	4824	-3.685568193	-0.631365273
12	111	12119	-4.692999547	-1.638796627
13	3194	12778	-1.386450892	1.667752028
14	355	10977	-3.431439664	-0.377236744
15	1074	9584	-2.188705045	0.865497875
16	2256	13297	-1.773945112	1.280257808
17	503	5542	-2.399520555	0.654682365
18	1088	9922	-2.210413365	0.843789555
19	33	2892	-4.473196022	-1.418993102
20	125	8568	-4.227475875	-1.173272955
21	738	16651	-3.116281729	-0.062078809
22	106	16544	-5.050339683	-1.996136763
23				
24	10	12534	-7.133615138	-4.079412218
25	227	10634	-3.846861677	-0.792658756
26	4289	818	1.656946548	4.711149468
27	2105	2652	-0.230998605	2.823204315
28	683	9569	-2.639789126	0.414413794
29	64	7592	-4.775967257	-1.721764337
30	693	10214	-2.690484608	0.363718312
31	899	3659	-1.403662131	1.65054079
32	39	6027	-5.040443007	-1.986240087
33	1358	4212	-1.131924565	1.922278355
34	16	6319	-5.978727525	-2.924524604
35	1296	3355	-0.951169172	2.103033748
36	26	7730	-5.694767604	-2.640564683
37	1208	3200	-0.97418471	2.08001821
38	68	6592	-4.574104366	-1.519901446
39	1074	7436	-1.934943074	1.119259846
40	2017	4366	-0.772235999	2.281966921
41	112	10397	-4.530773711	-1.476570791
42	20	6440	-5.774551546	-2.720348625
43	5389	8039	-0.399944858	2.654258062
44	2580	8204	-1.156832441	1.897370479
45	1118	9401	-2.129274692	0.924928228
46	12148	1741	1.942704886	4.996907807
47	9553	2335	1.40884335	4.46304627
48	1439	8636	-1.791991085	1.262211835
49	285	5581	-2.974634071	0.07956885
50	170	5828	-3.53463073	-0.48042781
51	1767	465	1.335001067	4.389203987
52	191	3659	-2.952671737	0.101531183
53	1849	4324	-0.849535947	2.204666973
54	1980	1285	0.432338126	3.486541046
55	191	6559	-3.536320003	-0.482117083
56	158	7328	-3.836862873	-0.782659953
57	69	6082	-4.478982364	-1.424779444
58	132	4136	-3.444682494	-0.390479573
59	142	9138	-4.164369765	-1.110166844
60	533	2648	-1.603038493	1.451164427
61	21	14216	-6.517600932	-3.463398012
62	90	890	-2.291411792	0.762791128
63	19	7378	-5.961818899	-2.907615979
64	75	6271	-4.426202997	-1.372000077
65	411	4775	-2.452556038	0.601646882
66	156	2214	-2.652700106	0.401502814
67	52	18047	-5.849491026	-2.795288106
68	21	9231	-6.085800226	-3.031597306
69	22	8608	-5.969404829	-2.915201909
70	25	13985	-6.326864781	-3.272661861
71	373	16103	-3.765182449	-0.710979529
72	258	8426	-3.486117858	-0.431914937
73	151	7058	-3.844637167	-0.790434247
74	10	979	-4.58394655	-1.529743629
75	10	5200	-6.253828812	-3.199625891
76	81	6188	-4.335918057	-1.281715137
77	260	5637	-3.076425657	-0.022222737
78	172	6337	-3.606666273	-0.552463352
79	2522	4584	-0.597519742	2.456683178
80	1334	4269	-1.16319766	1.89100526
81	547	6899	-2.53468295	0.51951997
82	1041	3751	-1.281840681	1.772362239
83	298	14505	-3.88515521	-0.83095229
84	191	6194	-3.479062932	-0.424860012
85	562	11362	-3.006527883	0.047675037
86	308	8119	-3.27186249	-0.21765957
87	638	14475	-3.121840019	-0.067637099
88	63	8916	-4.952467968	-1.898265048
89	360	14174	-3.673060548	-0.618857628
90	1089	3083	-1.040643305	2.013559615
91	10	2500	-5.521460918	-2.467257998
92	771	8344	-2.381609623	0.672593297
93	580	5454	-2.24107646	0.81312646
94	10	13831	-7.232082636	-4.177879715
95	36	15469	-6.063074362	-3.008871442
96	10	5374	-6.286742696	-3.232539776
97	194	8561	-3.787114126	-0.732911206
98	341	4882	-2.661427774	0.392775146
99	3191	4951	-0.439255229	2.614947691
100	1470	5194	-1.262241712	1.791961208
101	279	3767	-2.602822426	0.451380494
102	274	6130	-3.107821923	-0.053619002
103	35	9530	-5.606851935	-2.552649015
104	385	8456	-3.089388193	-0.035185273
105	230	6933	-3.40596859	-0.35176567
106	134	9433	-4.254129659	-1.199926739
107	892	5482	-1.815759144	1.238443776
108	244	4698	-2.95772394	0.09647898
109	1116	6183	-1.712052727	1.342150194
110	5055	1291	1.364960741	4.419163661
111	9558	2302	1.42360019	4.47780311
112	1177	971	0.192397639	3.246600559
113	3331	2523	0.27782389	3.33202681
114	13779	2783	1.599616211	4.653819132
115	1186	5410	-1.517662792	1.536540128
116	992	3225	-1.178965122	1.875237798
117	188	11098	-4.078078228	-1.023875308
118	84	9845	-4.763902192	-1.709699272
119	344	7159	-3.035483928	0.018718992
120	9700	6216	0.444999272	3.499202193
121	35	5688	-5.09076591	-2.03656299
122	69	1518	-3.091042453	-0.036839533
123	190	5904	-3.436361294	-0.382158374
124	603	4694	-2.05212318	1.00207974
125	481	5002	-2.341725841	0.712477079
126	1340	4121	-1.123426238	1.930776682
127	341	8542	-3.220867974	-0.166665054
128	369	3692	-2.303126952	0.751075969
129	595	11231	-2.937871685	0.116331235
130	836	4917	-1.771825254	1.282377666
131	45	7876	-5.16491295	-2.11071003
132	281	7110	-3.230902853	-0.176699933
133	400	9996	-3.218475745	-0.164272825
134	406	4732	-2.455750065	0.598452855
135	361	9479	-3.267956146	-0.213753226
136	454	9257	-3.015038103	0.039164817
137	787	6173	-2.059711974	0.994490946
138	3227	8324	-0.947589995	2.106612925
139	295	8946	-3.411986428	-0.357783508
140	1099	10520	-2.258877532	0.795325388
141	161	7634	-3.858962868	-0.804759948
142	395	17681	-3.801360131	-0.747157211
143	22	12676	-6.356423267	-3.302220347
144	2327	10572	-1.513629112	1.540573808
145	287	4370	-2.723036072	0.331166848
146	114	3543	-3.436530656	-0.382327736
147	555	4287	-2.044374353	1.009828567
148	53	11913	-5.415093606	-2.360890686
149	640	6624	-2.33698652	0.7172164
150	228	5429	-3.170164605	-0.115961685
151	790	5270	-1.897752696	1.156450224
152				
153	678	2913	-1.457791469	1.596411451
154	1407	7071	-1.614542134	1.439660786
155	873	7104	-2.096477729	0.957725191
156	163	9190	-4.032121015	-0.977918094
157	138	8181	-4.082315986	-1.028113066
158	142	3288	-3.142207699	-0.088004778
159	160	6387	-3.686846138	-0.632643218
160	422	9651	-3.129811502	-0.075608582
161	1515	8462	-1.720170113	1.334032807
162	208	11306	-3.995550758	-0.941347837
163	1917	10168	-1.66848407	1.38571885
164	403	7425	-2.913671402	0.140531518
165	508	12892	-3.233880795	-0.179677875
166	1473	11295	-2.037059012	1.017143908
167	98	17741	-5.198666145	-2.144463225
168	602	19488	-3.477296725	-0.423093805
169	694	3109	-1.49958445	1.554618471
170	1927	9385	-1.583148281	1.47105464
171	857	2163	-0.925813507	2.128389413
172	355	3960	-2.411881515	0.642321405
173	303	7952	-3.267445943	-0.213243023
174	124	3722	-3.401734872	-0.347531951
175	24	6718	-5.63449194	-2.58028902
176	960	2913	-1.110005472	1.944197448
177	220	13561	-4.121325759	-1.067122839
178	279	11148	-3.687803607	-0.633600687
179	57	9315	-5.096330015	-2.042127095
180	10	5887	-6.377916716	-3.323713796
181	699	5202	-2.007147704	1.047055216
182	10	9572	-6.864012356	-3.809809436
183	10	6960	-6.54534966	-3.49114674
184	1149	2345	-0.713393403	2.340809517
185	1090	7163	-1.882751191	1.171451729
186	4642	1109	1.431686599	4.48588952
187	569	4663	-2.103533863	0.950669057
188	10	9585	-6.865369562	-3.811166642
189	21	4764	-5.424320493	-2.370117573
190	9998	7727	0.257664384	3.311867304
191	393	5390	-2.618491052	0.435711868
192	112	10454	-4.536241088	-1.482038168
193	360	4320	-2.48490665	0.56929627
194	30	4730	-5.0604831	-2.00628018
195	206	6342	-3.427073286	-0.372870366
196	16	6969	-6.076638299	-3.022435379
197				
198				
199	27	6089	-5.418402278	-2.364199357
200	41	4937	-4.790941072	-1.736738151
201	146	20725	-4.955489358	-1.901286438
202	789	7678	-2.275348055	0.778854865
203	10	3785	-5.936216073	-2.882013153
204	10	5715		
205	175	11182	-4.157274648	-1.103071728
206	14	2524	-5.194542894	-2.140339974
207	110	13303	-4.795264487	-1.741061567
208	1323	2252	-0.531916825	2.522286095
209	66	8166	-4.81807973	-1.76387681
210	78	8906	-4.737771659	-1.683568739
211				
212	12	2172		
213	66	3068		
214	83	12911	-5.046994332	-1.992791412
215	30	7074	-5.462983988	-2.408781068
216	40	8279		
217	81	1750	-3.072921912	-0.018718992
218	68	10629	-5.051833688	-1.997630768
219	10	2083	-5.338979348	-2.284776428
220	10	814	-4.399375273	-1.345172353
221	129	4390	-3.527272102	-0.473069182
222	33	6145	-5.226886461	-2.17268354
223	1136	3711	-1.183788062	1.870414858
224	363	5530	-2.72354026	0.33066266
225	683	6604	-2.268935945	0.785266975
226	3777	1345	1.032536031	4.086738951
227	647	2410	-1.315035732	1.739167188
228	45	8262	-5.212759478	-2.158556558
229	1991	9441	-1.556424882	1.497778038
230	54	11268	-5.340738082	-2.286535162
231	213	9650	-3.813421029	-0.759218108
232	152	7012	-3.831497725	-0.777294805
233	245	6332	-3.25211321	-0.19791029
234	555	6819	-2.508499999	0.545702921
235	2208	8554	-1.354311881	1.699891039
236	1319	9426	-1.966597955	1.087604965
237	1785	5003	-1.030619317	2.023583603
238	277	1656	-1.788142829	1.266060091
239	115	15036	-4.873270476	-1.819067556
240	564	6645	-2.46656572	0.5876372
241	99	4932	-3.908380014	-0.854177094
242	82	12646	-5.038376991	-1.984174071
243	936	6222	-1.894231201	1.159971719
244	262	2835	-2.381452712	0.672750208
245				
246	68	2842	-3.732755603	-0.678552683
247	156	7127	-3.82178966	-0.76758674
248	265	10709	-3.699109962	-0.644907042
249	499	1813	-1.290132115	1.764070805
250	169	262	-0.438445789	2.615757131
251	281	7920	-3.338791815	-0.284588895
252				
253	70	7788	-4.711844124	-1.657641204
254	367	5414	-2.691381622	0.362821298
255	267	7957	-3.394558665	-0.340355745
256	10	10680	-6.97354302	-3.919340099
257	27	10128	-5.927222278	-2.873019358
258	13	7834	-6.401279157	-3.347076237
259				
260	239	11588	-3.881261807	-0.827058887
261	495	3388	-1.923437293	1.130765627
262	312	6349	-3.013049411	0.041153509
263	325	5548	-2.837367599	0.216835321
