1_2_10	null	null	null	649	989	756	128	133	32	100	100	0	917	1146	756	309	309	42	100	98	0	0.857	1.029	1.022	1.027	1.382	1.014	0.957	52	340	1129	1698	-0.223	521	608	861	837	0
1_2_11	-3.93E-01	8.778702	-0.108376161	549	565	237	126	129	33	100	98	0	772	808	287	316	316	38	100	100	0	0.928	0.892	0.89	0.893	1.447	0.868	0.844	52	420	879	931	-0.108	423	456	439	492	0
1_2_12	-2.30E-01	10.197541	0.178033305	1380	1745	1213	131	134	36	100	100	0	1428	1738	976	324	324	42	100	100	0	1.131	1.141	1.138	1.081	1.345	1.187	0.967	52	420	2353	3028	0.178	1249	1104	1614	1414	0
1_2_13	null	null	null	341	384	219	127	129	34	94	94	0	534	628	289	318	319	40	96	90	0	0.991	0.829	0.849	0.876	1.807	0.777	0.832	52	420	430	567	-0.013	214	216	257	310	0
1_2_14	null	null	null	733	1222	929	126	130	40	100	100	0	1101	1470	992	305	308	38	100	100	0	0.763	0.941	0.938	0.949	1.249	0.94	0.964	32	236	1403	2261	-0.391	607	796	1096	1165	0
1_2_15	-1.48E-01	9.491026	0.210327356	895	1254	1077	121	124	31	100	100	0	962	1294	968	293	292	42	98	98	0	1.157	1.132	1.114	1.152	1.435	1.12	0.97	80	556	1443	2134	0.21	774	669	1133	1001	0
1_2_16	-5.36E-01	10.688746	-0.097002407	1719	1927	1048	123	124	33	100	100	0	2005	1910	974	298	298	38	100	100	0	0.935	1.119	1.135	1.158	1.253	1.111	0.972	32	236	3303	3416	-0.097	1596	1707	1804	1612	0
1_2_17	2.39E-02	9.137889	0.34998695	760	1053	892	124	125	31	96	94	0	786	1166	841	287	288	35	98	98	0	1.275	1.057	1.043	0.977	1.664	1.064	0.962	52	340	1135	1808	0.35	636	499	929	879	0
1_2_18	-1.84E-01	9.968494	0.20861639	1206	1527	1273	129	131	32	96	92	0	1235	1576	1135	303	305	41	98	92	0	1.156	1.098	1.083	0.969	1.713	1.111	0.97	80	543	2009	2671	0.209	1077	932	1398	1273	0
1_2_19	6.60E-03	9.777534	0.38514339	1133	1362	1012	130	131	32	97	97	0	1088	1426	852	320	320	39	98	98	0	1.306	1.114	1.067	1.021	1.467	1.15	0.961	80	545	1771	2338	0.385	1003	768	1232	1106	0
1_2_20	null	null	null	754	843	553	129	131	32	98	98	0	824	921	480	314	312	43	98	98	0	1.225	1.176	1.167	1.146	1.47	1.154	0.894	52	420	1135	1321	0.293	625	510	714	607	0
1_3_1	-3.41E-01	9.131836	-0.015430041	677	1021	786	119	121	30	96	96	0	852	1172	771	288	287	45	100	100	0	0.989	1.02	0.926	0.915	1.698	1.019	0.931	32	170	1122	1786	-0.015	558	564	902	884	0
1_3_2	null	null	null	435	658	521	125	128	33	98	96	0	661	869	551	308	311	40	98	96	0	0.878	0.95	0.87	0.891	1.601	0.949	0.936	52	340	663	1094	-0.187	310	353	533	561	0
1_3_3	null	null	null	125	127	31	124	127	34	15	1	0	363	361	58	314	314	47	50	19	0	0.02	0.064	0.437	0.509	5.065	0.097	0.007	156	860	50	50	-5.615	1	49	3	47	-50
1_3_4	-1.12E-01	8.254176	0.099209604	445	882	905	129	132	35	95	91	0	624	1073	889	329	327	41	98	90	0	1.071	1.012	1.002	0.932	1.776	1.013	0.966	80	506	611	1497	0.099	316	295	753	744	0
1_3_5	-2.97E-01	9.231093	0.038410123	738	964	766	129	132	33	100	100	0	917	1189	877	324	323	41	100	100	0	1.027	0.965	1.019	0.964	1.452	0.916	0.911	52	420	1202	1700	0.038	609	593	835	865	0
1_3_6	-9.50E-02	9.053711	0.222392421	699	1098	1079	125	125	33	100	100	0	804	1227	1053	312	313	41	100	100	0	1.167	1.063	1.051	1.056	1.362	1.041	0.97	80	542	1066	1888	0.222	574	492	973	915	0
1_3_7	-4.19E-01	8.925136	-0.115714835	592	818	600	125	126	32	94	94	0	805	1005	647	299	299	40	92	84	0	0.923	0.982	1.043	1.157	1.752	0.952	0.955	52	327	973	1399	-0.116	467	506	693	706	0
1_3_8	null	null	null	121	127	33	125	129	36	14	4	0	338	339	55	316	317	42	34	16	0	-0.182	0.087	0.532	0.632	3.958	16.694	0.001	156	962	18	25	Error	-4	22	2	23	-50
1_3_9	-1.55E-01	10.193553	0.25223776	1405	1876	1193	127	132	44	100	100	0	1384	1770	1007	311	312	44	100	100	0	1.191	1.199	1.216	1.21	1.221	1.188	0.974	52	420	2351	3208	0.252	1278	1073	1749	1459	0
1_3_10	null	null	null	1180	1785	1583	128	133	42	92	92	0	1185	1634	1225	308	310	49	96	92	0	1.2	1.25	1.265	1.21	1.55	1.276	0.96	52	420	1929	2983	0.262	1052	877	1657	1326	0
1_3_11	8.31E-02	9.929825	0.472676125	1278	1470	1142	129	132	34	98	97	0	1146	1448	920	318	319	39	100	100	0	1.388	1.187	1.206	1.051	1.632	1.212	0.966	80	522	1977	2471	0.473	1149	828	1341	1130	0
1_3_12	-2.39E-01	10.428071	0.183129693	1597	1960	1208	129	131	34	100	100	0	1613	1853	812	320	324	39	100	100	0	1.135	1.194	1.194	1.134	1.237	1.286	0.962	80	592	2761	3364	0.183	1468	1293	1831	1533	0
1_3_13	8.33E-02	10.503075	0.510295701	1860	2687	2397	128	131	33	100	100	0	1531	2304	1824	315	317	42	100	100	0	1.424	1.287	1.291	1.252	1.377	1.306	0.979	80	606	2948	4548	0.51	1732	1216	2559	1989	0
1_3_14	-2.78E-01	14.561827	0.173960279	25815	29248	18801	127	130	32	100	100	0	23080	26177	17910	310	312	42	100	100	0	1.128	1.126	1.14	1.185	1.175	1.095	0.982	80	612	48458	54988	0.174	25688	22770	29121	25867	0
1_3_15	-1.50E-01	9.462902	0.206304478	885	1064	678	127	128	32	100	100	0	953	1122	596	296	296	42	100	98	0	1.154	1.134	1.143	1.098	1.441	1.14	0.953	52	340	1415	1763	0.206	758	657	937	826	0
1_3_16	-7.75E-02	10.662579	0.359542387	1962	2211	1245	126	129	39	100	100	0	1726	2005	1101	295	298	42	100	100	0	1.283	1.219	1.251	1.274	1.259	1.193	0.973	52	340	3267	3795	0.36	1836	1431	2085	1710	0
1_3_17	-7.47E-02	9.860524	0.309782665	1160	1246	780	125	129	36	98	94	0	1127	1311	658	292	294	41	100	100	0	1.24	1.1	1.111	0.901	1.897	1.142	0.937	52	420	1870	2140	0.31	1035	835	1121	1019	0
1_3_18	-1.04E-01	10.290362	0.30930556	1521	1576	821	127	131	32	100	100	0	1435	1593	772	310	308	42	100	100	0	1.239	1.129	1.157	1.166	1.379	1.111	0.944	52	340	2519	2732	0.309	1394	1125	1449	1283	0
1_3_19	null	null	null	869	1083	668	133	133	33	96	96	0	1048	1189	639	322	321	40	96	93	0	1.014	1.096	1.038	1.151	1.41	1.085	0.941	32	236	1462	1817	0.02	736	726	950	867	0
1_3_20	-3.25E-01	9.879258	0.061270143	1085	1347	914	123	127	33	100	100	0	1236	1325	707	314	310	44	100	98	0	1.043	1.211	1.219	1.265	1.394	1.233	0.952	52	340	1884	2235	0.061	962	922	1224	1011	0
1_4_1	null	null	null	243	360	304	119	121	31	81	78	0	634	912	598	297	300	48	100	96	0	0.368	0.392	0.354	0.301	2.496	0.445	0.851	32	176	461	856	-1.442	124	337	241	615	0
1_4_2	-1.28E-01	9.781658	0.250465732	1090	1147	653	130	132	36	100	98	0	1124	1221	550	317	317	44	100	98	0	1.19	1.125	1.136	1.095	1.35	1.149	0.957	52	340	1767	1921	0.25	960	807	1017	904	0
1_4_3	-9.78E-02	9.713644	0.276209795	1048	1462	1284	124	126	32	100	98	0	1081	1486	1090	318	318	46	98	98	0	1.211	1.146	1.103	1.07	1.479	1.165	0.967	80	601	1687	2506	0.276	924	763	1338	1168	0
1_4_4	-2.43E-01	10.4214	0.17872762	1591	1591	775	132	135	40	100	100	0	1611	1678	774	322	323	47	100	100	0	1.132	1.076	1.105	1.078	1.332	1.05	0.956	52	414	2748	2815	0.179	1459	1289	1459	1356	0
1_4_5	8.94E-02	10.228234	0.499047807	1559	1713	878	133	135	34	100	100	0	1334	1405	655	325	325	42	100	100	0	1.413	1.463	1.509	1.515	1.249	1.434	0.963	80	534	2435	2660	0.499	1426	1009	1580	1080	0
1_4_6	-8.19E-02	9.802065	0.298439742	1116	1307	968	126	128	33	97	95	0	1126	1396	918	321	324	41	97	93	0	1.23	1.099	1.101	1.024	1.474	1.079	0.965	80	536	1795	2256	0.298	990	805	1181	1075	0
1_4_7	null	null	null	186	221	110	129	131	33	65	43	0	420	465	157	316	317	41	83	62	0	0.548	0.617	0.636	0.599	2.24	0.614	0.587	80	529	161	241	-0.868	57	104	92	149	-100
1_4_8	-2.91E-01	8.974389	0.01720929	632	762	473	126	130	33	98	96	0	819	905	431	319	320	40	96	96	0	1.012	1.085	1.064	1.081	1.354	1.084	0.89	52	414	1006	1222	0.017	506	500	636	586	0
1_4_9	-6.48E-02	10.770601	0.37880135	2122	2391	1358	130	134	40	100	100	0	1851	2063	883	319	319	42	100	100	0	1.3	1.296	1.241	1.254	1.207	1.366	0.965	80	560	3524	4005	0.379	1992	1532	2261	1744	0
1_4_10	null	null	null	428	562	380	129	130	33	98	96	0	631	771	441	315	314	43	96	92	0	0.946	0.95	0.937	0.973	1.634	0.889	0.878	52	420	615	889	-0.08	299	316	433	456	0
1_4_11	-1.96E-01	11.841142	0.297924388	4197	4456	2372	129	132	35	100	100	0	3629	3758	1698	320	320	40	100	100	0	1.229	1.259	1.257	1.235	1.196	1.299	0.968	80	516	7377	7765	0.298	4068	3309	4327	3438	0
1_4_12	-2.21E-01	11.898555	0.273176053	4324	4874	2840	127	130	32	100	100	0	3793	3940	2118	320	320	38	100	100	0	1.208	1.311	1.299	1.329	1.201	1.327	0.967	80	517	7670	8367	0.273	4197	3473	4747	3620	0
1_4_13	-9.95E-02	10.610099	0.334311819	1880	2252	1624	125	129	34	100	100	0	1712	1963	1151	320	319	42	100	100	0	1.261	1.295	1.271	1.241	1.502	1.35	0.96	52	340	3147	3770	0.334	1755	1392	2127	1643	0
1_4_14	4.04E-02	9.831624	0.422807458	1184	1790	1689	129	132	33	98	95	0	1099	1723	1382	312	313	39	98	97	0	1.341	1.177	1.144	1.067	1.543	1.207	0.973	80	531	1842	3072	0.423	1055	787	1661	1411	0
1_4_15	null	null	null	532	856	763	127	128	32	100	98	0	695	1000	702	311	311	41	100	96	0	1.055	1.058	1.065	0.973	1.637	1.086	0.913	52	340	789	1418	0.077	405	384	729	689	0
1_4_16	-1.97E-01	11.512291	0.286478716	3349	3624	2315	123	125	38	100	100	0	2941	3120	1812	296	300	40	100	100	0	1.22	1.24	1.224	1.243	1.248	1.255	0.976	52	420	5871	6325	0.286	3226	2645	3501	2824	0
1_4_17	-8.97E-02	9.80726	0.290963149	1114	1494	1030	123	125	32	100	100	0	1105	1504	1017	295	294	36	98	98	0	1.223	1.134	1.205	1.208	1.4	1.082	0.966	52	340	1801	2580	0.291	991	810	1371	1209	0
1_4_18	-2.54E-01	11.10927	0.210098654	2506	2846	1395	130	130	31	100	100	0	2370	2428	933	316	315	37	100	100	0	1.157	1.286	1.237	1.259	1.26	1.336	0.959	80	534	4430	4828	0.21	2376	2054	2716	2112	0
1_4_19	-1.40E-01	11.317602	0.334440925	2996	3000	986	130	133	32	100	100	0	2597	2449	717	324	326	40	100	100	0	1.261	1.351	1.345	1.386	1.292	1.357	0.971	80	630	5139	4995	0.334	2866	2273	2870	2125	0
1_4_20	-7.76E-02	10.918941	0.375243909	2335	2210	901	130	133	36	100	100	0	2010	1925	661	310	309	48	100	100	0	1.297	1.288	1.284	1.258	1.324	1.307	0.952	52	332	3905	3695	0.375	2205	1700	2080	1615	0
1_5_1	null	null	null	920	1276	968	127	128	33	96	93	0	1010	1338	793	318	316	40	100	96	0	1.146	1.126	1.084	0.905	2.224	1.175	0.96	32	236	1485	2169	0.197	793	692	1149	1020	0
1_5_2	2.27E-01	12.480572	0.720019354	7465	7187	2829	130	132	35	100	100	0	4775	4499	1701	322	323	43	100	100	0	1.647	1.689	1.691	1.718	1.214	1.693	0.973	80	560	11788	11234	0.72	7335	4453	7057	4177	0
1_5_3	-9.31E-02	11.098652	0.370029739	2623	2692	1429	130	133	34	100	100	0	2254	2389	1014	325	325	45	100	100	0	1.292	1.241	1.249	1.199	1.28	1.291	0.968	80	609	4422	4626	0.37	2493	1929	2562	2064	0
1_5_4	-3.19E-01	10.878846	0.13173259	2101	2325	982	130	134	34	100	100	0	2126	2167	683	327	327	42	100	100	0	1.096	1.193	1.181	1.174	1.178	1.235	0.96	80	540	3770	4035	0.132	1971	1799	2195	1840	0
1_5_5	-1.01E-01	10.446829	0.322852603	1690	2382	1793	129	132	36	100	100	0	1575	2166	1346	327	326	43	100	100	0	1.251	1.225	1.173	1.192	1.194	1.263	0.97	80	610	2809	4092	0.323	1561	1248	2253	1839	0
1_5_6	-2.77E-01	11.026404	0.182478052	2351	2428	831	129	131	33	100	100	0	2286	2253	634	328	329	38	100	100	0	1.135	1.194	1.232	1.185	1.169	1.214	0.97	80	548	4180	4224	0.182	2222	1958	2299	1925	0
1_5_7	-1.36E-01	10.806699	0.309501084	2129	2214	1239	135	137	41	100	100	0	1935	2040	1074	326	328	47	98	96	0	1.239	1.213	1.25	1.306	1.38	1.196	0.965	52	340	3603	3793	0.31	1994	1609	2079	1714	0
1_5_8	-1.13E-01	10.311817	0.30137039	1537	1763	1308	126	133	42	98	96	0	1457	1788	1155	312	318	46	98	98	0	1.232	1.109	1.107	1.039	1.552	1.124	0.968	52	340	2556	3113	0.301	1411	1145	1637	1476	0
1_5_9	null	null	null	972	1266	871	134	138	35	100	100	0	1162	1425	890	303	307	51	100	100	0	0.976	1.009	1.043	0.998	1.271	1.004	0.958	32	236	1697	2254	-0.036	838	859	1132	1122	0
1_5_10	-2.31E-01	11.369798	0.246114022	3007	3080	1122	125	127	32	100	100	0	2736	2595	739	306	305	43	100	100	0	1.186	1.291	1.267	1.274	1.163	1.319	0.966	80	590	5312	5244	0.246	2882	2430	2955	2289	0
1_5_11	null	null	null	169	234	173	125	127	32	56	42	0	369	434	192	314	314	40	55	41	0	0.8	0.908	0.836	0.87	2.416	0.871	0.746	156	867	99	229	-0.322	44	55	109	120	-50
1_5_12	null	null	null	134	140	38	128	130	31	30	8	0	366	369	68	314	315	40	53	33	0	0.115	0.218	0.526	0.557	3.798	0.115	0.013	156	952	58	67	-3.115	6	52	12	55	-50
1_5_13	-3.98E-01	10.748441	0.044445734	1877	2282	1402	130	131	31	100	100	0	1999	2464	1506	305	305	41	100	100	0	1.031	0.997	0.983	1.046	1.267	0.974	0.971	32	236	3441	4311	0.044	1747	1694	2152	2159	0
1_5_14	-1.30E-01	10.364582	0.288406834	1580	1942	1434	123	126	34	100	100	0	1493	2007	1445	300	300	36	98	98	0	1.221	1.066	1.104	1.127	1.422	1.032	0.981	52	340	2650	3526	0.288	1457	1193	1819	1707	0
1_5_15	3.06E-02	10.822697	0.477348252	2265	2402	1318	128	132	33	100	100	0	1842	2157	1016	307	307	39	100	100	0	1.392	1.229	1.213	1.239	1.324	1.26	0.957	52	340	3672	4124	0.477	2137	1535	2274	1850	0
1_5_16	-1.41E-02	11.022525	0.444867406	2553	2489	1256	126	131	41	100	100	0	2089	2081	887	306	310	42	100	100	0	1.361	1.331	1.327	1.261	1.262	1.369	0.964	52	400	4210	4138	0.445	2427	1783	2363	1775	0
1_5_17	null	null	null	133	143	78	124	126	35	21	8	0	316	346	141	296	297	39	37	23	0	0.45	0.38	0.636	0.727	4.541	0.378	0.219	156	990	29	69	-1.152	9	20	19	50	-50
1_5_18	-4.22E-01	10.675935	0.015873333	1772	2069	1474	127	130	31	96	94	0	1938	2053	1334	311	311	40	98	92	0	1.011	1.115	1.113	1.22	1.311	1.116	0.979	52	340	3272	3684	0.016	1645	1627	1942	1742	0
1_5_19	null	null	null	394	434	243	130	131	33	94	90	0	594	668	292	318	321	41	92	88	0	0.957	0.869	0.878	0.949	2.091	0.862	0.871	52	420	540	654	-0.064	264	276	304	350	0
1_5_20	null	null	null	258	284	126	129	129	34	84	73	0	500	549	185	305	303	43	96	88	0	0.662	0.635	0.601	0.582	1.996	0.619	0.666	52	340	324	399	-0.596	129	195	155	244	0
1_6_1	null	null	null	612	644	354	123	126	34	98	96	0	794	820	315	307	308	43	98	94	0	1.004	1.016	0.982	0.966	1.449	1.049	0.89	52	340	976	1034	0.006	489	487	521	513	0
1_6_2	null	null	null	430	1108	2769	127	130	34	98	96	0	618	1206	2179	318	321	42	94	92	0	1.01	1.105	0.93	0.936	1.8	1.258	0.965	52	340	603	1869	0.014	303	300	981	888	0
1_6_3	null	null	null	737	844	481	130	134	36	100	98	0	926	1005	427	321	322	43	98	98	0	1.003	1.044	1.033	1.004	1.313	1.074	0.937	52	420	1212	1398	0.005	607	605	714	684	0
1_6_4	-1.89E-01	10.452623	0.234465254	1653	1741	769	133	134	34	100	100	0	1614	1757	654	322	322	40	100	100	0	1.176	1.121	1.125	1.106	1.218	1.134	0.969	52	420	2812	3043	0.234	1520	1292	1608	1435	0
1_6_5	-1.52E-01	9.693607	0.221048254	1021	1519	1472	127	130	33	100	100	0	1076	1548	1417	309	310	41	92	92	0	1.166	1.123	1.167	1.309	1.718	1.071	0.961	52	420	1661	2631	0.221	894	767	1392	1239	0
1_6_6	-2.24E-01	10.892612	0.227427603	2183	2049	1240	126	127	32	100	100	0	2069	2006	1067	312	314	41	100	100	0	1.171	1.135	1.137	1.114	1.362	1.151	0.969	52	420	3814	3617	0.227	2057	1757	1923	1694	0
1_6_7	-1.75E-01	9.405634	0.176442835	851	961	575	130	132	37	98	96	0	955	1075	512	317	318	43	98	95	0	1.13	1.096	1.077	1.02	1.557	1.11	0.925	80	554	1359	1589	0.176	721	638	831	758	0
1_6_8	null	null	null	5417	7127	5739	129	131	37	100	100	0	5374	6260	4586	312	315	42	100	100	0	1.045	1.177	1.12	1.095	1.246	1.212	0.98	80	630	10350	12946	0.063	5288	5062	6998	5948	0
1_6_9	-5.70E-01	10.328312	-0.153659053	1344	2051	1638	125	127	32	100	100	0	1652	1984	1332	296	296	45	100	100	0	0.899	1.141	1.133	1.149	1.367	1.186	0.964	52	340	2575	3614	-0.154	1219	1356	1926	1688	0
1_6_10	-1.62E-01	10.079223	0.238443109	1300	1502	1105	125	127	33	87	86	0	1290	1512	930	294	294	42	96	92	0	1.18	1.131	1.126	1.024	1.882	1.156	0.968	80	549	2171	2595	0.238	1175	996	1377	1218	0
1_6_11	-1.51E-01	10.596287	0.281920123	1834	1970	1031	127	129	34	100	100	0	1711	1909	846	307	309	41	100	100	0	1.216	1.15	1.187	1.103	1.337	1.178	0.963	52	336	3111	3445	0.282	1707	1404	1843	1602	0
1_6_12	null	null	null	895	1211	935	125	128	32	100	100	0	1058	1385	963	314	316	43	96	93	0	1.035	1.014	1	1.085	1.631	0.993	0.955	32	236	1514	2157	0.05	770	744	1086	1071	0
1_6_13	-3.38E-01	11.206758	0.130577969	2598	2929	1815	125	126	32	98	98	0	2556	2568	1349	297	297	39	100	100	0	1.095	1.235	1.229	1.122	1.53	1.275	0.976	80	548	4732	5075	0.131	2473	2259	2804	2271	0
1_6_14	-4.89E-01	10.375151	-0.070601349	1421	1674	769	125	126	33	100	100	0	1660	1771	711	299	298	38	98	98	0	0.952	1.052	1.068	1.083	1.335	1.061	0.974	52	420	2657	3021	-0.071	1296	1361	1549	1472	0
1_6_15	-3.51E-01	13.120562	0.133271521	9456	11953	9224	129	131	33	100	100	0	8814	9974	7165	310	309	42	100	100	0	1.097	1.224	1.167	1.195	1.315	1.252	0.962	80	615	17831	21488	0.133	9327	8504	11824	9664	0
1_6_16	null	null	null	1670	1743	770	130	132	34	100	100	0	1642	1695	581	309	310	42	100	100	0	1.155	1.164	1.154	1.135	1.216	1.2	0.968	80	541	2873	2999	0.208	1540	1333	1613	1386	0
1_6_17	-5.66E-01	11.882196	-0.07184394	3810	4037	2630	128	129	37	100	100	0	4167	3872	2340	297	299	38	100	100	0	0.951	1.093	1.102	1.089	1.334	1.109	0.979	52	337	7552	7484	-0.072	3682	3870	3909	3575	0
1_6_18	null	null	null	6451	6108	3012	129	132	35	100	100	0	5458	4988	2314	311	312	39	100	100	0	1.228	1.278	1.294	1.271	1.353	1.284	0.973	80	593	11469	10656	0.297	6322	5147	5979	4677	0
1_6_19	-1.52E-01	11.065208	0.30913082	2519	2740	1027	134	136	36	100	100	0	2250	2280	700	325	326	41	100	100	0	1.239	1.333	1.32	1.333	1.192	1.35	0.963	80	600	4310	4561	0.309	2385	1925	2606	1955	0
1_6_20	null	null	null	2798	3054	1092	133	138	43	100	100	0	2508	2542	791	312	315	53	100	100	0	1.214	1.31	1.252	1.315	1.24	1.307	0.963	52	420	4861	5151	0.279	2665	2196	2921	2230	0
1_7_1	null	null	null	5736	6300	3113	124	128	40	100	100	0	5792	6319	3046	302	301	45	100	100	0	1.022	1.026	1.045	1.032	1.237	1.022	0.965	52	420	11102	12193	0.032	5612	5490	6176	6017	0
1_7_2	-1.45E-01	10.780588	0.298821007	2080	2190	1036	129	131	33	100	100	0	1903	1940	700	317	316	44	100	100	0	1.23	1.27	1.237	1.204	1.329	1.321	0.958	80	602	3537	3684	0.299	1951	1586	2061	1623	0
1_7_3	-1.89E-01	12.041252	0.305778498	4815	4842	1255	129	134	36	100	100	0	4121	4158	891	330	329	46	100	100	0	1.236	1.231	1.234	1.218	1.184	1.233	0.97	52	420	8477	8541	0.306	4686	3791	4713	3828	0
1_7_4	-1.76E-03	13.648759	0.471585415	15255	14969	6506	131	135	36	100	100	0	11232	11079	5042	325	324	42	100	100	0	1.387	1.38	1.358	1.407	1.23	1.347	0.963	52	420	26031	25592	0.472	15124	10907	14838	10754	0
