1_1_1	-0.049041134	10.491042	-0.726094859	1424	1472	523	305	312	109	98	98	0	2043	1902	716	192	200	44	100	100	0	0.605	0.682	0.732	0.696	1.472	0.662	0.828	52	332	2970	2877	-0.726	1119	1851	1167	1710	0
1_1_2	0.503458409	9.983737	-0.239101664	1231	1305	529	299	307	102	100	100	0	1280	1435	499	180	182	31	100	100	0	0.847	0.802	0.774	0.744	1.41	0.842	0.85	80	588	2032	2261	-0.239	932	1100	1006	1255	0
1_1_3	0.019050964	10.444025	-0.663170774	1399	1436	677	292	303	104	97	96	0	1925	2141	929	172	174	25	100	100	0	0.631	0.581	0.581	0.527	1.801	0.591	0.796	80	524	2860	3113	-0.663	1107	1753	1144	1969	0
1_1_4	0.271605193	10.240568	-0.433626526	1332	1403	538	291	305	113	100	98	0	1580	1573	584	174	175	27	100	100	0	0.74	0.795	0.782	0.781	1.646	0.808	0.775	80	524	2447	2511	-0.434	1041	1406	1112	1399	0
1_1_5	0.097841833	9.415323	-0.725509079	823	1108	728	292	303	107	96	84	0	1049	1308	773	171	174	28	100	100	0	0.605	0.718	0.624	0.597	2.092	0.802	0.721	52	420	1409	1953	-0.726	531	878	816	1137	0
1_1_6	null	null	null	1235	1342	394	278	297	104	100	100	0	1848	1806	542	169	170	26	100	100	0	0.57	0.65	0.673	0.657	1.556	0.586	0.757	52	415	2636	2701	-0.811	957	1679	1064	1637	0
1_1_7	-0.517494428	10.168652	-1.231965748	1055	1061	276	304	312	107	98	98	0	1935	1764	521	171	175	30	100	100	0	0.426	0.475	0.455	0.469	1.46	0.421	0.743	52	414	2515	2350	-1.232	751	1764	757	1593	0
1_1_8	0.461983229	10.845763	-0.181750437	2050	2020	687	322	331	117	100	100	0	2128	2158	826	168	170	26	100	100	0	0.882	0.853	0.869	0.863	1.351	0.843	0.88	80	615	3688	3688	-0.182	1728	1960	1698	1990	0
1_1_9	null	null	null	496	520	133	304	318	112	75	42	0	572	561	111	166	170	28	100	100	0	0.473	0.547	0.494	0.482	2.322	0.619	0.285	52	414	598	611	-1.08	192	406	216	395	0
1_1_10	null	null	null	1171	1201	360	297	303	99	100	100	0	1398	1400	388	173	177	30	100	100	0	0.713	0.737	0.678	0.717	1.394	0.676	0.731	52	414	2099	2131	-0.487	874	1225	904	1227	0
1_1_11	0.287610835	10.079371	-0.439673232	1228	1271	559	299	306	104	94	93	0	1434	1548	819	174	177	40	98	98	0	0.737	0.707	0.694	0.681	1.947	0.687	0.856	120	714	2189	2346	-0.44	929	1260	972	1374	0
1_1_12	0.153363968	10.470015	-0.526001002	1475	1499	481	293	303	101	100	100	0	1872	1943	496	170	173	30	100	100	0	0.694	0.68	0.677	0.651	1.566	0.688	0.779	80	592	2884	2979	-0.526	1182	1702	1206	1773	0
1_1_13	0.187257945	10.429436	-0.496567385	1449	1603	749	288	298	106	100	97	0	1805	2033	997	167	173	52	100	100	0	0.709	0.705	0.649	0.669	1.625	0.696	0.825	80	540	2799	3181	-0.497	1161	1638	1315	1866	0
1_1_14	0.36066489	10.097745	-0.363731202	1261	1353	432	295	305	102	100	100	0	1414	1480	376	171	173	31	100	100	0	0.777	0.808	0.794	0.773	1.419	0.815	0.796	80	585	2209	2367	-0.364	966	1243	1058	1309	0
1_1_15	0.400047938	9.229155	-0.435855971	825	856	346	309	316	104	95	87	0	876	914	336	178	183	37	100	100	0	0.739	0.743	0.733	0.715	1.969	0.811	0.628	120	704	1214	1283	-0.436	516	698	547	736	0
1_1_16	null	null	null	1047	1048	350	296	311	103	98	90	0	1493	1480	441	190	215	301	98	90	0	0.576	0.583	0.58	0.538	1.753	0.592	0.762	80	527	2054	2042	-0.795	751	1303	752	1290	0
1_1_17	-0.066093163	10.346722	-0.7589919	1303	1329	592	302	310	100	98	92	0	1881	1835	891	187	211	312	96	87	0	0.591	0.623	0.59	0.626	1.787	0.612	0.806	80	482	2695	2675	-0.759	1001	1694	1027	1648	0
1_1_18	null	null	null	964	1074	445	305	316	102	97	90	0	1447	1486	574	193	199	39	100	100	0	0.526	0.595	0.572	0.552	1.603	0.63	0.775	80	532	1913	2062	-0.928	659	1254	769	1293	0
1_1_19	0.25418388	9.745814	-0.528029186	1017	981	364	302	314	105	95	88	0	1220	1205	308	189	195	41	100	100	0	0.694	0.668	0.664	0.597	1.903	0.724	0.7	80	524	1746	1695	-0.528	715	1031	679	1016	0
1_1_20	0.037380225	9.693767	-0.752708331	947	1007	325	309	311	99	98	96	0	1252	1340	480	177	187	46	100	100	0	0.593	0.6	0.603	0.58	1.698	0.563	0.726	52	420	1713	1861	-0.753	638	1075	698	1163	0
1_2_1	-0.102605056	9.518272	-0.915152036	840	942	385	306	316	108	92	86	0	1215	1251	492	208	213	43	100	100	0	0.53	0.61	0.599	0.55	1.781	0.637	0.744	80	518	1541	1679	-0.915	534	1007	636	1043	0
1_2_2	0.116511725	9.43206	-0.705150062	844	891	394	303	312	100	94	85	0	1068	1148	417	186	194	47	100	100	0	0.613	0.611	0.656	0.509	2.324	0.658	0.666	120	627	1423	1550	-0.705	541	882	588	962	0
1_2_3	-0.074184037	9.037528	-0.912654867	682	706	258	299	311	106	87	76	0	894	943	347	173	176	29	100	100	0	0.531	0.529	0.547	0.499	1.989	0.538	0.533	80	572	1104	1177	-0.913	383	721	407	770	0
1_2_4	null	null	null	802	807	276	300	307	109	88	82	0	932	896	349	173	176	31	98	98	0	0.661	0.701	0.681	0.7	2.228	0.721	0.652	80	520	1261	1230	-0.596	502	759	507	723	0
1_2_5	0.183730374	10.42757	-0.500300104	1457	1492	533	299	306	104	100	96	0	1807	1705	535	169	170	27	100	100	0	0.707	0.777	0.735	0.727	1.571	0.79	0.786	52	420	2796	2729	-0.5	1158	1638	1193	1536	0
1_2_6	null	null	null	1517	1472	641	290	298	94	98	96	0	1869	1835	673	164	167	27	100	100	0	0.72	0.707	0.704	0.638	1.717	0.742	0.81	80	512	2932	2853	-0.475	1227	1705	1182	1671	0
1_2_7	-0.326549563	10.304887	-1.024193329	1185	1374	647	298	303	102	100	98	0	1971	2028	808	167	183	119	98	98	0	0.492	0.578	0.555	0.557	1.829	0.572	0.756	80	572	2691	2937	-1.024	887	1804	1076	1861	0
1_2_8	-0.187519003	9.615682	-0.988297137	887	974	403	330	343	126	95	86	0	1266	1288	452	161	164	27	100	100	0	0.504	0.571	0.513	0.483	1.974	0.625	0.68	80	578	1662	1771	-0.988	557	1105	644	1127	0
1_2_9	0.224423522	10.598838	-0.441085935	1664	1710	674	333	354	135	100	100	0	1968	2194	799	161	164	26	100	100	0	0.737	0.677	0.622	0.65	1.482	0.698	0.822	80	514	3138	3410	-0.441	1331	1807	1377	2033	0
1_2_10	-0.072892097	14.490134	-0.461075624	19899	19174	10657	285	297	101	100	100	0	27164	26328	13440	164	166	29	100	100	0	0.726	0.722	0.705	0.709	2.069	0.722	0.847	120	684	46614	45053	-0.461	19614	27000	18889	26164	0
1_2_11	-0.064785782	9.818447	-0.835134756	962	1076	415	286	295	106	98	95	0	1369	1492	595	163	165	26	100	98	0	0.561	0.594	0.544	0.584	1.84	0.588	0.773	80	502	1882	2119	-0.835	676	1206	790	1329	0
1_2_12	0.259634354	10.784181	-0.389059313	1833	1923	677	292	303	105	100	100	0	2183	2289	768	165	167	30	100	100	0	0.764	0.768	0.77	0.744	1.499	0.766	0.842	80	592	3559	3755	-0.389	1541	2018	1631	2124	0
1_2_13	0.393266584	10.225701	-0.313845749	1359	1314	381	285	298	103	98	98	0	1501	1620	530	166	167	25	100	100	0	0.804	0.708	0.721	0.684	1.629	0.695	0.825	80	602	2409	2483	-0.314	1074	1335	1029	1454	0
1_2_14	0.297697647	10.720333	-0.356536845	1775	1795	592	284	293	97	100	100	0	2075	2121	642	166	170	32	100	100	0	0.781	0.773	0.762	0.749	1.407	0.799	0.854	80	534	3400	3466	-0.357	1491	1909	1511	1955	0
1_2_15	null	null	null	999	997	411	293	298	100	96	90	0	1050	1065	457	168	170	31	100	100	0	0.8	0.785	0.856	0.722	1.875	0.754	0.734	52	406	1588	1601	-0.321	706	882	704	897	0
1_2_16	0.140885022	9.859999	-0.622354889	1052	1099	416	303	312	104	98	97	0	1340	1357	473	187	225	307	98	85	0	0.65	0.68	0.69	0.661	1.595	0.705	0.759	80	522	1902	1966	-0.622	749	1153	796	1170	0
1_2_17	null	null	null	359	359	130	304	313	108	33	10	0	270	287	110	189	215	236	5	1	0	0.679	0.561	1.251	1.244	3.983	2.799	0.031	156	907	136	153	-0.558	55	81	55	98	-50
1_2_18	0.336490511	10.3587	-0.355094959	1470	1493	460	309	314	97	100	97	0	1665	1647	538	180	185	43	100	100	0	0.782	0.807	0.795	0.79	1.46	0.803	0.828	80	550	2646	2651	-0.355	1161	1485	1184	1467	0
1_2_19	0.347282622	10.314198	-0.349292994	1428	1389	591	300	311	103	95	92	0	1613	1640	751	176	184	42	100	100	0	0.785	0.744	0.79	0.769	1.667	0.748	0.802	120	628	2565	2553	-0.349	1128	1437	1089	1464	0
1_2_20	-0.099810084	10.80789	-0.746524029	1691	1818	845	307	309	102	100	100	0	2501	2505	924	179	191	54	100	100	0	0.596	0.65	0.623	0.617	1.532	0.66	0.776	80	582	3706	3837	-0.747	1384	2322	1511	2326	0
1_3_1	0.640396729	10.155584	-0.075882259	1416	1410	466	305	313	103	100	100	0	1379	1425	509	208	217	51	100	100	0	0.949	0.908	0.909	0.892	1.628	0.911	0.797	80	510	2282	2322	-0.076	1111	1171	1105	1217	0
1_3_2	0.317272109	10.187444	-0.394679786	1321	1400	688	304	310	100	95	93	0	1529	1664	829	192	205	57	100	96	0	0.761	0.745	0.769	0.723	1.863	0.762	0.844	120	644	2354	2568	-0.395	1017	1337	1096	1472	0
1_3_3	-0.245437229	7.771455	-1.009337865	465	481	151	311	317	107	63	36	0	493	502	113	183	198	63	98	96	0	0.497	0.533	0.6	0.509	2.507	0.822	0.282	52	420	464	489	-1.009	154	310	170	319	0
1_3_4	-0.187903313	9.229572	-1.023790563	718	711	236	297	305	103	91	80	0	1031	991	255	175	184	53	98	98	0	0.492	0.507	0.463	0.476	2.3	0.539	0.575	80	517	1277	1230	-1.024	421	856	414	816	0
1_3_5	0.320051277	10.691937	-0.336749099	1761	1683	548	289	296	101	100	100	0	2024	2104	732	165	167	27	100	100	0	0.792	0.719	0.74	0.706	1.47	0.704	0.861	80	615	3331	3333	-0.337	1472	1859	1394	1939	0
1_3_6	null	null	null	409	420	142	296	368	881	0	0	0	475	462	144	159	187	408	27	0	0	0.358	0.409	0.472	0.378	3.111	0.613	0.244	80	498	429	427	-1.484	113	316	124	303	0
1_3_7	-0.203157283	11.29024	-0.815193309	2176	2518	1475	288	351	782	85	56	0	3483	3557	1741	161	196	377	97	95	0	0.568	0.657	0.663	0.622	1.764	0.824	0.702	120	636	5210	5626	-0.815	1888	3322	2230	3396	0
