1	2360	3380	263.963318	88.058823	228.50589	155.54985	180.89296	10900	44.958641	0.944786	0.993607	0.995598	1.696969	0.452525	404.322754	158.5	317.967377	227.398819	191.49231	18900	44.958641	0.965848	0.990311	0.993614	1.778034	0.474142	1	1	1	1	1	0	1	1	1	1	1	0	1	175.904495	245.822754	0.013235992	0.014196938	-0.0304383	0.932313156
2	2610	3380	246.469391	86.720589	216.601212	191.888321	188.307541	9800	44.958641	0.964075	0.994095	0.994476	1.284442	0.342518	473.10318	198.808823	342.295013	273.371948	191.824478	12600	44.958641	0.971055	0.99025	0.992752	1.730621	0.461499	1	1	1	1	1	0	1	1	1	1	1	0	1	159.748802	274.294357	0.012020352	0.015841251	-0.1198723	0.758800646
3	2860	3380	288.330566	79.882355	239.73201	159.325775	188.138428	12100	44.958641	0.949175	0.993126	0.995728	1.809692	0.482585	492.380005	182.029419	294.361603	271.122101	188.982483	15000	44.958641	0.96757	0.991165	0.990608	1.816082	0.484289	1	1	1	1	1	0	1	1	1	1	1	0	1	208.448211	310.350586	0.015684755	0.017923598	-0.0579473	0.875089671
4	3110	3390	289.12265	82.308823	273.472412	201.399155	183.513474	10600	44.703888	0.953038	0.991669	0.994102	1.43557	0.382819	431.127502	204.529419	343.56015	320.181488	190.492355	14900	44.703888	0.972882	0.988747	0.991646	1.34651	0.359069	1	1	1	1	1	0	1	1	1	1	1	0	1	206.813827	226.598083	0.015561775	0.013086661	0.0752303	1.189132626
5	3360	3390	285.476196	88.838234	284.772064	297.469421	181.068848	10500	44.703888	0.956547	0.990829	0.992546	0.959682	0.255915	418.708038	172.75	291.220062	318.975098	190.826248	13700	44.703888	0.965296	0.990868	0.992027	1.312667	0.350044	1	1	1	1	1	0	1	1	1	1	1	0	1	196.637962	245.958038	0.014796089	0.014204751	0.0177133	1.041629569
6	3600	3380	276.138885	52.617645	271.580414	123.538261	184.205978	10800	54.881886	0.949582	0.99218	0.996849	2.23525	0.596067	351.111115	162.558823	288.878418	277.587158	191.990341	18000	54.881886	0.965051	0.991341	0.992615	1.264868	0.337298	1	1	1	1	1	0	1	1	1	1	1	0	1	223.52124	188.552292	0.01681893	0.010889412	0.1887943	1.544521426
7	3850	3380	339.149536	67.25	499.938873	182.412888	188.813965	10700	54.881886	0.960179	0.989319	0.996666	1.859241	0.495798	354.533722	159.397064	284.882782	326.204102	187.460449	17800	54.881886	0.954568	0.991959	0.988937	1.086846	0.289826	1	1	1	1	1	0	1	1	1	1	1	0	1	271.899536	195.136658	0.020459171	0.011269677	0.2589773	1.815417673
8	4100	3380	270.584167	52.073528	256.545471	120.064819	188.813965	10100	54.881886	0.962112	0.992302	0.997307	2.253651	0.600974	545.794617	168.911758	312.11554	203.593658	186.438858	11200	54.881886	0.96789	0.99128	0.995125	2.680804	0.714881	1	1	1	1	1	0	1	1	1	1	1	0	1	218.510639	376.882859	0.016441906	0.021766019	-0.1218273	0.755393349
9	4360	3380	267.736359	69.617645	214.784073	131.905212	184.205978	11000	44.958641	0.94697	0.993378	0.996506	2.029763	0.54127	474.796997	186.985291	298.023773	263.195648	188.476501	13300	44.958641	0.962366	0.990891	0.993233	1.80397	0.481059	1	1	1	1	1	0	1	1	1	1	1	0	1	198.118714	287.811706	0.014907509	0.016621915	-0.0472763	0.896858651
10	4620	3390	286.888885	49.35294	237.311981	129.896255	182.818344	11700	34.751911	0.967839	0.993301	0.995125	2.2086	0.58896	525.71875	181.647064	278.777649	245.116104	188.982483	12800	34.751911	0.957048	0.990891	0.993942	2.144774	0.57194	1	1	1	1	1	0	1	1	1	1	1	0	1	237.535945	344.071686	0.017873471	0.019871084	-0.0460133	0.899471398
11	4880	3400	271.605255	48.838234	296.979523	121.62085	188.476501	11400	28.179983	0.95542	0.989304	0.996483	2.233213	0.595523	397.179779	139.735291	309.972809	248.075729	186.097076	17800	28.179983	0.966394	0.991066	0.993004	1.601042	0.426945	1	1	1	1	1	0	1	1	1	1	1	0	1	222.767021	257.444488	0.016762179	0.014868125	0.0520743	1.127390198
12	5120	3390	262.548065	105.955879	253.857422	194.928574	188.982483	10400	34.751911	0.962821	0.991806	0.99469	1.346894	0.359172	406.382538	174.382355	311.406647	288.760345	190.157852	14900	34.751911	0.964356	0.989082	0.990402	1.407335	0.375289	1	1	1	1	1	0	1	1	1	1	1	0	1	156.592186	232.000183	0.011782831	0.013398647	-0.0558113	0.879404563
13	5360	3390	255.42424	50.85294	223.613327	108.107361	182.818344	9900	44.703888	0.94052	0.993614	0.9972	2.362691	0.630051	343.527924	98.720589	307.773254	199.065125	192.65239	19700	44.703888	0.970748	0.990784	0.993896	1.725706	0.460188	1	1	1	1	1	0	1	1	1	1	1	0	1	204.5713	244.807335	0.015393036	0.014138295	0.0369273	1.088747659
14	5610	3400	261.574463	93.941177	216.872757	278.040588	188.982483	9400	46.643284	0.970374	0.993576	0.989243	0.940778	0.250874	302.372681	106.235291	306.792725	220.052444	193.805511	16100	46.643284	0.976141	0.990753	0.992027	1.374094	0.366425	1	1	1	1	1	0	1	1	1	1	1	0	1	167.633286	196.13739	0.012613622	0.011327472	0.0467073	1.113542563
15	5850	3380	227.485977	117.073532	199.490402	249.879456	184.551254	10700	54.881886	0.95951	0.994568	0.991486	0.910383	0.242769	480.134216	179.058823	345.687775	247.047699	187.290573	14900	54.881886	0.954384	0.987663	0.993202	1.943488	0.518263	1	1	1	1	1	0	1	1	1	1	1	0	1	110.412445	301.075393	0.008308021	0.01738793	-0.3207503	0.477803933
16	6100	3390	252.60228	72.029411	242.689835	132.990509	183.686844	8800	54.673393	0.953227	0.992096	0.996864	1.899401	0.506507	474.52597	158.455887	305.483032	247.555542	188.813965	15400	54.673393	0.958949	0.991402	0.992714	1.916846	0.511159	1	1	1	1	1	0	1	1	1	1	1	0	1	180.572869	316.070083	0.013587266	0.018253914	-0.1282243	0.744348064
17	6360	3400	253.564713	70.852943	245.726212	145.893051	177.876389	8500	46.643284	0.945625	0.99276	0.99604	1.738018	0.463471	397.050629	158.75	301.211975	230.057571	188.645309	15800	46.643284	0.972188	0.991402	0.994278	1.725875	0.460233	1	1	1	1	1	0	1	1	1	1	1	0	1	182.71177	238.300629	0.013748208	0.013762515	-0.0004523	0.998960443
18	6610	3380	248.010208	53.926472	202.492996	132.56723	187.120529	9800	44.958641	0.969329	0.993149	0.996216	1.870826	0.498887	389.746918	106.911766	383.051758	168.95842	191.990341	16200	44.958641	0.973906	0.990448	0.996056	2.306762	0.615137	1	1	1	1	1	0	1	1	1	1	1	0	1	194.083736	282.835152	0.014603895	0.016334506	-0.0486373	0.894051867
19	2380	3630	322.16037	85.558823	586.37616	204.158875	182.64415	10600	25.294168	0.956809	0.993904	0.993935	1.577989	0.420797	351.873505	138.073532	273.89328	238.955902	191.159576	16600	25.294168	0.971424	0.992943	0.9935	1.472546	0.392679	1	1	1	1	1	0	1	1	1	1	1	0	1	236.601547	213.799973	0.017803162	0.012347535	0.1589173	1.441839401
20	2640	3630	275.897644	89.647057	235.915802	166.432251	189.655014	12700	15.781407	0.960125	0.993752	0.995186	1.657717	0.442058	324.369568	159.205887	306.677307	294.197784	189.150833	18400	15.781407	0.966819	0.989426	0.991325	1.102556	0.294015	1	1	1	1	1	0	1	1	1	1	1	0	1	186.250587	165.163681	0.014014487	0.009538656	0.1670903	1.469230895
21	2890	3630	312.078583	70.102943	333.674133	136.317032	185.925949	14000	15.781407	0.95061	0.991745	0.996262	2.289359	0.610496	756.467407	214.294113	1305.296997	293.171844	180.364288	9200	15.781407	0.957048	0.987236	0.991608	2.580287	0.688076	1	1	1	1	1	0	1	1	1	1	1	0	1	241.97564	542.173294	0.018207538	0.031311995	-0.2354603	0.581487631
