1	9.3359	646.24
2	9.3610	657.58
3	9.1807	580.33
4	7.5663	189.53
5	7.5699	190.01
6	6.9113	120.37
7	10.7942	1775.70
8	8.3035	315.93
9	7.4182	171.04
10	8.2492	304.27
11	7.2064	147.69
12	10.5975	1549.42
14	8.3775	332.56
15	8.5268	368.83
17	7.7739	218.87
18	10.0339	1048.34
19	10.3965	1347.87
20	9.7475	859.60
21	9.7564	864.88
24	10.5008	1448.97
25	8.7578	432.88
26	8.2802	310.87
27	7.0110	128.98
28	7.4001	168.91
29	7.5328	185.18
31	7.4774	178.20
36	6.0836	67.82
37	6.2065	73.85
38	7.5736	190.50
39	8.1101	276.31
40	9.0699	537.43
41	8.3828	333.79
42	9.6690	814.06
43	9.6629	810.61
44	7.7020	208.23
45	7.6787	204.89
46	8.1908	292.19
47	8.7758	438.31
48	7.3822	166.83
51	7.5278	184.54
52	7.6581	201.99
53	7.7371	213.36
54	7.6326	198.44
55	7.2754	154.92
56	9.0504	530.22
57	10.0699	1074.87
58	9.9655	999.77
59	7.8948	238.00
61	9.0578	532.93
62	8.7820	440.20
63	9.6147	783.99
64	9.1852	582.12
65	9.0624	534.62
66	9.4049	677.87
67	8.5135	365.43
71	8.6180	392.90
72	9.3162	637.48
73	9.7741	875.61
74	10.1450	1132.23
75	10.6048	1557.23
76	10.8541	1851.07
77	9.4624	705.47
79	7.8197	225.92
82	9.0482	529.41
83	6.0126	64.56
86	8.4839	358.02
88	7.2878	156.26
90	7.2886	156.35
93	5.7293	53.05
94	7.6030	194.42
95	8.2211	298.39
96	9.3386	647.43
97	9.0122	516.35
98	9.8163	901.58
100	8.6153	392.17
102	7.6523	201.18
103	10.1156	1109.41
104	7.0433	131.90
106	7.0961	136.82
108	7.6120	195.63
109	8.0148	258.64
111	7.9898	254.20
112	10.0908	1090.54
113	10.4079	1358.56
114	7.8260	226.91
116	10.9186	1935.71
117	8.7411	427.90
118	8.0469	264.46
119	7.3809	166.68
120	9.1592	571.72
121	7.9509	247.43
122	7.8374	228.71
123	6.7629	108.60
124	7.5892	192.56
126	8.3711	331.09
127	10.8865	1892.99
128	7.7919	221.61
129	7.3045	158.08
130	10.1199	1112.75
131	8.4920	360.04
132	9.5783	764.44
133	11.2078	2365.33
134	8.8942	475.79
135	10.4656	1414.00
136	7.9380	245.23
137	9.3411	648.58
138	8.5009	362.27
139	9.6461	801.22
140	10.4715	1419.83
141	9.7883	884.23
142	9.6498	803.29
143	8.9236	485.59
144	8.4076	339.57
145	8.8681	467.28
146	8.2386	302.05
147	7.8689	233.76
148	7.6873	206.11
150	8.5439	373.23
151	8.4475	349.11
152	6.9713	125.48
153	9.2795	621.46
154	7.9736	251.36
155	8.8784	470.63
156	10.7122	1677.67
157	8.8141	450.10
158	8.8753	469.60
159	9.3064	633.13
160	7.3558	163.80
161	7.6088	195.20
162	9.4598	704.17
163	9.5699	760.00
164	8.7056	417.48
166	7.9670	250.21
167	7.4828	178.87
168	8.2280	299.83
169	8.1753	289.08
170	8.4797	356.98
