647	0.213	822	6	859	56
359	0.054	760.5	8	567	60
327	-0.148	2948	8	1320	60
295	-0.011	1640	7	1021.5	56
263	-0.001	686.5	7	456	56
231	-0.032	923.5	8	564.5	55
199	0.008	2995	10	1887	62
167	-0.056	1970	30	1113.5	81
135	-0.093	2571.5	11	1317	70.5
103	-0.081	692.5	11	393	61
71	-0.000	324	10	237.5	59
39	0.176	550	9	533.5	56
7	-0.027	434	12	287	58.5
583	0.218	390	8	436	70
551	-0.006	837	9	550.5	64
519	-0.011	975	7	625	58.5
487	-0.003	6211	10	3728	65
455	0.185	5228	8	4812	72
423	0.072	798	6	613	54
391	0.128	339	7	312	56
6695	0.175	1197	10	1149.5	72
6407	0.077	2035	201	1514	188.5
6375	0.132	6794	218	5467	212
6343	-0.013	1088	226	704	204
6311	0.025	3705	258	2385.5	198
6279	0.037	1174	154	838	168
6247	-0.062	5261.5	106.5	2798	126
6215	-0.100	1639.5	59.5	872	110
6183	-0.066	14571	89	7375.5	119.5
6151	0.080	4421.5	50	3247	104
6119	-0.051	2622	39	1478.5	93.5
6087	0.055	1183	31	880	89
6055	0.009	1702	32	1138.5	104
6631	0.111	933	17	799.5	86.5
6599	0.121	1960.5	56	1624	104
6567	0.001	2848	88	1775	114
6535	0.003	756	101	497.5	109
6503	0.145	510	97	455	120
6471	-0.015	510	92.5	367	135
6439	-0.010	1187	138	784	166
7367	-0.054	24365.5	48	12541	104
7079	0.033	674.5	159	482	158
7015	0.083	1135.5	226	845.5	183
6983	-0.078	1496	257	820	193.5
6951	0.114	987	245.5	776	200
6919	-0.196	1746	146	764	147
6887	0.055	2566	78.5	1824	127
6855	0.189	1077	36	1077	102
6823	-0.041	1886	35	1122	102
6791	-0.054	2269.5	24	1302	104
7335	0.003	682	12	468	70
6759	-0.015	607.5	20	432	100
6727	0.022	1644.5	44	1125	104
7303	0.040	627	23	474.5	85.5
7271	-0.177	1068.5	80	487	95
7239	-0.012	801.5	88	534	124
7207	-0.026	1398	100.5	864	123
7175	0.032	2014	131	1360.5	135
7143	0.185	978	132	935.5	155
7111	0.362	801.5	119	1099	152
8039	0.005	2962	15	1868	80
7751	0.179	866	137	818	158
7719	0.422	1959.5	224	2973.5	216
7687	0.584	7648	248.5	16781	231
7655	0.025	2849	264	1848	200
7623	-0.095	5070	313	2514	227
7591	-0.021	2664	255.5	1580	195.5
7559	0.026	19563	244.5	12134	218
7527	0.288	3221.5	104	3776	152
7495	0.157	25738.5	163	21381	175
7463	-0.122	3571	67	1699.5	111
8007	-0.097	1609	14	847	72
7431	-0.099	2076	42	1080	99
7399	0.058	2357.5	88	1684	119.5
7975	0.039	651	27.5	495	94
7943	0.010	458	54	342	104
7911	0.065	1588.5	87	1186.5	128
7879	0.034	2468	95	1674.5	129.5
7847	-0.008	11072.5	178	6411	156
7815	0.114	1122	115	928	137
7783	0.017	523	104	387.5	136
8391	0.146	36025.5	315	29080	282
8359	0.049	3735	256	2560	226.5
8327	0.002	2480	266	1553	210
8295	-0.128	856	254	453	192
8263	-0.033	1130	272	672	198
8231	0.059	15313.5	295	10234	230.5
8199	0.072	2190	134	1606	142
8167	-0.015	2307	93	1416	124
8135	-0.000	3133	97	1940	119
8103	0.044	2535	58	1765.5	116
8071	0.071	2097.5	72.5	1566.5	127.5
11751	0.487	250	49	472.5	120
11687	0.188	473.5	106	455	127
11655	0.193	612	133	579.5	142
11559	0.130	858	261	696	221
11527	0.096	1500	329	1168	281.5
12743	-0.021	291	7	216	63
12455	-0.055	1668.5	66	977.5	120
12711	0.031	796.5	14	581	80
12679	0.164	619.5	29	613.5	104
12583	-0.323	1250	58	440	102
12487	0.156	783	59	738	118
1319	-0.047	1600.5	7	929.5	62
1031	-0.045	5726	14	3142	72
999	-0.010	1457.5	12	930	72
967	0.118	230.5	8	220.5	56
935	0.024	1566	11	1064	66
871	-0.060	461	15	296	72
839	0.050	63254.5	310	40444	209.5
807	-0.086	3206.5	30	1659.5	95
775	-0.094	1319	27	724	94
743	0.015	1551	13	1038.5	72
1287	-0.044	7579.5	11	4123	81.5
711	0.102	3837	15	2975	81
679	-0.012	2494	40	1528	88
1255	-0.012	14428	19	8255	94
1223	-0.027	461	11	310	66
1191	0.135	870	11	776	70
1159	-0.256	3162	10	1121	68
1127	-0.093	11746.5	16	5632.5	88
1095	-0.092	6581.5	11	3232	72
1063	-0.172	3134.5	13	1341	77
13031	-0.116	2257	120.5	1128	138
12967	-0.430	7249.5	202.5	1727	160
12935	-0.027	1306.5	186	794	159
12903	0.049	1102	222	770	179
12871	0.096	1372	195	1058.5	168
