E100000001	0.0144	604	243	91	115	1.01
E100000002	-0.3040	202	132	95	110	0.81
E100000003	0.0426	14686	4818	97	117	1.03
E100000004	0.4436	1095	415	96	118	1.36
E100000005	-0.0893	273	149	96	121	0.94
E100000006	0.1763	665	256	93	119	1.13
E100000007	-0.1047	190	140	92	116	0.93
E100000008	-0.3219	36847	8669	96	125	0.8
E100000009	0.4330	32242	15507	96	123	1.35
E100000010	0.4222	207	154	92	121	1.34
E100000011	-0.2863	4070	703	96	127	0.82
E100000012	-0.2863	979	254	92	122	0.82
E100000013	0.5753	29589	11462	97	135	1.49
E100000014	-0.0589	12886	3377	96	127	0.96
E100000015	0.2388	3628	964	95	127	1.18
E100000016		41880	13955	127	179	
E100000017	-0.3219	4550	769	98	127	0.8
E100000018	0.0566	122	127	89	121	1.04
E100000019	-0.2176	260	147	95	126	0.86
E100000020	0.6508	1935	733	101	145	1.57
E100000021	-0.5353	4545	726	97	131	0.69
E100000022	0.0704	4595	916	93	129	1.05
E100000023	-0.2863	661	206	94	126	0.82
E100000024	-0.1047	3287	656	99	123	0.93
E100000025	0.2141	143	133	91	113	1.16
E100000026	-0.6666	199	123	92	117	0.63
E100000027	-0.2176	450	184	96	114	0.86
E100000028	-0.1047	12386	2757	96	128	0.93
E100000029	0.4751	3461	979	92	127	1.39
E100000030	-0.2515	688	222	93	118	0.84
E100000031		65535	33185	116	150	
E100000032		93	115	90	117	
E100000033	-0.1520	2333	605	94	122	0.9
E100000034	0.0144	4396	1008	94	124	1.01
E100000035	-0.4540	21632	3636	94	129	0.73
E100000036	0.9107	103	146	91	124	1.88
E100000037	0.5261	155	148	94	125	1.44
E100000038	-0.1520	1833	441	94	123	0.9
E100000039	0.4542	538	262	96	130	1.37
E100000040	-0.0740	2791	583	96	131	0.95
E100000041	-0.1844	535	191	93	121	0.88
E100000042	-0.3585	274	143	92	123	0.78
E100000043	-0.0291	325	171	95	126	0.98
E100000044	0.2987	5604	1607	103	141	1.23
E100000045	0.0286	1015	317	94	125	1.02
E100000046	0.6229	750	316	94	127	1.54
E100000047	0.8156	1418	541	98	115	1.76
E100000048	-0.0589	4148	873	89	116	0.96
E100000049	-0.1844	5311	1126	96	118	0.88
E100000050	-0.2345	304	157	94	124	0.85
E100000051	-0.0145	2020	581	95	118	0.99
E100000052	0.3561	151	136	98	124	1.28
E100000053	-0.3771	19811	3487	98	126	0.77
E100000054	0.0000	458	192	93	119	1
E100000055	-0.1203	1373	367	91	121	0.92
E100000056	-0.5353	4064	791	93	124	0.69
E100000057		129	108	94	115	
E100000058	-0.7131	7217	1005	95	129	0.61
E100000059	-0.3959	565	181	97	132	0.76
E100000060	0.7908	98	141	93	129	1.73
E100000061		110	147	91	113	
E100000062	-0.1203	6201	1346	96	130	0.92
E100000063	0.1243	542	229	95	126	1.09
E100000064	0.1890	1234	367	94	132	1.14
E100000065	0.1506	15280	3243	101	123	1.11
E100000066	0.7049	165	165	91	127	1.63
E100000067	0.1506	11006	2861	118	154	1.11
E100000068		527	246	98	141	
E100000069		170	120	91	122	
E100000070	0.0286	391	175	93	124	1.02
E100000071	1.1890	380	264	95	120	2.28
E100000072	0.0841	108	127	92	122	1.06
E100000073	0.1243	962	333	95	117	1.09
E100000074	0.3561	185	148	92	120	1.28
E100000075		123	185	91	116	
E100000076	-0.2688	340	153	93	122	0.83
E100000077	1.1375	45869	28645	104	139	2.2
E100000078	0.3674	2769	751	93	114	1.29
E100000079	0.3103	431	226	94	122	1.24
E100000080	-0.3771	773	235	96	129	0.77
E100000081	0.0426	2276	667	93	126	1.03
E100000082	-0.3040	1031	277	93	125	0.81
E100000083	0.0286	2046	530	94	128	1.02
E100000084	0.7991	97	141	89	121	1.74
E100000085	-0.6666	336	147	98	124	0.63
E100000086	-0.0893	2402	571	102	135	0.94
E100000087	1.5607	118	165	94	121	2.95
E100000088	-0.3040	2536	474	95	125	0.81
E100000089	-0.0439	218	135	95	114	0.97
E100000090	0.2016	780	271	93	126	1.15
E100000091	0.5945	3678	1240	101	146	1.51
E100000092	0.1635	1929	550	97	133	1.12
E100000093	0.0286	2510	610	93	115	1.02
E100000094	0.1890	60781	21972	104	143	1.14
E100000095	-0.5778	673	187	98	117	0.67
E100000096	0.0704	7371	2041	94	113	1.05
E100000097	-0.1361	1799	531	96	119	0.91
E100000098	0.0286	341	171	93	114	1.02
E100000099	0.6041	101	129	95	113	1.52
E100000100	-0.7612	36868	6347	99	127	0.59
E100000101	-0.2345	22754	5208	98	112	0.85
E100000102	0.7312	107	141	93	123	1.66
E100000103	0.0000	1599	518	95	127	1
E100000104	0.1635	1276	431	97	129	1.12
E100000105	0.1375	1259	381	93	126	1.1
E100000106	-0.3219	242	138	93	125	0.8
E100000107	-0.0145	654	231	95	121	0.99
E100000108	-0.4540	408	164	94	135	0.73
E100000109	-0.2515	47248	10796	104	147	0.84
E100000110	0.4005	12925	4464	100	130	1.32
E100000111	0.4436	121	132	94	122	1.36
E100000112		64437	65535	111	174	
E100000113	0.1110	57220	16339	101	129	1.08
E100000114	0.0000	4175	987	95	126	1
E100000115	-0.3040	2574	547	92	126	0.81
E100000116	-0.3401	297	155	99	131	0.79
E100000117	-0.0740	1328	335	97	125	0.95
E100000118	-0.0291	845	238	91	117	0.98
E100000119	-0.2515	48320	11992	97	116	0.84
E100000120	-0.2688	1296	354	94	122	0.83
E100000121	0.3334	1071	447	94	122	1.26
E100000122	-0.1203	1197	354	94	118	0.92
E100000123	-0.3771	1265	299	95	121	0.77
E100000124	-0.3040	412	167	92	119	0.81
E100000125	-0.0291	5081	1157	91	108	0.98
E100000126	0.0000	568	238	91	119	1
E100000127		2577	587	98	131	
E100000128	-0.0291	470	205	93	122	0.98
E100000129	-0.1361	215	138	94	126	0.91
E100000130	0.0841	130	135	98	130	1.06
E100000131	-0.1361	1782	445	94	122	0.91
E100000132	-0.3401	298	152	92	126	0.79
E100000133	-0.2515	419	180	93	126	0.84
E100000134		165	122	95	127	
E100000135	0.0286	141	129	94	121	1.02
E100000136		744	350	104	129	
E100000137	-0.4941	415	163	93	126	0.71
E100000138		126	123	93	125	
E100000139	0.0976	196	141	93	129	1.07
E100000140	0.0704	224	155	93	129	1.05
E100000141	-0.2009	1072	281	93	132	0.87
E100000142	-1.1844	378	126	93	115	0.44
E100000143	-0.5564	182	121	91	106	0.68
E100000144	-0.1844	628	234	93	117	0.88
E100000145	-0.0439	1351	438	93	117	0.97
E100000146	-0.3959	205	126	93	119	0.76
E100000147	-0.1681	1631	388	99	124	0.89
E100000148	-0.1047	483	186	95	120	0.93
E100000149	0.0426	25475	7227	90	101	1.03
E100000150	-0.3219	472	196	93	123	0.8
E100000151		440	362	94	131	
E100000152	0.3448	204	151	91	122	1.27
E100000153	0.0841	13086	3288	93	128	1.06
E100000154	0.4957	5073	1749	94	135	1.41
E100000155	-0.1047	202	143	94	122	0.93
E100000156	0.2141	1052	345	93	120	1.16
E100000157	0.0000	392	191	92	136	1
E100000158	0.4854	110	136	94	126	1.4
E100000159	0.0144	330	167	98	122	1.01
E100000160	0.2510	339	172	92	124	1.19
E100000161	-0.4941	277	145	90	126	0.71
E100000162	-0.3219	659	203	92	121	0.8
E100000163	0.0704	849	293	92	127	1.05
E100000164	0.1375	1943	549	95	125	1.1
E100000165	1.2928	697	432	93	117	2.45
E100000166	-0.3040	449	160	90	111	0.81
E100000167	-0.1203	803	247	91	108	0.92
E100000168	0.0841	2132	617	96	127	1.06
E100000169	0.1506	4699	1364	98	130	1.11
E100000170	0.4005	134	133	93	122	1.32
E100000171	-0.3959	297	140	94	129	0.76
E100000172	0.1110	6273	1675	95	127	1.08
E100000173	3.0409	1699	2961	95	127	8.23
E100000174	0.9030	423	290	91	125	1.87
E100000175		64683	65535	101	141	
E100000176	-0.1203	738	254	92	120	0.92
E100000177	0.7312	233	175	94	129	1.66
E100000178	0.4005	435	209	94	130	1.32
E100000179	0.1375	804	273	96	123	1.1
E100000180	0.3103	111	129	95	121	1.24
E100000181	1.2449	101	141	92	127	2.37
E100000182	-0.3219	35052	7799	100	133	0.8
E100000183	0.3896	8103	2105	96	120	1.31
E100000184	-0.3585	1850	337	94	120	0.78
E100000185	-0.6215	736	200	92	125	0.65
E100000186	0.3448	897	327	93	124	1.27
E100000187	0.1890	2607	746	96	122	1.14
E100000188	1.1309	615	375	93	127	2.19
E100000189	-0.2863	255	142	97	115	0.82
E100000190	-0.2863	26550	6422	96	120	0.82
E100000191	-0.0291	2743	647	97	130	0.98
E100000192	0.3103	1975	658	94	130	1.24
E100000193	-0.1520	434	194	93	134	0.9
E100000194	-0.4150	537	181	94	137	0.75
E100000195	-0.2176	18600	3499	99	141	0.86
E100000196	-0.0439	1416	365	95	125	0.97
E100000197	0.5361	10659	3898	109	148	1.45
E100000198	1.6736	1995	1502	92	133	3.19
E100000199	0.1635	282	177	95	140	1.12
E100000200	0.0144	1362	350	100	145	1.01
E100000201	-0.1047	485	190	99	132	0.93
E100000202	0.0976	877	275	89	120	1.07
E100000203	-0.0291	1381	363	95	129	0.98
E100000204	0.6781	245	186	95	123	1.6
E100000205	0.1375	132	130	96	121	1.1
E100000206	0.8156	206	165	97	123	1.76
E100000207	-0.3040	300	138	94	113	0.81
E100000208	0.4005	659	267	92	121	1.32
E100000209	0.8875	143	155	94	118	1.85
E100000210	-0.2345	161	125	91	115	0.85
E100000211	1.4957	259	236	93	124	2.82
E100000212	0.2510	42189	20240	103	142	1.19
E100000213	0.2510	741	240	92	107	1.19
E100000214	0.0000	357	182	95	126	1
E100000215	-0.0893	5057	1144	93	122	0.94
E100000216	0.0976	4384	1144	95	132	1.07
E100000217	0.4542	123	138	98	133	1.37
E100000218	-0.1047	6814	1371	94	134	0.93
E100000219	0.1110	450	197	98	134	1.08
E100000220	2.4060	400	387	91	126	5.3
E100000221	0.8237	1034	489	95	135	1.77
E100000222	-0.2863	840	257	93	133	0.82
E100000223	-0.0291	5585	1226	93	137	0.98
E100000224	0.0841	366	175	95	134	1.06
E100000225	0.5160	875	322	94	132	1.43
E100000226	0.7225	121	146	90	120	1.65
E100000227	0.1375	410	186	100	126	1.1
E100000228	-0.1681	215	138	91	121	0.89
E100000229	-0.2863	418	163	94	125	0.82
E100000230	0.2265	236	152	96	118	1.17
E100000231	1.3045	745	409	93	115	2.47
E100000232	0.3219	274	164	89	121	1.25
E100000233	0.0976	2745	754	91	127	1.07
E100000234	-0.2515	165	125	89	111	0.84
E100000235	0.2141	391	188	95	120	1.16
E100000236		236	148	92	123	
E100000237	0.2869	227	149	94	104	1.22
E100000238	-0.7131	290	157	92	117	0.61
E100000239	-0.2009	1905	447	93	125	0.87
E100000240	-0.1361	1400	392	95	126	0.91
E100000241	0.0286	3384	775	96	135	1.02
E100000242	-0.2176	282	153	94	142	0.86
E100000243	2.4463	479	518	96	134	5.45
E100000244	2.6781	2161	2649	94	130	6.4
E100000245	0.2265	165	142	94	124	1.17
E100000246	0.0704	1367	429	91	138	1.05
E100000247	0.1375	1387	439	92	132	1.1
E100000248		117	142	93	138	
E100000249	-0.1844	3583	673	94	144	0.88
E100000250	0.1243	134	136	90	121	1.09
E100000251	-0.0291	2704	689	100	134	0.98
E100000252	0.7824	1737	760	95	123	1.72
E100000253	-0.0291	210	140	93	122	0.98
E100000254	0.5850	175	150	95	119	1.5
E100000255	2.0496	26930	21728	101	126	4.14
E100000256	-0.1520	616	209	90	117	0.9
E100000257	0.1375	995	316	92	120	1.1
E100000258	0.5361	128	134	94	122	1.45
E100000259	0.4751	120	134	92	123	1.39
E100000260	-0.1361	1719	341	93	122	0.91
E100000261	-0.0740	403	162	89	105	0.95
E100000262	-0.5995	417	174	98	125	0.66
E100000263	-0.4540	481	177	97	137	0.73
E100000264	0.6041	620	311	93	126	1.52
E100000265	1.9449	198	243	95	130	3.85
E100000266	-0.3401	1533	323	96	137	0.79
E100000267	-0.0291	1690	386	98	135	0.98
E100000268	-0.5564	1488	299	98	122	0.68
E100000269	0.3334	2402	716	95	129	1.26
E100000270		140	119	94	135	
E100000271	0.2869	270	180	93	135	1.22
E100000272	-0.2863	313	155	93	136	0.82
E100000273	-0.1844	753	230	95	142	0.88
E100000274	-0.7612	150	122	89	117	0.59
E100000275	-0.4150	606	186	97	124	0.75
E100000276	-0.1361	660	215	93	118	0.91
E100000277		9973	1584	99	127	
E100000278		508	195	94	118	
E100000279	1.0566	485	266	90	111	2.08
E100000280	0.3219	247	157	91	114	1.25
E100000281	0.1375	14801	4187	117	142	1.1
E100000282	0.0566	206	143	89	121	1.04
E100000283		129	107	93	121	
E100000284	0.8953	1169	426	92	114	1.86
E100000285	0.2510	6317	1642	91	107	1.19
E100000286	0.3219	382	204	93	129	1.25
E100000287		4296	1143	93	127	
E100000288	-0.4344	347	164	93	126	0.74
E100000289	-0.0589	265	166	96	134	0.96
E100000290	0.5160	1252	374	98	133	1.43
E100000291		65535	23498	108	133	
E100000292	0.3674	590	248	96	127	1.29
E100000293	-0.3771	227	144	95	136	0.77
E100000294	-0.0291	496	207	94	129	0.98
E100000295	1.2630	123	154	93	133	2.4
E100000296	-0.0439	2592	506	97	129	0.97
E100000297	0.0976	271	158	91	123	1.07
E100000298		63134	65535	124	163	
E100000299	0.3103	254	169	94	125	1.24
E100000300	-0.2009	783	233	92	123	0.87
E100000301	0.8639	282	201	97	126	1.82
E100000302	-0.1047	209	130	90	111	0.93
E100000303	0.6323	129	143	91	120	1.55
E100000304	-0.0291	491	191	93	119	0.98
E100000305	-0.2863	2062	434	90	122	0.82
E100000306	-0.3219	490	183	90	122	0.8
E100000307	-0.5995	686	197	97	134	0.66
E100000308	0.2265	1754	439	98	121	1.17
E100000309	1.0496	38173	23651	100	142	2.07
E100000310	0.4330	4467	1392	110	147	1.35
E100000311	0.0566	545	228	95	124	1.04
E100000312	0.0144	173	140	92	125	1.01
E100000313	-0.4344	224	148	94	138	0.74
E100000314		10533	2520	95	143	
E100000315	-0.2688	404	174	89	116	0.83
E100000316	0.1375	16769	4189	101	135	1.1
E100000317	0.1375	33297	8996	106	159	1.1
E100000318	-0.0291	189	141	91	125	0.98
E100000319	0.0841	5505	1144	93	133	1.06
E100000320	1.7740	1243	711	96	135	3.42
E100000321	0.2869	234	159	90	124	1.22
E100000322	-0.0893	3625	841	103	137	0.94
E100000323	0.2987	281	174	93	127	1.23
E100000324	0.0841	530	216	94	130	1.06
E100000325		900	264	97	137	
E100000326	0.4005	660	242	92	114	1.32
E100000327	0.1375	308	167	93	131	1.1
E100000328	-0.1361	537	192	94	119	0.91
E100000329	-0.0893	2208	513	92	115	0.94
E100000330	-0.4941	856	219	97	117	0.71
E100000331	0.3103	10578	2597	95	128	1.24
E100000332	-0.3219	573	172	93	116	0.8
E100000333	-0.2688	18349	3461	98	124	0.83
E100000334	-0.2009	305	166	93	134	0.87
E100000335		96	142	95	122	
E100000336	-0.4344	306	155	94	121	0.74
E100000337	0.1243	1103	311	95	136	1.09
E100000338	0.5160	465	219	101	138	1.43
E100000339	1.0704	220	195	95	138	2.1
E100000340	-0.3585	1555	373	94	127	0.78
E100000341	-0.3040	2988	601	92	130	0.81
E100000342	-0.1520	341	174	94	133	0.9
