E100000001	-0.3674	117	151	108	102	1.29	0.3674
E100000002	0.6439	226	218	101	99	0.64	-0.6439
E100000003	0.2688	1379	1880	100	101	0.83	-0.2688
E100000004	0.8625	382	358	97	101	0.55	-0.8625
E100000005	1.0589	195	140	101	100	0.48	-1.0589
E100000006	0.2176	130	121	105	103	0.86	-0.2176
E100000007	0.3771	116	106	106	101	0.77	-0.3771
E100000008	-0.3448	1080	2046	103	101	1.27	0.3448
E100000009	-0.1243	2125	3502	102	101	1.09	0.1243
E100000010	-0.0566	115	131	99	99	1.04	0.0566
E100000011	-0.3896	1025	2118	102	100	1.31	0.3896
E100000012	0.2176	112	111	103	102	0.86	-0.2176
E100000013	-0.0841	862	2133	104	103	1.06	0.0841
E100000014	-0.1243	1202	1933	103	101	1.09	0.1243
E100000015	-0.3561	387	1137	102	100	1.28	0.3561
E100000016	0.1203	5517	7225	105	104	0.92	-0.1203
E100000017	-0.2265	848	1930	103	101	1.17	0.2265
E100000018	0.3401	113	104	103	101	0.79	-0.3401
E100000019	0.2009	141	174	102	101	0.87	-0.2009
E100000020	0.3585	107	106	102	100	0.78	-0.3585
E100000021	0.074	446	1010	104	102	0.95	-0.0740
E100000022	0.1203	964	1836	104	103	0.92	-0.1203
E100000023	0.6215	766	914	100	101	0.65	-0.6215
E100000024	0.0000	123	124	105	101	1	0.0000
E100000025	0.6215	314	282	108	100	0.65	-0.6215
E100000026	0.4941	151	143	100	98	0.71	-0.4941
E100000027	0.7859	213	187	97	99	0.58	-0.7859
E100000028	-0.0976	1513	2439	101	101	1.07	0.0976
E100000029	0.1361	553	813	102	103	0.91	-0.1361
E100000030	-0.189	109	114	104	102	1.14	0.1890
E100000031	0.3219	8139	7213	120	106	0.8	-0.3219
E100000032	1	362	293	101	98	0.5	-1.0000
E100000033	-0.263	813	1591	100	101	1.2	0.2630
E100000034	-0.1243	442	807	100	97	1.09	0.1243
E100000035	-0.2388	833	1601	101	101	1.18	0.2388
E100000036	0.2515	110	104	101	101	0.84	-0.2515
E100000037	0.5564	120	123	103	101	0.68	-0.5564
E100000038	-0.9107	453	1922	103	103	1.88	0.9107
E100000039	-0.0566	392	942	102	102	1.04	0.0566
E100000040	0.0893	578	1070	102	102	0.94	-0.0893
E100000041	-0.6508	248	566	102	101	1.57	0.6508
E100000042	0.2009	110	107	103	102	0.87	-0.2009
E100000043	-0.2265	220	442	103	101	1.17	0.2265
E100000044	-0.2016	343	925	101	100	1.15	0.2016
E100000045	-0.0841	147	255	102	100	1.06	0.0841
E100000046	-0.3674	219	435	102	101	1.29	0.3674
E100000047	-0.2016	1483	3329	102	100	1.15	0.2016
E100000048	-0.263	161	219	106	101	1.2	0.2630
E100000049	-0.1375	977	1618	112	104	1.1	0.1375
E100000050	0.0291	385	548	101	100	0.98	-0.0291
E100000051	0.7131	640	668	99	98	0.61	-0.7131
E100000052	0.4739	128	122	100	98	0.72	-0.4739
E100000053	-0.2388	303	486	99	98	1.18	0.2388
E100000054	0.454	148	122	105	101	0.73	-0.4540
E100000055	-0.2016	263	375	105	102	1.15	0.2016
E100000056	-0.2987	384	661	104	101	1.23	0.2987
E100000057	0.1844	103	100	99	99	0.88	-0.1844
E100000058	-0.5059	1160	2500	99	99	1.42	0.5059
E100000059	0.3959	351	390	101	99	0.76	-0.3959
E100000060	0.1361	105	102	101	102	0.91	-0.1361
E100000061	0.4941	106	109	101	102	0.71	-0.4941
E100000062	-0.4005	265	716	101	103	1.32	0.4005
E100000063	-0.0841	106	131	102	102	1.06	0.0841
E100000064	0.0291	326	610	101	104	0.98	-0.0291
E100000065	2.4739	11764	3395	108	105	0.18	-2.4739
E100000066	0.0000	140	176	101	99	1	0.0000
E100000067	-0.2987	1079	2978	103	103	1.23	0.2987
E100000068	0.0291	196	317	101	98	0.98	-0.0291
E100000069	0.1203	154	242	99	101	0.92	-0.1203
E100000070	0.5995	122	120	99	100	0.66	-0.5995
E100000071	0.5778	816	1034	100	100	0.67	-0.5778
E100000072	0.3959	119	102	106	102	0.76	-0.3959
E100000073	1.3585	827	549	110	103	0.39	-1.3585
