2048	521	464	0.076809
2096	354	382	-0.168096
2144	1068	1055	0.137549
2192	385	538	-0.223345
2730	735	848	-0.142185
1141	509	679	-0.555599
1874	5743	7174	-0.178146
2490	622	1105	-0.568574
2778	338	642	
2803	551	563	0.007956
1274	1023	995	
2826	500	472	-0.035972
1322	10189	9731	0.100976
1370	1548	1345	0.260434
558	570	757	-0.293093
2874	390	1001	-0.98059
1418	484	808	-0.624197
807	994	802	0.23403
855	388	548	-0.464146
606	1420	1231	0.161208
654	514	921	-0.640102
2122	2797	3055	0.009003
692	1689	1698	0.028703
2170	1827	2356	-0.171853
903	608	726	-0.06712
442	695	834	-0.044773
3018	1892	2391	-0.236643
2240	244	182	
2559	458	319	0.463176
2607	417	344	0.254718
1466	1563	1385	0.163005
1514	300	731	-1.084387
1180	909	822	0.200878
1276	465	520	-0.033784
1324	267	357	-0.368073
1372	531	504	0.116143
1540	299	287	0.059039
1588	242	256	0.024588
3066	325	468	-0.479388
1636	202	182	0.166589
951	165	261	-0.761398
2851	441	411	0.085577
999	343	375	0.033824
2538	663	578	0.17815
2655	946	870	0.139389
2732	917	984	0.043987
1420	252	385	-0.71931
2586	1413	2047	-0.330615
2962	2304	2904	-0.102777
1468	186	150	
2780	427	767	-0.610485
2828	537	628	-0.039263
2876	332	563	-0.583612
2924	691	685	0.144888
2179	1174	1264	
1672	546	676	-0.208918
385	257	271	-0.088823
433	334	196	
481	311	344	-0.111007
5254	1491	1529	-0.003642
2972	268	207	
1166	386	452	-0.068251
1214	460	479	-0.175624
2634	509	480	0.091379
3020	500	548	-0.035972
1262	1666	1494	
2288	170	255	-0.656264
1954	468	476	-0.062611
2002	289	364	-0.185751
2050	447	418	0.151266
2098	368	505	-0.231302
2146	248	247	0.147627
2194	272	413	-0.291677
2242	653	583	0.192197
1684	200	148	0.294064
1732	1809	1546	
3068	1886	2210	-0.096939
1035	1373	1309	0.087515
1516	610	1873	
1182	2387	2480	0.088482
867	1031	1041	0.038918
915	1320	1438	-0.033784
5330	1354	1577	-0.115741
1011	910	935	0.018383
1230	788	1109	
1059	578	663	-0.12169
1107	1070	1246	-0.073923
773	1324	1332	0.168376
1278	1705	1740	0.020456
1326	2018	3027	-0.357442
1374	3503	3212	0.139389
821	1696	1660	0.049029
1047	918	1131	-0.265158
2321	632	656	0.003754
2830	638	549	0.090415
2878	342	889	-1.084387
1720	276	346	-0.266536
2369	825	720	0.215464
869	343	346	0.034845
917	971	894	0.120835
3010	538	524	0.037901
2682	1555	1865	-0.173109
1422	388	733	-0.548259
1470	1094	1016	0.134782
1095	529	583	-0.033784
1780	1185	977	0.270965
1828	8078	10408	-0.163109
1876	4453	6323	-0.277632
1542	4474	6453	-0.314568
2974	319	411	-0.290264
1590	4652	3614	0.36106
3022	2861	3745	-0.273457
2658	1161	1577	-0.316016
2324	2156	2837	-0.219389
1310	1421	1057	0.349953
5286	942	842	0.162107
2417	1274	1283	0.026648
2899	1272	1072	0.22816
1358	1348	1222	0.20605
2736	614	632	0.100976
2947	1173	782	0.392947
2784	220	195	
2348	966	841	0.297209
2832	345	263	0.3266
2396	638	812	-0.160624
2444	1435	1061	0.106691
1518	173	466	-1.367911
1184	2121	1590	0.349953
1232	582	605	-0.037068
1280	420	433	0.009003
4852	273	250	0.180799
1013	368	376	-0.119306
1328	152	185	-0.369601
2492	306	384	-0.380362
2227	716	778	-0.000465
2218	1617	1794	
1768	2542	2440	0.222255
625	2996	2556	0.250614
2880	183	302	-0.58931
1061	1083	960	
1109	349	369	-0.166847
1143	308	404	-0.237982
809	354	395	-0.026163
857	175	239	-0.59504
2540	740	685	0.179916
1406	491	602	-0.075061
2976	269	211	
3024	1070	1352	-0.136113
3072	1461	2986	-0.678922
2372	840	673	0.264498
2266	1396	997	0.447765
740	616	405	0.400055
1083	2621	1898	0.426611
3073	290	309	-0.043669
3121	550	532	-0.101606
2290	1373	1896	-0.313122
1956	483	578	0.055047
1932	443	497	-0.075061
1980	5665	6967	-0.198555
2028	3019	4253	-0.298774
2420	1634	1802	-0.065991
2076	2640	2966	-0.017523
1454	1132	1336	-0.095775
3169	2132	1659	0.352927
3217	2933	3215	-0.03051
3265	4086	3934	0.097149
775	3464	2763	0.315101
823	1516	1664	-0.0316
2312	1700	1701	0.098107
871	908	1029	-0.107471
919	639	743	-0.084215
1816	394	602	-0.470892
1864	939	1122	-0.165599
2360	1090	1451	-0.223345
1638	247	230	
3313	625	579	0.039934
1376	710	668	0.214612
3361	427	311	0.402177
3409	1487	1471	0.100021
3075	1924	1722	0.185198
1424	459	655	-0.357442
3123	614	639	0.07485
2124	1238	1148	0.143974
3171	776	719	0.064007
967	1973	1736	0.219714
1015	1015	921	0.17283
793	1572	1294	0.105741
905	798	748	0.106691
2468	1872	2103	-0.041463
2516	560	503	0.193939
406	915	619	0.438267
3219	910	559	0.635026
2995	436	419	0.055047
1686	1381	1090	0.294064
3267	1275	807	0.526924
3315	1198	891	0.407815
1912	213	255	-0.346924
1578	1075	662	0.688445
2564	526	476	0.102885
3363	373	428	-0.019676
2612	782	647	0.27177
3411	2088	1491	0.451135
2660	428	338	0.216316
1063	1064	920	0.223946
2326	1404	1223	0.194809
3077	1021	851	0.273379
3125	478	496	-0.076201
3058	176	232	
3173	370	245	0.525051
3221	1090	1079	0.080715
1472	455	453	0.007956
1520	191	336	-0.70424
3269	549	637	-0.100437
3317	719	764	-0.09927
3365	148	117	0.300344
3413	1094	945	0.030755
3079	741	729	0.038918
2172	309	282	0.114259
2220	5955	5795	0.142142
2465	1006	866	0.187829
3127	2507	2575	0.013183
1111	1583	1482	0.152174
777	246	270	-0.094613
2004	835	932	-0.053652
2052	884	844	0.116143
3175	474	536	0.021491
3223	890	829	0.261248
1626	298	269	
3271	502	496	0.030755
3319	948	921	0.077787
3367	479	475	0.064007
3415	368	390	-0.060363
702	939	827	0.179033
3081	485	520	0.073869
454	408	398	0.102885
3129	864	816	0.039934
750	928	1119	-0.12169
416	410	425	0.014225
3177	616	624	0.037901
464	1339	1799	-0.235305
2374	344	364	-0.011092
825	486	495	-0.092293
2422	357	391	-0.057002
1502	869	814	0.133859
512	1047	906	0.270965
560	314	433	-0.279028
3225	136	121	0.694266
3273	869	801	0.195679
2470	652	731	0.003754
673	222	265	-0.151977
502	328	396	-0.085365
2148	860	845	0.112373
608	1769	1453	0.262874
656	376	599	-0.577946
3321	203	137	0.55461
3369	424	405	0.10479
550	312	351	-0.116928
3417	304	234	0.317412
3083	6779	4119	0.585087
704	598	486	0.30969
3131	2203	1962	0.18168
3179	103	96	1.15366
3227	766	786	-0.007892
3275	313	319	0.023557
2518	316	382	-0.106296
3323	860	732	0.254718
1734	304	325	-0.039263
3371	431	453	0.097149
598	261	300	-0.128875
3419	248	258	-0.120497
3085	464	431	0.17815
3133	397	377	-0.057002
646	362	371	-0.0316
3181	361	386	0.000591
2268	369	329	0.17815
1131	390	491	-0.255562
3229	668	615	0.013183
752	519	449	0.395085
694	447	400	0.247319
3277	334	356	0.027676
3325	303	228	0.397928
3373	200	221	-0.061486
1186	573	483	0.244013
742	476	377	0.298778
3421	1632	2028	-0.188299
3087	1309	1978	-0.380362
1168	570	968	-0.435976
3135	819	852	0.014225
3183	244	279	-0.210221
1234	339	484	-0.593126
1282	554	744	-0.327678
1330	643	1410	-0.82926
5109	601	555	0.161208
3231	987	843	0.195679
408	429	750	0.406408
3279	387	365	0.103838
456	426	377	0.235701
3327	1911	1826	0.164798
