1.1.1.1	0.556353834	406.5	61.5	104	46
1.1.1.2		172	68	14.5	47.5
1.1.1.3	0.106730575	249.5	61.5	129.5	40.5
1.1.1.4	0.708036627	256.5	62.5	66.5	43.5
1.1.1.5	0.070104706	386	54	208	37
1.1.1.6	-0.228015288	1650	58	1668.5	39.5
1.1.1.7	0.322837421	605.5	63.5	192.5	36.5
1.1.1.8		124	58	9.5	33.5
1.1.1.9	-0.231370262	1756.5	56.5	1795.5	42.5
1.1.1.10	-0.536262358	16481	65	34197	39
1.1.1.11	-0.558679981	1240.5	62.5	2623.5	42.5
1.1.1.12	1.295750897	520	63	55	41
1.1.1.13		260	63	17	39
1.1.1.14	0.20000793	4056	55	1569.5	41.5
1.1.1.15	0.385549244	330.5	45.5	106	35
1.1.1.16		261	49	29	41
1.1.1.17	0.362980121	342	60	117	43
1.1.1.18	0.429345703	287	65	87.5	37.5
1.1.2.1		261	62	14	32
1.1.2.2	0.891107202	335	65	55.5	34.5
1.1.2.3	0.554123619	491.5	59.5	110	37
1.1.2.4	-0.326403257	1552	63	1953	42
1.1.2.5		200.5	63.5	31.5	38.5
1.1.2.6	0.293846094	202	72	75.5	35.5
1.1.2.7	-0.043313866	386.5	69.5	250	38
1.1.2.8		139.5	65.5	6	45
1.1.2.9		222	64	19	38
1.1.2.10	-0.162911961	216	65	172	39
1.1.2.11		210.5	68.5	36.5	47.5
1.1.2.12		492	77	17	54
1.1.2.13	0.442014671	194	66	71	43
1.1.2.14	-0.622899401	786	64	1870	36
1.1.2.15	0.450492005	364	61	101	36
1.1.2.16		197.5	65.5	28.5	35.5
1.1.2.17	0.084761751	560	68	283.5	38.5
1.1.2.18	0.110779032	1263	69	593.5	33.5
1.1.3.1		283	67	26.5	39.5
1.1.3.2	0.793861956	244.5	59.5	57	39
1.1.3.3	1.029381597	613	65	67.5	36.5
1.1.3.4	0.01954551	239.5	61.5	138.5	35.5
1.1.3.5		306	55	15.5	45.5
1.1.3.6		216.5	60.5	39	39
1.1.3.7	-0.186937643	309	63	276.5	47.5
1.1.3.8	1.229858733	3592.5	58.5	165	39
1.1.3.9	0.134824367	379	59	177.5	35.5
1.1.3.10	0.798199932	280.5	62.5	56	35
1.1.3.11	0.228049754	215	53	95.5	37.5
1.1.3.12		342.5	52.5	27	39
1.1.3.13	0.030682118	4140	62	2342.5	42.5
1.1.3.14	-0.167115691	532	62	454	36
1.1.3.15	0.759686338	873.5	56.5	121	35
1.1.3.16		165.5	48.5	37	38.5
1.1.3.17	-0.317220417	1768	53	2194.5	39.5
1.1.3.18		205	61	28	37
1.1.4.1		294	62	33	37
1.1.4.2	-0.040938683	2427	53	1622	43
1.1.4.3	2.193582439	318	60	47	46
1.1.4.4	-0.00163271	6352	63	3864.5	43.5
1.1.4.5	0.665319095	990.5	65.5	162.5	41.5
1.1.4.6	-0.121634312	1136	66	892	35
1.1.4.7	0.74375838	405.5	57.5	81	43
1.1.4.8	0.255878848	872.5	62.5	310	38
1.1.4.9	0.049340337	1977.5	78.5	1072.5	46.5
1.1.4.10	0.041135805	510	85	292.5	58.5
1.1.4.11	0.112429215	908	84	451	66
1.1.4.12		1165	85	37	60
1.1.4.13	0.558040974	1977	96	380.5	65.5
1.1.4.14	-0.340548803	1047.5	105.5	1314	65
1.1.4.15		151	113	5.5	74.5
1.1.4.16		269	108	18	68
1.1.4.17		142	117	55	87
1.1.4.18		284.5	119.5	83	91.5
1.1.5.1	0.331634655	220.5	64.5	85	41
1.1.5.2	1.836958594	290	63	46.5	44.5
1.1.5.3	0.037757438	6219	61	3462	45
1.1.5.4	0.228134851	764	60	298	46
1.1.5.5	-0.320999646	2500.5	63.5	3128	39
1.1.5.6	0.145688641	367.5	62.5	166.5	34.5
1.1.5.7	0.026107996	2708	57	1546.5	35.5
1.1.5.8		158	57	9.5	33.5
1.1.5.9		151.5	56.5	16	35
1.1.5.10		211	62	28	36
1.1.5.11	0.056722793	493	60	266.5	36.5
1.1.5.12		267.5	59.5	27	37
1.1.5.13	0.103140969	440	65	210	31
1.1.5.14		149.5	60.5	30	30
1.1.5.15	-0.316495569	1627.5	59.5	2000	33
1.1.5.16		246	57	21	35
1.1.5.17	-0.025330768	763.5	57.5	483	30
1.1.5.18	0.593174084	822.5	58.5	156.5	38.5
1.1.6.1		175	68	19	34
1.1.6.2	0.624354879	226	66	57.5	34.5
1.1.6.3		219	63	38	42
1.1.6.4	0.177829733	2785.5	68.5	1134	42
1.1.6.5	-0.024017612	480.5	72.5	297.5	36.5
