1	2120	22520	16532	860	8888.837891	218.684708	97.066856	8100	14.733888	0.97046	0.625938	0.993042	75.597421	0.715358	5250	256	1146.350464	190.110413	97.066856	8100	14.733888	0.97046	0.955048	0.993942	27.615531	0.966234	1	1	1	0	1	1	1	1	1	1	1	1	1	15672	4994	0.060907898	0.047660526	1.277952719	-0.106515	0.106514786
2	2360	22520	26164	790	8554.867188	381.01239	97.066856	8100	17.131016	0.97046	0.74308	0.987686	68.669683	0.82872	9904	258	3842.356689	141.953598	97.066856	8100	17.131016	0.97046	0.884598	0.995438	69.769278	0.923065	1	1	1	1	1	1	1	1	1	1	1	1	1	25374	9646	0.098613898	0.092057155	1.071224703	-0.0298806	0.029880579
3	2590	22520	1820	726	258.835175	267.342804	78.176407	3500	14.733888	0.917643	0.991653	0.990738	6.807739	0.852169	638	168	230.723892	149.51149	93.048538	6400	14.733888	0.930384	0.993042	0.996048	4.267231	0.84044	1	1	1	1	1	1	1	1	1	1	1	1	1	1094	470	0.004251738	0.004485472	0.947890925	0.0232416	-0.023241635
4	2830	22520	1748	734	118.897011	269.64209	35.682487	800	17.131016	0.679886	0.997147	0.99147	6.482667	0.678412	712	246	165.394974	160.986832	78.582527	3000	17.131016	0.852005	0.994675	0.995651	4.422722	0.835193	0	0	0	1	1	1	1	1	1	1	1	1	1	1014	466	0.003940825	0.004447298	0.886116737	0.0525091	-0.05250906
5	3060	22520	1242	780	0	626.567383	0	100	14.733888	1	1	0.986267	1.982229	0.5	648	272	29.501413	220.929749	22.567585	400	14.733888	0.172662	0.999512	0.992477	2.933059	0.197328	0	0	1	1	1	0	0	0	0	1	1	0	1	462	376	0.001795524	0.003588378	0.500372038	0.300707	-0.300706968
6	3300	22520	1806	710	173.546356	226.609497	52.320793	1800	17.131016	0.794264	0.995972	0.992249	7.969657	0.761604	964	354	177.911469	210.438385	51.708836	1000	17.131016	0.657578	0.995544	0.993881	4.580913	0.751518	0	0	1	1	1	1	0	0	0	1	1	1	1	1096	610	0.004259511	0.00582157	0.731677366	0.13568	-0.13568038
7	3530	22520	5960	754	800.052917	657.235229	97.066856	8100	14.733888	0.97046	0.971619	0.973984	9.068291	0.909652	1750	272	465.879761	234.485901	97.066856	8100	14.733888	0.97046	0.986252	0.993591	7.463135	0.894327	1	1	1	1	1	1	1	1	1	1	1	1	1	5206	1478	0.020232677	0.014105378	1.434394565	-0.156669	0.156668631
8	3770	22520	13584	744	2831.896484	209.710205	97.066856	8100	17.131016	0.97046	0.901978	0.992615	64.775102	0.934652	5522	288	1398.917969	200.065079	97.066856	8100	17.131016	0.97046	0.950211	0.994583	27.601019	0.966217	1	1	1	1	1	1	1	1	1	1	1	1	1	12840	5234	0.049901571	0.04995098	0.999010854	0.000429793	-0.000429793
9	4000	22520	4086	712	601.461792	227.263	97.066856	8100	14.733888	0.97046	0.978394	0.991318	17.979169	0.949948	1974	282	565.692383	192.008163	97.066856	8100	14.733888	0.97046	0.980789	0.994385	10.280813	0.918572	1	1	1	1	1	1	1	1	1	1	1	1	1	3374	1692	0.013112765	0.016147699	0.81205159	0.0904164	-0.090416379
10	4240	22520	25448	764	7723.413086	232.077499	97.066856	8100	17.131016	0.97046	0.79332	0.992844	109.653026	0.862213	9904	364	3626.597412	204.319366	97.066856	8100	17.131016	0.97046	0.898651	0.99408	48.473134	0.932434	1	1	1	1	1	1	1	1	1	1	1	1	1	24684	9540	0.095932272	0.091045538	1.053673516	-0.0227061	0.022706064
11	4470	22520	2010	708	945.99823	251.638718	90.27034	6900	14.733888	0.9021	0.97496	0.991623	7.987642	0.899876	1016	312	333.509583	255.644913	79.388519	4700	14.733888	0.868425	0.989182	0.991501	3.974263	0.832615	1	1	1	1	1	1	1	1	1	1	1	1	1	1302	704	0.005060113	0.006718664	0.753142623	0.123123	-0.123122774
12	4710	22510	3354	856	786.622131	282.237854	76.945206	5600	10.83028	0.908886	0.97966	0.990173	11.883594	0.884726	1190	366	258.593079	244.100067	85.563599	4200	10.83028	0.881421	0.990662	0.992767	4.87505	0.854546	1	1	1	1	1	1	1	1	1	1	1	1	1	2498	824	0.009708265	0.007863891	1.234537037	-0.0915041	0.091504124
13	4940	22510	2990	742	467.84317	224.032211	95.078926	8000	6.396146	0.950954	0.985168	0.993225	13.346295	0.934838	1322	266	407.750336	193.627747	97.066856	8000	6.396146	0.97046	0.986801	0.995438	6.827534	0.886718	1	1	1	1	1	1	1	1	1	1	1	1	1	2248	1056	0.008736661	0.010077997	0.866904565	0.0620287	-0.06202871
14	5180	22510	4896	792	1311.275024	227.053955	97.066856	8100	10.83028	0.97046	0.959015	0.993332	21.563157	0.957561	1710	318	444.584229	216.527618	97.066856	8100	10.83028	0.97046	0.98381	0.993851	7.897376	0.898963	1	1	1	1	1	1	1	1	1	1	1	1	1	4104	1392	0.015949848	0.013284632	1.200623994	-0.079407	0.079407018
15	5410	22510	2996	778	651.661743	215.095963	97.066856	7800	6.396146	0.97046	0.980103	0.991165	13.928667	0.93722	1330	302	328.404358	218.589645	96.408768	7600	6.396146	0.963834	0.990387	0.994003	6.08446	0.876306	1	1	1	1	1	1	1	1	1	1	1	1	1	2218	1028	0.008620069	0.009810777	0.878632632	0.0561927	-0.056192672
16	5650	22510	1786	742	0	234.559708	0	100	10.83028	1	1	0.992981	7.614266	0.5	596	222	152.507782	179.377319	77.357788	2300	10.83028	0.841991	0.995758	0.994873	3.322605	0.811426	0	0	1	1	1	1	1	1	1	1	1	1	1	1044	374	0.004057417	0.00356929	1.13675742	-0.0556678	0.055667798
17	5880	22510	5266	736	2049.637939	228.789459	97.066856	8100	6.396146	0.97046	0.937851	0.992508	23.016795	0.958567	1898	292	1125.869995	207.57692	97.066856	8000	6.396146	0.97046	0.966858	0.994095	9.143598	0.910262	1	1	1	1	1	1	1	1	1	1	1	1	1	4530	1606	0.017605461	0.015326953	1.148660171	-0.0601916	0.060191562
18	6120	22510	1532	692	7.071068	305.590179	0	200	10.83028	1	0.999924	0.989319	5.01325	0.5	664	252	88.47966	192.863556	72.69075	1600	10.83028	0.831563	0.997772	0.99408	3.442848	0.787658	0	0	1	1	1	1	1	0	1	1	1	1	1	840	412	0.003264589	0.003931946	0.830273107	0.080779	-0.080779029
19	6350	22510	8258	748	988.186829	234.244232	97.066856	8100	6.396146	0.97046	0.965179	0.992584	35.253803	0.973157	3054	318	782.367126	182.917603	97.066856	8100	6.396146	0.97046	0.974777	0.994858	16.696042	0.946513	1	1	1	1	1	1	1	1	1	1	1	1	1	7510	2736	0.029186978	0.026111173	1.1177965	-0.0483627	0.048362745
20	2120	22750	1544	638	182.428772	265.90213	76.945206	3500	10.197993	0.855606	0.995132	0.992264	5.806648	0.852169	786	224	292.46167	193.623123	86.672455	5500	10.197993	0.927961	0.991089	0.99469	4.059433	0.834968	1	1	1	1	1	1	1	1	1	1	1	1	1	906	562	0.003521092	0.005363479	0.656494034	0.182769	-0.182769217
21	2360	22750	1564	736	0	211.46843	0	100	13.430687	1	1	0.994019	7.395903	0.5	566	212	129.568069	170.458145	64.820457	1500	13.430687	0.841312	0.997025	0.994675	3.320463	0.784263	0	0	1	1	1	1	1	0	1	1	1	1	1	828	354	0.003217952	0.003378419	0.952502175	0.021134	-0.021134024
22	2590	22750	1432	716	0	181.179001	0	100	10.197993	1	1	0.993637	7.903786	0.5	732	280	81.87796	174.257996	60.765083	1400	10.197993	0.723244	0.997986	0.994583	4.200668	0.780868	0	0	1	1	1	1	1	0	1	1	1	1	1	716	452	0.002782673	0.004313688	0.645079869	0.190387	-0.190386511
23	2830	22750	1476	842	0	234.769623	0	100	13.430687	1	1	0.991684	6.287014	0.5	606	238	235.564056	157.250092	64.327515	1200	13.430687	0.82677	0.994385	0.995041	3.853734	0.774077	0	0	1	1	1	1	1	0	1	1	1	1	1	634	368	0.002463987	0.003512029	0.701585073	0.15392	-0.153919659
